Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Input Ortholog(s)	Paralog count	Ortholog count	
PBANKA_0602700	PBANKA_0602700.1	Plasmodium berghei ANKA	PbANKA_06_v3:172,167..173,845(-)	nucleosome assembly protein, putative	PF3D7_1203700	0	45	
PBANKA_0602800	PBANKA_0602800.1	Plasmodium berghei ANKA	PbANKA_06_v3:176,921..178,217(+)	ubiquitin-conjugating enzyme E2, putative	PF3D7_1203900	0	45	
PBANKA_0602900	PBANKA_0602900.1	Plasmodium berghei ANKA	PbANKA_06_v3:179,400..180,718(+)	conserved Plasmodium protein, unknown function	PF3D7_1204000	0	38	
PBANKA_0603100	PBANKA_0603100.1	Plasmodium berghei ANKA	PbANKA_06_v3:184,502..186,058(+)	conserved Plasmodium protein, unknown function	PF3D7_1204200	0	44	
PBANKA_0603200	PBANKA_0603200.1	Plasmodium berghei ANKA	PbANKA_06_v3:186,374..186,859(-)	eukaryotic translation initiation factor 5A, putative	PF3D7_1204300	0	46	
PBANKA_0603300	PBANKA_0603300.1	Plasmodium berghei ANKA	PbANKA_06_v3:188,330..190,769(-)	sexual stage-specific protein G37	PF3D7_1204400	0	44	
PBANKA_0603400	PBANKA_0603400.1	Plasmodium berghei ANKA	PbANKA_06_v3:191,376..192,272(-)	conserved protein, unknown function	PF3D7_1204500	0	44	
PBANKA_0603500	PBANKA_0603500.1	Plasmodium berghei ANKA	PbANKA_06_v3:193,599..194,714(+)	cytidine deaminase, putative	PF3D7_1204600	0	45	
PBANKA_0603600	PBANKA_0603600.1	Plasmodium berghei ANKA	PbANKA_06_v3:195,416..196,345(+)	conserved protein, unknown function	PF3D7_1204700	0	45	
PBANKA_0603700	PBANKA_0603700.1	Plasmodium berghei ANKA	PbANKA_06_v3:198,655..200,875(+)	conserved protein, unknown function	PF3D7_1205000	0	34	
PBANKA_0603800	PBANKA_0603800.1	Plasmodium berghei ANKA	PbANKA_06_v3:201,367..203,559(-)	O-phosphoseryl-tRNA(Sec) selenium transferase, putative	PF3D7_1205100	0	45	
PBANKA_0603900	PBANKA_0603900.1	Plasmodium berghei ANKA	PbANKA_06_v3:204,453..205,592(-)	HAD domain ookinete protein	PF3D7_1205200	0	44	
PBANKA_0604000	PBANKA_0604000.1	Plasmodium berghei ANKA	PbANKA_06_v3:207,993..208,997(+)	conserved Plasmodium protein, unknown function	PF3D7_1205300	0	44	
PBANKA_0604200	PBANKA_0604200.1	Plasmodium berghei ANKA	PbANKA_06_v3:218,592..222,220(+)	zinc finger protein, putative	PF3D7_1205500	0	45	
PBANKA_0604300	PBANKA_0604300.1	Plasmodium berghei ANKA	PbANKA_06_v3:223,498..225,431(-)	tetratricopeptide repeat protein, putative	PF3D7_1205600	0	45	
PBANKA_0604400	PBANKA_0604400.1	Plasmodium berghei ANKA	PbANKA_06_v3:227,334..228,323(+)	targeted glyoxalase II, putative	PF3D7_1205700	0	45	
PBANKA_0604600	PBANKA_0604600.1	Plasmodium berghei ANKA	PbANKA_06_v3:237,659..241,177(-)	conserved protein, unknown function	PF3D7_1205900	0	44	
PBANKA_0604700	PBANKA_0604700.1	Plasmodium berghei ANKA	PbANKA_06_v3:242,888..243,796(-)	shewanella-like protein phosphatase 2, putative	PF3D7_1206000,PF3D7_1469200	1	89	
PBANKA_0604800	PBANKA_0604800.1	Plasmodium berghei ANKA	PbANKA_06_v3:245,012..248,219(-)	eukaryotic translation initiation factor 3 subunit C, putative	PF3D7_1206200	0	46	
PBANKA_0605000	PBANKA_0605000.1	Plasmodium berghei ANKA	PbANKA_06_v3:258,731..259,861(+)	thiosulfate sulfurtransferase, putative	PF3D7_1206400	0	44	
PBANKA_0605100	PBANKA_0605100.1	Plasmodium berghei ANKA	PbANKA_06_v3:260,317..262,446(+)	Tat binding protein 1(TBP-1)-interacting protein, putative	PF3D7_1206500	0	46	
PBANKA_0605200	PBANKA_0605200.1	Plasmodium berghei ANKA	PbANKA_06_v3:262,915..267,180(-)	DNA-directed RNA polymerase III subunit RPC2, putative	PF3D7_0215700,PF3D7_1206600,PF3D7_API04400	2	123	
PBANKA_0605300	PBANKA_0605300.1	Plasmodium berghei ANKA	PbANKA_06_v3:268,546..270,093(-)	eukaryotic translation initiation factor 5, putative	PF3D7_1206700	0	45	
PBANKA_0605400	PBANKA_0605400.1	Plasmodium berghei ANKA	PbANKA_06_v3:274,508..276,541(+)	conserved Plasmodium protein, unknown function	PF3D7_1206800	0	46	
PBANKA_0605600	PBANKA_0605600.1	Plasmodium berghei ANKA	PbANKA_06_v3:280,779..288,138(-)	conserved Plasmodium protein, unknown function	PF3D7_0911300,PF3D7_1036400,PF3D7_1475400	11	529	
PBANKA_0605700	PBANKA_0605700.1	Plasmodium berghei ANKA	PbANKA_06_v3:290,664..293,027(-)	pre-rRNA-processing protein ESF1, putative	PF3D7_1207100	0	42	
PBANKA_0605800	PBANKA_0605800.1	Plasmodium berghei ANKA	PbANKA_06_v3:295,419..296,612(-)	LIMP protein	PF3D7_1207300	0	42	
PBANKA_0606000	PBANKA_0606000.1	Plasmodium berghei ANKA	PbANKA_06_v3:300,127..300,954(+)	RNA-binding protein, putative	PF3D7_1207500	0	44	
PBANKA_0606100	PBANKA_0606100.1	Plasmodium berghei ANKA	PbANKA_06_v3:301,339..302,982(-)	tRNA dimethylallyltransferase, putative	PF3D7_1207600	0	45	
PBANKA_0606200	PBANKA_0606200.1	Plasmodium berghei ANKA	PbANKA_06_v3:303,504..305,541(-)	41-3 protein, putative	PF3D7_1207700	0	47	
PBANKA_0606400	PBANKA_0606400.1	Plasmodium berghei ANKA	PbANKA_06_v3:309,309..310,663(-)	conserved Plasmodium protein, unknown function	PF3D7_1207900	0	43	
PBANKA_0606500	PBANKA_0606500.1	Plasmodium berghei ANKA	PbANKA_06_v3:311,298..311,891(+)	ribosomal protein L29, apicoplast, putative	PF3D7_1208000	0	43	
PBANKA_0606700	PBANKA_0606700.1	Plasmodium berghei ANKA	PbANKA_06_v3:326,737..337,411(+)	cysteine repeat modular protein 3	PF3D7_1208200	0	52	
PBANKA_0606800	PBANKA_0606800.1	Plasmodium berghei ANKA	PbANKA_06_v3:338,727..339,447(+)	acyl carrier protein, mitochondrial, putative	PF3D7_1208300	0	44	
PBANKA_0606900	PBANKA_0606900.1	Plasmodium berghei ANKA	PbANKA_06_v3:340,936..345,462(+)	amino acid transporter, putative	PF3D7_1208400,PF3D7_1231400	1	88	
PBANKA_0607100	PBANKA_0607100.1	Plasmodium berghei ANKA	PbANKA_06_v3:351,198..351,425(+)	mitochondrial import inner membrane translocase subunit TIM10, putative	PF3D7_1208600	0	47	
PBANKA_0607200	PBANKA_0607200.1	Plasmodium berghei ANKA	PbANKA_06_v3:352,453..353,873(+)	conserved protein, unknown function	PF3D7_1208700	0	45	
PBANKA_0607300	PBANKA_0607300.1	Plasmodium berghei ANKA	PbANKA_06_v3:354,402..357,056(-)	zinc finger protein, putative	PF3D7_1208800	0	32	
PBANKA_0607500	PBANKA_0607500.1	Plasmodium berghei ANKA	PbANKA_06_v3:368,568..369,181(-)	mago-binding protein, putative	PF3D7_1209000	0	45	
PBANKA_0607600	PBANKA_0607600.1	Plasmodium berghei ANKA	PbANKA_06_v3:371,352..372,175(+)	U6 snRNA-associated Sm-like protein LSm7, putative	PF3D7_1209200	0	45	
PBANKA_0607800	PBANKA_0607800.1	Plasmodium berghei ANKA	PbANKA_06_v3:379,545..381,464(+)	cytosolic iron-sulfur protein assembly protein 1, putative	PF3D7_1209400	0	46	
PBANKA_0607900	PBANKA_0607900.1	Plasmodium berghei ANKA	PbANKA_06_v3:382,560..385,617(+)	cGMP-specific 3',5'-cyclic phosphodiesterase alpha, putative	PF3D7_1209500	0	47	
PBANKA_0608000	PBANKA_0608000.1	Plasmodium berghei ANKA	PbANKA_06_v3:386,419..387,735(+)	porphobilinogen deaminase	PF3D7_1209600	0	45	
PBANKA_0608100	PBANKA_0608100.1	Plasmodium berghei ANKA	PbANKA_06_v3:388,811..390,618(+)	conserved protein, unknown function	PF3D7_1209700	0	42	
PBANKA_0608200	PBANKA_0608200.1	Plasmodium berghei ANKA	PbANKA_06_v3:390,657..391,229(-)	ATP synthase mitochondrial F1 complex assembly factor 1, putative	PF3D7_1209800	0	44	
PBANKA_0608300	PBANKA_0608300.1	Plasmodium berghei ANKA	PbANKA_06_v3:392,324..394,690(-)	ABC transporter B family member 7, putative	PF3D7_0523000,PF3D7_1209900	2	101	
PBANKA_0608400	PBANKA_0608400.1	Plasmodium berghei ANKA	PbANKA_06_v3:396,331..397,502(+)	50S ribosomal protein L1, apicoplast, putative	PF3D7_0710900,PF3D7_1210000	1	90	
PBANKA_0608500	PBANKA_0608500.1	Plasmodium berghei ANKA	PbANKA_06_v3:398,505..399,434(-)	SNARE protein, putative	PF3D7_1210100	0	45	
PBANKA_0608700	PBANKA_0608700.1	Plasmodium berghei ANKA	PbANKA_06_v3:407,339..407,932(+)	conserved Plasmodium protein, unknown function	PF3D7_1210300	0	45	
PBANKA_0608900	PBANKA_0608900.1	Plasmodium berghei ANKA	PbANKA_06_v3:411,061..413,661(-)	general transcription factor 3C polypeptide 5, putative	PF3D7_1210400	0	48	
PBANKA_0609000	PBANKA_0609000.1	Plasmodium berghei ANKA	PbANKA_06_v3:414,565..415,959(+)	conserved Plasmodium protein, unknown function	PF3D7_1210500	0	45	
PBANKA_0609200	PBANKA_0609200.1	Plasmodium berghei ANKA	PbANKA_06_v3:421,994..423,576(-)	conserved Plasmodium protein, unknown function	PF3D7_1210700	0	38	
PBANKA_0609300	PBANKA_0609300.1	Plasmodium berghei ANKA	PbANKA_06_v3:425,980..428,567(+)	GPI mannosyltransferase 1, putative	PF3D7_1210900	0	45	
PBANKA_0609600	PBANKA_0609600.1	Plasmodium berghei ANKA	PbANKA_06_v3:435,884..436,585(+)	HSP20-like chaperone, putative	PF3D7_1211100,PF3D7_1304500	1	90	
PBANKA_0609700	PBANKA_0609700.1	Plasmodium berghei ANKA	PbANKA_06_v3:437,113..441,468(-)	conserved Plasmodium protein, unknown function	PF3D7_1211200	0	44	
PBANKA_0609800	PBANKA_0609800.1	Plasmodium berghei ANKA	PbANKA_06_v3:442,444..445,982(-)	DNA helicase MCM8, putative	PF3D7_1211300	0	45	
PBANKA_0609900	PBANKA_0609900.1	Plasmodium berghei ANKA	PbANKA_06_v3:448,184..449,389(+)	heat shock protein DNAJ homologue Pfj4, putative	PF3D7_1211400	0	45	
PBANKA_0610000	PBANKA_0610000.1	Plasmodium berghei ANKA	PbANKA_06_v3:450,413..451,612(-)	ribosomal protein S18, mitochondrial, putative	PF3D7_1211500	0	45	
PBANKA_0610200	PBANKA_0610200.1	Plasmodium berghei ANKA	PbANKA_06_v3:463,815..466,958(+)	DNA replication licensing factor MCM5, putative	PF3D7_1211700	0	46	
PBANKA_0610300	PBANKA_0610300.1	Plasmodium berghei ANKA	PbANKA_06_v3:468,199..469,324(+)	polyubiquitin, putative	PF3D7_1211800	0	48	
PBANKA_0610400	PBANKA_0610400.1	Plasmodium berghei ANKA	PbANKA_06_v3:470,626..475,104(-)	non-SERCA-type Ca2+ -transporting P-ATPase, putative	PF3D7_0106300,PF3D7_1211900	1	91	
PBANKA_0610500	PBANKA_0610500.1	Plasmodium berghei ANKA	PbANKA_06_v3:477,471..478,383(-)	glutathione peroxidase-like thioredoxin peroxidase	PF3D7_1212000	0	46	
PBANKA_0610600	PBANKA_0610600.1	Plasmodium berghei ANKA	PbANKA_06_v3:479,447..480,904(+)	peripheral plastid protein 1, putative	PF3D7_1212100	0	45	
PBANKA_0610800	PBANKA_0610800.1	Plasmodium berghei ANKA	PbANKA_06_v3:484,623..486,515(+)	eukaryotic translation initiation factor eIF2A, putative	PF3D7_1438000	0	54	
PBANKA_0610900	PBANKA_0610900.1	Plasmodium berghei ANKA	PbANKA_06_v3:487,686..489,406(-)	HSP40, subfamily A, putative	PF3D7_1437900	0	44	
PBANKA_0611000	PBANKA_0611000.1	Plasmodium berghei ANKA	PbANKA_06_v3:491,487..492,041(+)	trafficking protein particle complex subunit 5, putative	PF3D7_1437800	0	46	
PBANKA_0611100	PBANKA_0611100.1	Plasmodium berghei ANKA	PbANKA_06_v3:493,782..496,631(+)	succinyl-CoA ligase, putative	PF3D7_1437700	0	44	
PBANKA_0611200	PBANKA_0611200.1	Plasmodium berghei ANKA	PbANKA_06_v3:496,862..498,508(-)	conserved protein, unknown function	PF3D7_1437600	0	44	
PBANKA_0611300	PBANKA_0611300.1	Plasmodium berghei ANKA	PbANKA_06_v3:499,620..500,237(-)	conserved Plasmodium protein, unknown function	PF3D7_1437500	0	45	
PBANKA_0611400	PBANKA_0611400.1	Plasmodium berghei ANKA	PbANKA_06_v3:501,728..503,791(-)	pantothenate kinase 2, putative	PF3D7_1437400	0	42	
PBANKA_0611500	PBANKA_0611500.1	Plasmodium berghei ANKA	PbANKA_06_v3:505,694..506,689(+)	conserved Plasmodium protein, unknown function	PF3D7_1437300	0	44	
PBANKA_0611600	PBANKA_0611600.1	Plasmodium berghei ANKA	PbANKA_06_v3:509,994..512,749(+)	ribonucleoside-diphosphate reductase large subunit, putative	PF3D7_1437200	0	46	
PBANKA_0611700	PBANKA_0611700.1	Plasmodium berghei ANKA	PbANKA_06_v3:513,312..514,016(-)	conserved protein, unknown function	PF3D7_1437100	0	44	
PBANKA_0611800	PBANKA_0611800.1	Plasmodium berghei ANKA	PbANKA_06_v3:514,961..517,207(-)	N-acetyltransferase, GNAT family, putative	PF3D7_1437000	0	43	
PBANKA_0611900	PBANKA_0611900.1	Plasmodium berghei ANKA	PbANKA_06_v3:518,645..519,415(+)	histidine triad protein, putative	PF3D7_1436900	0	44	
PBANKA_0612000	PBANKA_0612000.1	Plasmodium berghei ANKA	PbANKA_06_v3:520,123..520,845(+)	ATP-dependent Clp protease proteolytic subunit, putative	PF3D7_1436800	0	43	
PBANKA_0612100	PBANKA_0612100.1	Plasmodium berghei ANKA	PbANKA_06_v3:521,120..523,739(+)	conserved protein, unknown function	PF3D7_1436700	0	46	
PBANKA_0612300	PBANKA_0612300.1	Plasmodium berghei ANKA	PbANKA_06_v3:530,182..532,680(-)	conserved Plasmodium protein, unknown function	PF3D7_0410900	0	45	
PBANKA_0612500	PBANKA_0612500.1	Plasmodium berghei ANKA	PbANKA_06_v3:538,973..539,572(-)	mediator of RNA polymerase II transcription subunit 8, putative	PF3D7_0411100	0	43	
PBANKA_0612600	PBANKA_0612600.1	Plasmodium berghei ANKA	PbANKA_06_v3:540,189..543,092(-)	PP-loop family protein, putative	PF3D7_0411200	0	44	
PBANKA_0612700	PBANKA_0612700.1	Plasmodium berghei ANKA	PbANKA_06_v3:543,843..545,624(+)	conserved Plasmodium protein, unknown function	PF3D7_0411300	1	42	
PBANKA_0612900	PBANKA_0612900.1	Plasmodium berghei ANKA	PbANKA_06_v3:551,102..551,506(-)	conserved Plasmodium protein, unknown function	PF3D7_0411700	0	42	
PBANKA_0613200	PBANKA_0613200.1	Plasmodium berghei ANKA	PbANKA_06_v3:569,753..575,560(-)	DNA polymerase alpha catalytic subunit A, putative	PF3D7_0411900	0	48	
PBANKA_0613300	PBANKA_0613300.1	Plasmodium berghei ANKA	PbANKA_06_v3:577,355..579,319(+)	LITAF-like zinc finger protein, putative	PF3D7_0412000	0	45	
PBANKA_0613400	PBANKA_0613400.1	Plasmodium berghei ANKA	PbANKA_06_v3:580,246..581,271(-)	ribosomal protein S12, mitochondrial, putative	PF3D7_0412100,PF3D7_API02700	1	74	
PBANKA_0613500	PBANKA_0613500.1	Plasmodium berghei ANKA	PbANKA_06_v3:581,868..582,971(-)	conserved Plasmodium protein, unknown function	PF3D7_0412200	0	46	
PBANKA_0613600	PBANKA_0613600.1	Plasmodium berghei ANKA	PbANKA_06_v3:583,843..585,345(+)	phosphopantothenate--cysteine ligase, putative	PF3D7_0412300,PF3D7_1102400	0	67	
PBANKA_0613700	PBANKA_0613700.1	Plasmodium berghei ANKA	PbANKA_06_v3:586,754..589,528(+)	RNA-binding protein, putative	PF3D7_0716000	0	44	
PBANKA_0613800	PBANKA_0613800.1	Plasmodium berghei ANKA	PbANKA_06_v3:590,066..593,137(-)	protein SDA1, putative	PF3D7_0716100	0	44	
PBANKA_0613900	PBANKA_0613900.1	Plasmodium berghei ANKA	PbANKA_06_v3:594,373..595,899(+)	PDCD2 domain-containing protein, putative	PF3D7_0716200	0	45	
PBANKA_0614000	PBANKA_0614000.1	Plasmodium berghei ANKA	PbANKA_06_v3:597,898..599,421(+)	conserved protein, unknown function	PF3D7_0716300	0	40	
PBANKA_0614100	PBANKA_0614100.1	Plasmodium berghei ANKA	PbANKA_06_v3:600,399..601,397(+)	transcription initiation factor IIA subunit 1, putative	PF3D7_0716400	0	39	
PBANKA_0614200	PBANKA_0614200.1	Plasmodium berghei ANKA	PbANKA_06_v3:601,793..604,487(+)	conserved Plasmodium protein, unknown function	PF3D7_0716500	0	44	
PBANKA_0614300	PBANKA_0614300.1	Plasmodium berghei ANKA	PbANKA_06_v3:604,933..606,645(+)	cysteine desulfurase	PF3D7_0716600	0	44	
PBANKA_0614400	PBANKA_0614400.1	Plasmodium berghei ANKA	PbANKA_06_v3:607,279..610,377(+)	conserved Plasmodium protein, unknown function	PF3D7_0716700	0	41	
PBANKA_0614500	PBANKA_0614500.1	Plasmodium berghei ANKA	PbANKA_06_v3:611,263..612,498(-)	eukaryotic translation initiation factor 3 subunit I, putative	PF3D7_0716800	0	45	
PBANKA_0614600	PBANKA_0614600.1	Plasmodium berghei ANKA	PbANKA_06_v3:615,050..616,036(+)	drug/metabolite transporter DMT2	PF3D7_0716900	0	45	
PBANKA_0614700	PBANKA_0614700.1	Plasmodium berghei ANKA	PbANKA_06_v3:617,102..619,367(+)	conserved Plasmodium membrane protein, unknown function	PF3D7_0717000	0	44	
PBANKA_0614800	PBANKA_0614800.1	Plasmodium berghei ANKA	PbANKA_06_v3:620,075..622,744(+)	conserved Plasmodium protein, unknown function	PF3D7_0717100	0	46	
PBANKA_0614900	PBANKA_0614900.1	Plasmodium berghei ANKA	PbANKA_06_v3:623,119..624,331(-)	conserved Plasmodium protein, unknown function	PF3D7_0717200	0	49	
PBANKA_0615000	PBANKA_0615000.1	Plasmodium berghei ANKA	PbANKA_06_v3:626,039..627,763(+)	transcription initiation factor IIE subunit alpha, putative	PF3D7_0717300	0	45	
PBANKA_0615100	PBANKA_0615100.1	Plasmodium berghei ANKA	PbANKA_06_v3:628,924..630,975(+)	queuine tRNA-ribosyltransferase, putative	PF3D7_0717400,PF3D7_1242200	1	92	
PBANKA_0615200	PBANKA_0615200.1	Plasmodium berghei ANKA	PbANKA_06_v3:632,420..634,181(+)	calcium-dependent protein kinase 4	PF3D7_0717500	0	46	
PBANKA_0615300	PBANKA_0615300.1	Plasmodium berghei ANKA	PbANKA_06_v3:635,228..639,188(-)	conserved Plasmodium protein, unknown function	PF3D7_0717600	0	46	
PBANKA_0615400	PBANKA_0615400.1	Plasmodium berghei ANKA	PbANKA_06_v3:641,050..642,660(-)	serine--tRNA ligase, putative	PF3D7_0717700,PF3D7_1216000	1	89	
PBANKA_0615600	PBANKA_0615600.1	Plasmodium berghei ANKA	PbANKA_06_v3:648,569..650,591(-)	thioredoxin-like protein	PF3D7_0717900	0	46	
PBANKA_0615700	PBANKA_0615700.1	Plasmodium berghei ANKA	PbANKA_06_v3:651,662..669,302(-)	dynein heavy chain, putative	PF3D7_0729900,PF3D7_0905300,PF3D7_1023100,PF3D7_1122900,PF3D7_1465800	5	282	
PBANKA_0615800	PBANKA_0615800.1	Plasmodium berghei ANKA	PbANKA_06_v3:670,236..677,606(-)	exported serine/threonine protein kinase	PF3D7_0718100	0	40	
PBANKA_0615900	PBANKA_0615900.1	Plasmodium berghei ANKA	PbANKA_06_v3:683,907..692,308(-)	cysteine repeat modular protein 2	PF3D7_0718300	0	49	
PBANKA_0616000	PBANKA_0616000.1	Plasmodium berghei ANKA	PbANKA_06_v3:693,868..694,338(+)	ribosomal protein S8, mitochondrial, putative	PF3D7_0316800,PF3D7_0718400	1	89	
PBANKA_0616100	PBANKA_0616100.1	Plasmodium berghei ANKA	PbANKA_06_v3:696,071..697,390(+)	prefoldin subunit 3, putative	PF3D7_0718500	0	44	
PBANKA_0616300	PBANKA_0616300.1	Plasmodium berghei ANKA	PbANKA_06_v3:703,263..704,651(-)	conserved Plasmodium protein, unknown function	PF3D7_0718700	0	45	
PBANKA_0616400	PBANKA_0616400.1	Plasmodium berghei ANKA	PbANKA_06_v3:705,586..707,067(-)	conserved protein, unknown function	PF3D7_0718800,PF3D7_0718900	0	88	
PBANKA_0616500	PBANKA_0616500.1	Plasmodium berghei ANKA	PbANKA_06_v3:708,724..709,257(+)	conserved protein, unknown function	PF3D7_0719000	0	46	
PBANKA_0616600	PBANKA_0616600.1	Plasmodium berghei ANKA	PbANKA_06_v3:709,873..710,816(-)	ATP synthase F0 subunit a-like protein, putative	PF3D7_0719100	0	46	
PBANKA_0616700	PBANKA_0616700.1	Plasmodium berghei ANKA	PbANKA_06_v3:711,904..713,513(+)	NIMA related kinase 4	PF3D7_0525900,PF3D7_0719200	1	93	
PBANKA_0616800	PBANKA_0616800.1	Plasmodium berghei ANKA	PbANKA_06_v3:715,236..717,953(+)	actin-related protein ARP6, putative	PF3D7_0719300	0	45	
PBANKA_0616900	PBANKA_0616900.1	Plasmodium berghei ANKA	PbANKA_06_v3:718,565..722,587(-)	conserved Plasmodium protein, unknown function	PF3D7_0719400	0	39	
PBANKA_0617000	PBANKA_0617000.1	Plasmodium berghei ANKA	PbANKA_06_v3:723,599..724,958(-)	LEM3/CDC50 family protein, putative	PF3D7_0719500	0	46	
PBANKA_0617100	PBANKA_0617100.1	Plasmodium berghei ANKA	PbANKA_06_v3:726,658..727,475(-)	60S ribosomal protein L11a, putative	PF3D7_0719600	0	45	
PBANKA_0617200	PBANKA_0617200.1	Plasmodium berghei ANKA	PbANKA_06_v3:728,781..729,697(+)	40S ribosomal protein S10, putative	PF3D7_0719700	0	45	
PBANKA_0617300	PBANKA_0617300.1	Plasmodium berghei ANKA	PbANKA_06_v3:730,373..731,851(-)	conserved protein, unknown function	PF3D7_0719800	0	45	
PBANKA_0617500	PBANKA_0617500.1	Plasmodium berghei ANKA	PbANKA_06_v3:742,372..743,115(+)	exosome complex component CSL4, putative	PF3D7_0720000	0	44	
PBANKA_0617600	PBANKA_0617600.1	Plasmodium berghei ANKA	PbANKA_06_v3:743,330..744,193(-)	pre-rRNA-processing protein ESF2, putative	PF3D7_0720100	0	45	
PBANKA_0617700	PBANKA_0617700.1	Plasmodium berghei ANKA	PbANKA_06_v3:744,860..745,403(+)	conserved protein, unknown function	PF3D7_0720200	0	46	
PBANKA_0617800	PBANKA_0617800.1	Plasmodium berghei ANKA	PbANKA_06_v3:745,800..746,189(-)	conserved Plasmodium protein, unknown function	PF3D7_0720300	0	45	
PBANKA_0617900	PBANKA_0617900.1	Plasmodium berghei ANKA	PbANKA_06_v3:747,589..749,643(+)	apoptosis-inducing factor, putative	PF3D7_0720400	0	45	
PBANKA_0618000	PBANKA_0618000.1	Plasmodium berghei ANKA	PbANKA_06_v3:750,709..751,650(+)	conserved Plasmodium protein, unknown function	PF3D7_0720500	0	43	
PBANKA_0618100	PBANKA_0618100.1	Plasmodium berghei ANKA	PbANKA_06_v3:751,964..753,595(-)	conserved protein, unknown function	PF3D7_0720600	0	44	
PBANKA_0618300	PBANKA_0618300.1	Plasmodium berghei ANKA	PbANKA_06_v3:763,090..764,619(+)	Ham1-like protein, putative	PF3D7_0720800	0	49	
PBANKA_0618400	PBANKA_0618400.1	Plasmodium berghei ANKA	PbANKA_06_v3:764,832..765,815(+)	tetratricopeptide repeat protein, putative	PF3D7_0720900	0	42	
PBANKA_0618600	PBANKA_0618600.1	Plasmodium berghei ANKA	PbANKA_06_v3:776,995..777,702(+)	conserved protein, unknown function	PF3D7_0721100	0	45	
PBANKA_0618700	PBANKA_0618700.1	Plasmodium berghei ANKA	PbANKA_06_v3:778,518..781,181(-)	conserved Plasmodium protein, unknown function	PF3D7_0721200	0	43	
PBANKA_0618800	PBANKA_0618800.1	Plasmodium berghei ANKA	PbANKA_06_v3:782,317..784,692(+)	ATP-dependent DNA helicase DDX31, putative	PF3D7_0721300	0	45	
PBANKA_0618900	PBANKA_0618900.1	Plasmodium berghei ANKA	PbANKA_06_v3:785,446..786,680(+)	rhoptry protein, putative	PF3D7_0721400	0	45	
PBANKA_0619000	PBANKA_0619000.1	Plasmodium berghei ANKA	PbANKA_06_v3:787,294..789,588(+)	conserved Plasmodium protein, unknown function	PF3D7_0721500	0	34	
PBANKA_0619100	PBANKA_0619100.1	Plasmodium berghei ANKA	PbANKA_06_v3:790,239..791,013(-)	40S ribosomal protein S5, putative	PF3D7_0721600	0	45	
PBANKA_0619200	PBANKA_0619200.1	Plasmodium berghei ANKA	PbANKA_06_v3:793,810..795,249(+)	secreted ookinete protein, putative	PF3D7_0721700	0	45	
PBANKA_0619300	PBANKA_0619300.1	Plasmodium berghei ANKA	PbANKA_06_v3:796,646..797,313(+)	conserved Plasmodium protein, unknown function	PF3D7_0721800	0	45	
PBANKA_0619400	PBANKA_0619400.1	Plasmodium berghei ANKA	PbANKA_06_v3:798,065..798,570(-)	V-type ATPase V0 subunit e, putative	PF3D7_0721900	0	41	
PBANKA_0619600	PBANKA_0619600.1	Plasmodium berghei ANKA	PbANKA_06_v3:801,752..802,909(+)	protein pelota homolog, putative	PF3D7_0722100	0	44	
PBANKA_0619700	PBANKA_0619700.1	Plasmodium berghei ANKA	PbANKA_06_v3:803,907..805,541(+)	rhoptry-associated leucine zipper-like protein 1, putative	PF3D7_0722200	0	45	
PBANKA_0619800	PBANKA_0619800.1	Plasmodium berghei ANKA	PbANKA_06_v3:806,402..809,539(-)	zinc finger protein, putative	PF3D7_0722300	0	44	
PBANKA_0619900	PBANKA_0619900.1	Plasmodium berghei ANKA	PbANKA_06_v3:810,245..811,647(+)	Obg-like ATPase 1, putative	PF3D7_0722400	0	46	
PBANKA_0620000	PBANKA_0620000.1	Plasmodium berghei ANKA	PbANKA_06_v3:812,212..813,218(-)	pre-mRNA-splicing factor CWC15, putative	PF3D7_0722500	0	44	
PBANKA_0620100	PBANKA_0620100.1	Plasmodium berghei ANKA	PbANKA_06_v3:814,232..816,043(-)	U3 small nucleolar RNA-associated protein 7, putative	PF3D7_0722600	0	41	
PBANKA_0620200	PBANKA_0620200.1	Plasmodium berghei ANKA	PbANKA_06_v3:817,081..817,524(+)	conserved protein, unknown function	PF3D7_0722700	0	43	
PBANKA_0620300	PBANKA_0620300.1	Plasmodium berghei ANKA	PbANKA_06_v3:818,314..819,978(+)	conserved protein, unknown function	PF3D7_0722800	0	45	
PBANKA_0620400	PBANKA_0620400.1	Plasmodium berghei ANKA	PbANKA_06_v3:820,361..822,494(-)	conserved protein, unknown function	PF3D7_0722900	0	46	
PBANKA_0620500	PBANKA_0620500.1	Plasmodium berghei ANKA	PbANKA_06_v3:823,342..824,349(-)	tRNAHis guanylyltransferase, putative	PF3D7_0723000	0	45	
PBANKA_0620600	PBANKA_0620600.1	Plasmodium berghei ANKA	PbANKA_06_v3:825,073..826,434(-)	protein CPH1, putative	PF3D7_0723100	0	45	
PBANKA_0620700	PBANKA_0620700.1	Plasmodium berghei ANKA	PbANKA_06_v3:827,241..828,643(+)	conserved Plasmodium protein, unknown function	PF3D7_0723200	0	45	
PBANKA_0620800	PBANKA_0620800.1	Plasmodium berghei ANKA	PbANKA_06_v3:830,151..831,830(+)	conserved protein, unknown function	PF3D7_0723300	0	44	
