Pathways	Pvals	Pathway size	Number of genes found in pathway	FDR	Genes
Dolichol metabolism	0.3027597364153657	10	0	0.6172090379432937	
RNA polymerase I transcribes rRNA	0.3027597364153657	10	0	0.6172090379432937	
Merozoite egress	0.3027597364153657	10	0	0.6172090379432937	
The rab switch and its circuitry	0.3082284936572016	55	2	0.6259409409653941	PBANKA_0808700, PBANKA_1106300
Potential Farnesylated proteins	0.3208651688241676	106	4	0.626501538060864	PBANKA_0518200, PBANKA_1001500, PBANKA_1238200, PBANKA_0918600
Purine metabolism	0.3268904554083284	33	1	0.626501538060864	PBANKA_0908700
Assisted assembly of Sm-class snRNPs	0.32748944034999705	11	0	0.626501538060864	
Arginine and proline metabolism	0.32748944034999705	11	0	0.626501538060864	
Schematic representations of protein S-acyl transferases and their salient protein features	0.32748944034999705	11	0	0.626501538060864	
Working model for recognition of a stalled ribosome by recycling factors	0.32748944034999705	11	0	0.626501538060864	
Mitochondrial disulfide relay system	0.32748944034999705	11	0	0.626501538060864	
CUL3 ubiquitin ligase is regulated by a calcium-dependent co-adaptor	0.32748944034999705	11	0	0.626501538060864	
A Model for Hrd1-Mediated Retrotranslocation in ERAD	0.32748944034999705	11	0	0.626501538060864	
Essential plastid biogenesis genes	0.32748944034999705	11	0	0.626501538060864	
Molecular targets of and mechanisms of resistance to major antimalarial drugs	0.32748944034999705	11	0	0.626501538060864	
The structure of translation initiation factor 3	0.32748944034999705	11	0	0.626501538060864	
Intracellular distribution of phosphoinositides and small GTPases involved in membrane traffic	0.32748944034999705	11	0	0.626501538060864	
Anaphase promoting complex ubiquitin-ligase	0.32748944034999705	11	0	0.626501538060864	
Nuclear architecture	0.32748944034999705	11	0	0.626501538060864	
4-hydroxynonenal-modified proteins	0.32748944034999705	11	0	0.626501538060864	
Protein kinase coding genes	0.3299049973050773	82	3	0.6288441825887393	PBANKA_1460500, PBANKA_0616700, PBANKA_0408200
Mechanisms controlling RBP binding	0.3513479080983073	12	0	0.6449670860608453	
N-glycans biosynthesis	0.3513479080983073	12	0	0.6449670860608453	
Recruitment of the exosome to mRNA substrates	0.3513479080983073	12	0	0.6449670860608453	
Localization and function of some Hsp40s and Hsp70s	0.3513479080983073	12	0	0.6449670860608453	
RNA Channeling in the Exosome-Ski Assembly during mRNA degradation	0.3513479080983073	12	0	0.6449670860608453	
Microtubule organization at the centrosome	0.3513479080983073	12	0	0.6449670860608453	
Lipolytic enzymes	0.3513479080983073	12	0	0.6449670860608453	
gp78 and Hrd1-mediated ERAD pathways	0.3513479080983073	12	0	0.6449670860608453	
Domain structures of the putative lipolytic enzymes	0.3513479080983073	12	0	0.6449670860608453	
Selenocysteine biosynthesis	0.3513479080983073	12	0	0.6449670860608453	
Genes differentially expressed in severe malaria	0.3526091679720994	189	7	0.6449670860608453	PBANKA_1010500, PBANKA_1446900, PBANKA_0418300, PBANKA_1106300, PBANKA_1428800, PBANKA_0920100, PBANKA_1020200
Redox Metabolism	0.35302175733254604	35	1	0.6449670860608453	PBANKA_1422700
The molecular machinery of translational regulation	0.357284238172196	60	2	0.647218840679019	PBANKA_1463500, PBANKA_0806100
Mechanism of Fe�S-protein biogenesis	0.3659596634796505	36	1	0.647218840679019	PBANKA_0821000
Genetic polymorphisms in target-genes at and surrounding resistant linked mutations	0.37436562648873606	13	0	0.647218840679019	
Crosstalk between ubiquitination and SUMOylation	0.37436562648873606	13	0	0.647218840679019	
V-ATPase	0.37436562648873606	13	0	0.647218840679019	
Synergism between SWR1, HIRA and FACT in histone variant exchange	0.37436562648873606	13	0	0.647218840679019	
Model of PfEMP1 export	0.37436562648873606	13	0	0.647218840679019	
G6PD deficiency and malaria	0.37436562648873606	13	0	0.647218840679019	
Schematic depiction of pseudouridylation	0.37436562648873606	13	0	0.647218840679019	
Structure of the nuclear pore	0.37436562648873606	13	0	0.647218840679019	
Terpenoid metabolism	0.37436562648873606	13	0	0.647218840679019	
Subcellular location of exported proteins	0.37436562648873606	13	0	0.647218840679019	
Methyl lysine binding modules readers	0.37436562648873606	13	0	0.647218840679019	
SRP independent translocation of GPI anchored proteins	0.37436562648873606	13	0	0.647218840679019	
Pathway for Cytoplasmic 40S maturation	0.37436562648873606	13	0	0.647218840679019	
Exportome - compiled from various sources	0.3869463806596305	89	3	0.647218840679019	PBANKA_1353300, PBANKA_1238200, PBANKA_1425900
Total palmitome of Plasmodium falciparum	0.38763856961500653	358	13	0.647218840679019	PBANKA_0938500, PBANKA_1446900, PBANKA_1104200, PBANKA_0911300, PBANKA_1419100, PBANKA_1238200, PBANKA_1411100, PBANKA_0714000, PBANKA_1127800, PBANKA_1450300, PBANKA_0710100, PBANKA_0816000, PBANKA_0404800
ATP-dependent chromatin remodeling complexes	0.39152993703369265	38	1	0.647218840679019	PBANKA_0936900
The ubiquitylation machineries of the ER for misfolded secretory proteins	0.39152993703369265	38	1	0.647218840679019	PBANKA_0704100
Phosphatidylethanolamine and phosphatidylserine metabolism	0.39152993703369265	38	1	0.647218840679019	PBANKA_1001500
Organellar distribution of translation components	0.3965720227920142	14	0	0.647218840679019	
Fatty acids elongation in the mitochondrion	0.3965720227920142	14	0	0.647218840679019	
The signalling pathway involved in gametogenesis	0.3965720227920142	14	0	0.647218840679019	
Merozoite protein complexes	0.3965720227920142	14	0	0.647218840679019	
The neddylation pathway	0.3965720227920142	14	0	0.647218840679019	
Folate biosynthesis	0.3965720227920142	14	0	0.647218840679019	
Isoprenoids metabolism	0.3965720227920142	14	0	0.647218840679019	
Histone lysine methylation	0.3965720227920142	14	0	0.647218840679019	
Domains of merozoite surface proteins	0.3965720227920142	14	0	0.647218840679019	
Pathway for Cytoplasmic 60S maturation	0.3965720227920142	14	0	0.647218840679019	
Mitochondrial dynamics: overview of molecular mechanisms	0.3965720227920142	14	0	0.647218840679019	
Generation of polyphosphates	0.3965720227920142	14	0	0.647218840679019	
GARP (Golgi-associated retrograde protein) complex	0.3965720227920142	14	0	0.647218840679019	
O-GlcNAcylated proteins identified by mass spectrometry	0.3965720227920142	14	0	0.647218840679019	
Gene expression affected by lumefantrine	0.3991713779042816	117	4	0.647218840679019	PBANKA_1422700, PBANKA_0808900, PBANKA_0817000, PBANKA_0806300
Potential PKG substrates in  schizonts	0.4041446848520147	39	1	0.647218840679019	PBANKA_1428900
Transfer of polyubiquinated proteins to the 26S proteasome	0.4041446848520147	39	1	0.647218840679019	PBANKA_1359700
Epigenetic switching mechanisms	0.4041446848520147	39	1	0.647218840679019	PBANKA_1343800
Tafenoquine - effect of drug on gene transcription	0.41127707661606683	92	3	0.647218840679019	PBANKA_1218100, PBANKA_0707100, PBANKA_0901400
Initiation of translation	0.41663532591790575	40	1	0.647218840679019	PBANKA_1463500
Proguanil - effect of drug on gene transcription	0.41663532591790575	40	1	0.647218840679019	PBANKA_0516600
Oxidative protein folding in the endoplasmic reticulum	0.41799550127186647	15	0	0.647218840679019	
Vacuole biogenesis and ER proliferation	0.41799550127186647	15	0	0.647218840679019	
ER Sec61 translocon	0.41799550127186647	15	0	0.647218840679019	
Kinetochore�microtubule attachment and kinetochore oscillations	0.41799550127186647	15	0	0.647218840679019	
Maturation of snRNAs requires nuclear and cytoplasmic regulatory steps	0.41799550127186647	15	0	0.647218840679019	
Rab proteins	0.41799550127186647	15	0	0.647218840679019	
Signal recognition particle-mediated targeting of membrane and secretory proteins	0.41799550127186647	15	0	0.647218840679019	
ADP ribosylation factors functions in the secretory pathway	0.41799550127186647	15	0	0.647218840679019	
Glutamate metabolism	0.41799550127186647	15	0	0.647218840679019	
Endosome maturation	0.41799550127186647	15	0	0.647218840679019	
Nuclear export of tRNA	0.41799550127186647	15	0	0.647218840679019	
RNA Degradation Factors	0.42899483790140336	41	1	0.6506020131181534	PBANKA_0806100
Doxycycline - effect of drug on gene transcription	0.42899483790140336	41	1	0.6506020131181534	PBANKA_1236400
Mechanism of ubiquitin transfer	0.4386634785417852	16	0	0.6506020131181534	
Activation of the calcium and cAMP signaling pathway by melatonin	0.4386634785417852	16	0	0.6506020131181534	
Protein arginine methylation	0.4386634785417852	16	0	0.6506020131181534	
Regulated splicing through controlling the assembly of the core splicing machinery	0.4386634785417852	16	0	0.6506020131181534	
Glycosylphosphatidylinositol (GPI) anchor biosynthesis	0.4386634785417852	16	0	0.6506020131181534	
Mitochondrial copper transport pathways to cytochrome C oxidase subunits	0.4386634785417852	16	0	0.6506020131181534	
Biogenesis and functions of mitochondrial cytochrome c	0.4386634785417852	16	0	0.6506020131181534	
Mechanisms of alternative splicing regulation at the transition from exon definition to intron definition	0.4386634785417852	16	0	0.6506020131181534	
Maturation of cytosolic and nuclear Fe-S proteins	0.4386634785417852	16	0	0.6506020131181534	
Pre-ribosomal particles along the 40S assembly pathway	0.4386634785417852	16	0	0.6506020131181534	
Chaperone-mediated modulation of nucleosome-histone interactions	0.4386634785417852	16	0	0.6506020131181534	
Models for ubiquitin (Ub) chain amputation and trimming in regulating proteasomal degradation	0.4386634785417852	16	0	0.6506020131181534	
The different RNA export pathways	0.4386634785417852	16	0	0.6506020131181534	
Isocryptolepine - effect of drug on gene transcription	0.45135876058720303	97	3	0.667555813977712	PBANKA_0808900, PBANKA_0104600, PBANKA_0313800
Proteins of erythrocyte-derived microvesicles	0.4586024176302216	17	0	0.6763745153875894	
Proteasome-mediated degradation of non-native ER proteins	0.46522582850602445	44	1	0.68423185919549	PBANKA_0704100
Functions of the ER�Mitochondrial contacts	0.47700295826160044	45	1	0.6912284673789054	PBANKA_0936900
SNAREs are traffic-specific	0.47783786097215997	18	0	0.6912284673789054	
Porphyrin metabolism	0.47783786097215997	18	0	0.6912284673789054	
A model for UbpX function in the regulation of PCNA deubiquitylation	0.47783786097215997	18	0	0.6912284673789054	
Molecular model of vesicle exocytosis	0.47783786097215997	18	0	0.6912284673789054	
Translocon of exported proteins (PTEX)	0.47783786097215997	18	0	0.6912284673789054	
Exported proteins of Plasmodium falciparum with confirmed location	0.4963944621682279	19	0	0.710288010907383	
Sphingomyelin and ceramide metabolism	0.4963944621682279	19	0	0.710288010907383	
Cleavage and polyadenylation of pre-mRNA	0.4963944621682279	19	0	0.710288010907383	
Ribosome-associated protein quality control	0.4963944621682279	19	0	0.710288010907383	
Merozoite ligands, their erythrocyte receptors	0.514296016704718	20	0	0.7299685398389546	
Cooperation and competition of splicing factors in regulated splicing	0.514296016704718	20	0	0.7299685398389546	
Exon definition during the earliest stages of spliceosome assembly	0.514296016704718	20	0	0.7299685398389546	
Co-translational capturing of selected ribosomal proteins by their dedicated chaperones	0.5315654916684731	21	0	0.7412325570184239	
Biosynthesis of Fe-S proteins in the apicoplast	0.5315654916684731	21	0	0.7412325570184239	
Effect of different motors on spindle length	0.5315654916684731	21	0	0.7412325570184239	
Distinct H3/H4 � histone chaperone complexes are marked by specific H3/H4 posttranslational modifications	0.5315654916684731	21	0	0.7412325570184239	
Resistance to experimental antimalarials generated in vitro	0.5315654916684731	21	0	0.7412325570184239	
Rab and other proteins involved in intracellular traffic	0.5315654916684731	21	0	0.7412325570184239	
Putative organization of the kinetochore	0.533462825126896	50	1	0.7412325570184239	PBANKA_0616700
tRNA modifications	0.533462825126896	50	1	0.7412325570184239	PBANKA_1404800
Chromatin-associated protein degradation (CAD) regulated by CDC48�Ufd1�Npl4	0.5482250543241518	22	0	0.7422123812388517	
Model of the Ube2w/CHIP/Ataxin-3 Ubiquitination Cycle	0.5482250543241518	22	0	0.7422123812388517	
In vitro resistance to experimental antimalarials	0.5482250543241518	22	0	0.7422123812388517	
Candidate genes related to virulence	0.5482250543241518	22	0	0.7422123812388517	
Methionine and Polyamine metabolism	0.5482250543241518	22	0	0.7422123812388517	
Protein factors in pre-mRNA 3�-end processing	0.5482250543241518	22	0	0.7422123812388517	
SCF (Skp1-Cullin-F-box) ubiquitin-ligase	0.5482250543241518	22	0	0.7422123812388517	
Pyrimidine metabolism	0.5482250543241518	22	0	0.7422123812388517	
Replication in prokaryotes � a model for apicoplast and mitochondion DNA replication	0.5482250543241518	22	0	0.7422123812388517	
Classical COPII-mediated vesicular transport	0.5482250543241518	22	0	0.7422123812388517	
Methotrexate - effect of drug on gene transcription	0.5548641052416996	52	1	0.7467376960042642	PBANKA_0414900
Protein kinase G-dependent phosphorylation in schizonts	0.5548641052416996	52	1	0.7467376960042642	PBANKA_1428900
Repetitive sequences in�P. falciparum�proteins	0.5642960998214043	23	0	0.7467376960042642	
RNA polymerase III transcribes tRNA and 5S rRNA	0.5642960998214043	23	0	0.7467376960042642	
Assembly and recycling of spliceosome components with respect to Prp8	0.5642960998214043	23	0	0.7467376960042642	
Architecture, Dynamic Formation, and Processing of the 90S Pre-ribosome during Early Ribosome Biogenesis	0.5642960998214043	23	0	0.7467376960042642	
Hemoglobin digestion	0.5642960998214043	23	0	0.7467376960042642	
Centriole proteins	0.5642960998214043	23	0	0.7467376960042642	
Mechanisms of alternative splicing by splice site selection	0.5642960998214043	23	0	0.7467376960042642	
Atovaquone - effect of drug on gene transcription	0.5767183858815992	84	2	0.7577574720887614	PBANKA_1305600, PBANKA_1446900
pH regulation in the parasite cytosol	0.5797992778860978	24	0	0.7577574720887614	
Model for import of lumenal apicoplast proteins via the secretory system	0.5797992778860978	24	0	0.7577574720887614	
A model for global single-strand break (SSB) repair	0.5797992778860978	24	0	0.7577574720887614	
Effects of small metabolites on gene expression	0.5797992778860978	24	0	0.7577574720887614	
Non-redundant malarial structures in the Protein Data Bank (PDB)	0.5856565937442423	55	1	0.7622096743383653	PBANKA_1422700
Essential genes of parasitic apicomplexa - P. falciparum	0.5881600661896537	838	28	0.7622096743383653	PBANKA_0605100, PBANKA_1010500, PBANKA_1446900, PBANKA_0711200, PBANKA_1236400, PBANKA_1419100, PBANKA_1210000, PBANKA_0830400, PBANKA_1232400, PBANKA_0932600, PBANKA_0906200, PBANKA_0817000, PBANKA_1436600, PBANKA_1323200, PBANKA_1404800, PBANKA_0806300, PBANKA_0408200, PBANKA_0516600, PBANKA_1358900, PBANKA_0501700, PBANKA_0616700, PBANKA_1241200, PBANKA_0408400, PBANKA_1120400, PBANKA_0104600, PBANKA_1343800, PBANKA_0710100, PBANKA_1020200
General roles of deubiquitinases	0.5947545186125123	25	0	0.7622096743383653	
Biogenesis of cytochrome oxidase	0.5947545186125123	25	0	0.7622096743383653	
Rhoptry neck and bulb proteins during and after invasion	0.5947545186125123	25	0	0.7622096743383653	
Genomic landscape of splicing regulators	0.5947545186125123	25	0	0.7622096743383653	
Thioredoxin, Glutaredoxin and Peroxiredoxin	0.5947545186125123	25	0	0.7622096743383653	
N-myristoylation, S-palmitoylation and prenylation of proteins	0.5947545186125123	25	0	0.7622096743383653	
Essential Exportome PEXEL-ome and PNEP-ome	0.6086633369468188	88	2	0.7676553658659352	PBANKA_1238200, PBANKA_0703300
Carbonylated proteins at erythrocytic stages	0.6091810573822478	26	0	0.7676553658659352	
Redox-proteome changes induced by chloroquine across the intraerythrocytic stages of�P. falciparum�Dd2	0.6091810573822478	26	0	0.7676553658659352	
Subcellular location of adaptor proteins	0.6091810573822478	26	0	0.7676553658659352	
ERAD pathway in yeast	0.6091810573822478	26	0	0.7676553658659352	
Replication-coupled disassembly and reassembly of nucleosomes	0.6091810573822478	26	0	0.7676553658659352	
The structures of RNA polymerases	0.6091810573822478	26	0	0.7676553658659352	
Pre-replicative complex formation and transition to replication	0.6230974589012173	27	0	0.7796100907579212	
Proteins involved in steps during passage through prophase	0.6230974589012173	27	0	0.7796100907579212	
Possible paths for apoptosis	0.6230974589012173	27	0	0.7796100907579212	
Transcription related proteins encoding genes	0.6254421404164316	151	4	0.7806937355552622	PBANKA_1428900, PBANKA_1343800, PBANKA_0806100, PBANKA_1134900
Genes whose expression is highly positively or negatively correlated with pfcrt or pfmdr1	0.6270726879021986	121	3	0.7808829698404738	PBANKA_1419100, PBANKA_0408400, PBANKA_0418300
Role of histone exchange in transcription elongation	0.6365216404284118	28	0	0.7852416498743024	
Assembly factors and their roles in quality control during ribosome maturation	0.6365216404284118	28	0	0.7852416498743024	
Transcription and processing of snRNAs	0.6365216404284118	28	0	0.7852416498743024	
U6 snRNP role in pre-mRNA splicing	0.6365216404284118	28	0	0.7852416498743024	
Protein biosynthesis	0.642478385606758	61	1	0.7907426284390867	PBANKA_0930400
The 35 most abundant proteins	0.6494708942076215	29	0	0.7956395177299864	
Spliceosome dynamics during the catalytic steps	0.6494708942076215	29	0	0.7956395177299864	
Import of proteins into the mitochondrion	0.6619619091153368	30	0	0.8053361474951563	
Fatty acid synthesis in the apicoplast	0.6619619091153368	30	0	0.8053361474951563	
mRNA degradation	0.6619619091153368	30	0	0.8053361474951563	
Structure and processing of pre rRNA	0.6740107915600387	31	0	0.8143654415187653	
Regulators of alternative splicing	0.6740107915600387	31	0	0.8143654415187653	
Classical COPI-mediated vesicular transport	0.6740107915600387	31	0	0.8143654415187653	
Helicases	0.6850296981389898	66	1	0.8227597028379169	PBANKA_0618800
Interactions of HDAC1 with other proteins	0.6856330856982641	32	0	0.8227597028379169	
Schematic representation of the spliceosome pathway in yeast	0.6856330856982641	32	0	0.8227597028379169	
Proteins interacting with histone deacetylase	0.6968437928949913	33	0	0.828679105064314	
Protein-Protein Interactions between Human Erythrocytes and Plasmodium falciparum	0.6968437928949913	33	0	0.828679105064314	
Prenylated proteins	0.6968437928949913	33	0	0.828679105064314	
Components of exosomes	0.6968437928949913	33	0	0.828679105064314	
Centrosome proteins	0.7011075575552117	101	2	0.8318759334587681	PBANKA_0408200, PBANKA_1358900
Iron-containing proteins	0.7137643511727856	103	2	0.8449945682045533	PBANKA_1428800, PBANKA_1422700
Translation in prokaryotes � a template for apicoplast and mitochondrion	0.7160324220704805	70	1	0.8453688267032236	PBANKA_0930400
Pre-ribosomal particles along the 60S assembly pathway	0.7180878503732278	35	0	0.8453688267032236	
Proteins with ATPase activity	0.7188837181624003	444	13	0.8453688267032236	PBANKA_1359700, PBANKA_0938500, PBANKA_1010500, PBANKA_1446900, PBANKA_1104200, PBANKA_0910200, PBANKA_0803600, PBANKA_1422700, PBANKA_1116300, PBANKA_1450300, PBANKA_0919900, PBANKA_0920100, PBANKA_0936900
Chaperones associate with proteins in various iRBC locations	0.7281486557140031	36	0	0.85058073056857	
Parasite proteins co-exported  with Hsp70x	0.7281486557140031	36	0	0.85058073056857	
Approved drugs with anti-malarial activity and their possible targets	0.7281486557140031	36	0	0.85058073056857	
Transcription associated proteins implicated in the transcriptional machinery	0.7369260505353753	172	4	0.8543558953597904	PBANKA_1428900, PBANKA_1343800, PBANKA_0806100, PBANKA_1134900
The acidocalcisome	0.737852818719819	37	0	0.8543558953597904	
Large Tethering Complexes that Act in the Secretory and Endocytic Pathways	0.737852818719819	37	0	0.8543558953597904	
Localization of aminoacyl-tRNA ligases in the three protein translational compartments	0.737852818719819	37	0	0.8543558953597904	
Transcriptional mediator complex	0.7472128966054213	38	0	0.8595390183173475	
Nucleosome assembly and regulation	0.7472128966054213	38	0	0.8595390183173475	
Location of lipid raft-associated proteins	0.7472128966054213	38	0	0.8595390183173475	
Alternative splicing events confirmed by RNA-Seq	0.7511690945377836	75	1	0.861179083979954	PBANKA_1001500
Cell cycle compartment assocation between P. falciparum cell cycle perturbed transcriptomes	0.7551895428290417	176	4	0.861179083979954	PBANKA_0717500, PBANKA_0104600, PBANKA_1226800, PBANKA_1422700
Genes coding for apicoplast ribosome subunits	0.7562410074390139	39	0	0.861179083979954	
Transporters of the ER/Golgi and digestive vacuole membranes	0.7562410074390139	39	0	0.861179083979954	
Phosphopoteome - Wu et al, 2009	0.7603083116928404	111	2	0.861179083979954	PBANKA_0919900, PBANKA_0717500
Genes for which expression is significantly correlated with coma score	0.7604114889768123	304	8	0.861179083979954	PBANKA_0408200, PBANKA_1463500, PBANKA_0803600, PBANKA_1422700, PBANKA_1116300, PBANKA_0621400, PBANKA_0806100, PBANKA_1353300
Single Gene/enzyme deletions predicted to cause impairment of metabolic networks	0.7639643351259229	178	4	0.861179083979954	PBANKA_0621800, PBANKA_0816000, PBANKA_0817000, PBANKA_1411100
Classical clathrin-mediated vesicular transport	0.7649488454291637	40	0	0.861179083979954	
Geldanamycin - effect of drug on gene transcription	0.7649488454291637	40	0	0.861179083979954	
mRNA-binding proteins in trophozoite and schizonts	0.7649488454291637	40	0	0.861179083979954	
Lysine acetylated proteins	0.772158269683582	673	20	0.8669375441297138	PBANKA_1463500, PBANKA_1104200, PBANKA_1419100, PBANKA_1460500, PBANKA_0518200, PBANKA_0806300, PBANKA_1218100, PBANKA_0408200, PBANKA_0516600, PBANKA_0704100, PBANKA_1450300, PBANKA_1428900, PBANKA_0717500, PBANKA_0918600, PBANKA_0910200, PBANKA_1238200, PBANKA_0104600, PBANKA_0808900, PBANKA_0710100, PBANKA_1226800
Putative flagellar proteins	0.7733476956157106	41	0	0.8669375441297138	
Transporters of the plasma membrane	0.7765450725225329	79	1	0.8686775387540199	PBANKA_0806300
DNA Replication	0.7967973277313267	44	0	0.8875717068399589	
Parasite encoded proteins associated with the membrane of infected erythrocytes	0.7967973277313267	44	0	0.8875717068399589	
Proteasome-mediated proteolysis of ubiquinated proteins	0.7996463079150173	83	1	0.8888700012192192	PBANKA_0704100
Chloroquine - effect of drug on gene transcription	0.8050835743064053	84	1	0.8930338807432395	PBANKA_0418300
Top ranked surface exposed proteins	0.8070059218471014	155	3	0.8932895738684896	PBANKA_1450300, PBANKA_0518200, PBANKA_0938500
Enzymes involved in glycerophospholipid synthesis	0.8110752163778199	46	0	0.8959157201830312	
Important interacting proteins	0.8149743043899789	157	3	0.8971257703500156	PBANKA_0808700, PBANKA_0910200, PBANKA_0313800
Interactome of the Ser/Thr Protein Phosphatase type 1	0.8155688821363778	86	1	0.8971257703500156	PBANKA_1226800
Modification of proteins by adenylylation and ADP-ribosylation	0.8243563578513402	48	0	0.9049067711964816	
S-Glutathionylated proteins	0.8332660099859155	328	8	0.9108924086133489	PBANKA_1111800, PBANKA_1446900, PBANKA_0910200, PBANKA_1411100, PBANKA_1422700, PBANKA_0518200, PBANKA_1450300, PBANKA_0710100
Genes up and down regulated in response to ER stress	0.8350483136058012	90	1	0.9108924086133489	PBANKA_1436600
RNA polymerase II transcribes mRNA	0.836709882911883	50	0	0.9108924086133489	
Proteins targeted by the thioredoxin superfamily enzymes	0.836709882911883	50	0	0.9108924086133489	
Peptidases and proteases	0.8390329598047537	128	2	0.9115419810224484	PBANKA_1305600, PBANKA_1001500
Structure of the mitotic centrosome	0.8425590811383995	51	0	0.9134932132260265	
Maturation and export of 60S and 40S ribosomal subunits	0.8526635008446357	94	1	0.9225539517335404	PBANKA_0910200
Genes encoding ubiquitin-related reactions	0.8608176823335358	96	1	0.9294718533171921	PBANKA_0704100
Functional annotation of merozoite invasion-related proteins	0.8639469412297243	55	0	0.9309469081006009	
Regulation of spindle microtubule dynamics	0.868826552801574	56	0	0.9310574411119563	
Genes coding for mitochondrial ribosome subunits	0.868826552801574	56	0	0.9310574411119563	
Functional orthologs of known cell cycle proteins in E. coli	0.8693396183109744	408	10	0.9310574411119563	PBANKA_0808700, PBANKA_0918600, PBANKA_1463500, PBANKA_0910200, PBANKA_1238200, PBANKA_1428800, PBANKA_0621400, PBANKA_0808900, PBANKA_1450300, PBANKA_1226800
Genes coding for components of the proteasome degradation machinery & their timed transcription	0.8759078804813742	100	1	0.9361930382472988	PBANKA_0704100
Highest expressed genes based on mRNA abundance	0.8802910209040741	140	2	0.9389770889643457	PBANKA_0936900, PBANKA_1010500
Interactome of cytosolic 2-Cys peroxiredoxin	0.8828782285878749	102	1	0.9398381143032216	PBANKA_0910200
Subcellular localization of proteins involved in invasion	0.8866670613661183	60	0	0.9419722503044476	
Kinetochores power chromosome movements in mitosis	0.8907368726290714	61	0	0.9425031437838671	
Gene gating and mRNA export	0.8907368726290714	61	0	0.9425031437838671	
SNAREs and their accessories	0.8946615147691218	62	0	0.9447625595961926	
P. falciparum proteins with no orthologs in H. sapiens	0.9075489894428517	1816	56	0.9548304440380168	PBANKA_1312600, PBANKA_0717200, PBANKA_0824500, PBANKA_1005300, PBANKA_0711200, PBANKA_1404400, PBANKA_1459800, PBANKA_0407300, PBANKA_1210000, PBANKA_0709900, PBANKA_0830400, PBANKA_1024800, PBANKA_0621400, PBANKA_1026000, PBANKA_0816000, PBANKA_0603300, PBANKA_0413500, PBANKA_0932600, PBANKA_0906200, PBANKA_1124600, PBANKA_0715400, PBANKA_1359700, PBANKA_1425900, PBANKA_0505300, PBANKA_1436600, PBANKA_0416400, PBANKA_0901400, PBANKA_1404800, PBANKA_0409800, PBANKA_1003500, PBANKA_0405000, PBANKA_0919900, PBANKA_0907800, PBANKA_1134900, PBANKA_0109600, PBANKA_1316900, PBANKA_1218100, PBANKA_1216300, PBANKA_0908700, PBANKA_1358900, PBANKA_0835100, PBANKA_1437800, PBANKA_1225500, PBANKA_0931000, PBANKA_1120100, PBANKA_1435200, PBANKA_0703300, PBANKA_0405900, PBANKA_1138600, PBANKA_0901800, PBANKA_1241200, PBANKA_0408400, PBANKA_1120400, PBANKA_0707100, PBANKA_1121000, PBANKA_1005000
Genes coding for components involved in ribosome assembly	0.9096206692256107	151	2	0.9548304440380168	PBANKA_0618800, PBANKA_0910200
Network analysis of drCDC-UNK proteins and their potential protein interactions	0.9096206692256107	151	2	0.9548304440380168	PBANKA_0618800, PBANKA_0717500
Organellar ribosomal proteins	0.921413292095059	70	0	0.9652901155281569	
Transcripts translationally regulated in asexual blood stages	0.9324021429666056	275	5	0.9719147183363438	PBANKA_1010500, PBANKA_1238200, PBANKA_1411100, PBANKA_1422700, PBANKA_0936900
Transcriptomic and metabolic alterations in fosmidomycin-treated parasite	0.9345825383673505	75	0	0.9719147183363438	
Established and putative Maurer�s clefts proteins	0.9369405144568163	76	0	0.9719147183363438	
PfWDR genes	0.9369405144568163	76	0	0.9719147183363438	
Protein composition of affinity-purified exon and B-like complexes	0.9369405144568163	76	0	0.9719147183363438	
Splicing and non-sense-mediated decay factors	0.9475225085314515	81	0	0.9809644794207968	
Genes coding for protein traffic related proteins	0.9512433785530963	83	0	0.9828894400705183	
Proteins released from infected cells during rupture	0.9536740222834287	176	2	0.9834763354797857	PBANKA_0910200, PBANKA_0313800
Interactome of mitochondrial 2-Cys peroxiredoxin	0.9564440530063022	135	1	0.9844102533866035	PBANKA_0714000
Ribosomal structure	0.9594385473159804	88	0	0.9855711147526024	
Plasmodium ubiquitin-protein conjugates	0.9623617352250434	514	11	0.9866543615511125	PBANKA_1010500, PBANKA_0711200, PBANKA_0910200, PBANKA_1238200, PBANKA_1422700, PBANKA_1127800, PBANKA_0704100, PBANKA_0418300, PBANKA_0920100, PBANKA_0816000, PBANKA_1001500
Protein-protein associations involving proteases	0.9708607086846966	761	18	0.9921919880516185	PBANKA_0938500, PBANKA_0313800, PBANKA_1010500, PBANKA_1446900, PBANKA_1104200, PBANKA_1419100, PBANKA_0418300, PBANKA_1422700, PBANKA_0714000, PBANKA_1127800, PBANKA_1411100, PBANKA_1428800, PBANKA_0501700, PBANKA_0808900, PBANKA_1450300, PBANKA_1232400, PBANKA_0518200, PBANKA_1226800
Nuclear genes with apicoplast signal sequences	0.9715213216338764	275	4	0.9921919880516185	PBANKA_1446900, PBANKA_0806100, PBANKA_1238200, PBANKA_1422700
Co-inhibition of S-adenosylmethionine decarboxylase/ornithine decarboxylase effect on gene expression	0.9737690806329212	317	5	0.9925648504116252	PBANKA_0930400, PBANKA_1419100, PBANKA_1238200, PBANKA_0714000, PBANKA_1305600
Post-translational modifications - 2- hydroxyisobutyrylation, acetylation and crotonylation	0.976860089532521	243	3	0.9925648504116252	PBANKA_0808700, PBANKA_0901800, PBANKA_1010500
Splicing of pre-mRNA	0.9775259890417521	104	0	0.9925648504116252	
