Pathways	Pvals	Pathway size	Number of genes found in pathway	FDR	Genes
Assembly and recycling of spliceosome components with respect to Prp8	0.1423034177103174	23	0	0.22907379436294997	
Hemoglobin digestion	0.1423034177103174	23	0	0.22907379436294997	
Pellicle formation in the merozoite	0.1423034177103174	23	0	0.22907379436294997	
Centriole proteins	0.1423034177103174	23	0	0.22907379436294997	
Repetitive sequences in�P. falciparum�proteins	0.1423034177103174	23	0	0.22907379436294997	
F0F1-ATPase	0.14802563359522491	24	0	0.2333060732485933	
A model for global single-strand break (SSB) repair	0.14802563359522491	24	0	0.2333060732485933	
Model for import of lumenal apicoplast proteins via the secretory system	0.14802563359522491	24	0	0.2333060732485933	
Inositol Phosphate metabolism	0.14802563359522491	24	0	0.2333060732485933	
Tubulin and microtubules	0.14802563359522491	24	0	0.2333060732485933	
pH regulation in the parasite cytosol	0.14802563359522491	24	0	0.2333060732485933	
Effects of small metabolites on gene expression	0.14802563359522491	24	0	0.2333060732485933	
Splicing of pre-mRNA	0.1504939439201336	104	1	0.23524478018209696	PBANKA_0811100
General roles of deubiquitinases	0.15371107795989292	25	0	0.23524478018209696	
Organellar ribosome assembly proteins  and their predicted targeting	0.15371107795989292	25	0	0.23524478018209696	
Rhoptry neck and bulb proteins during and after invasion	0.15371107795989292	25	0	0.23524478018209696	
Putative SUMO substrates	0.15371107795989292	25	0	0.23524478018209696	
N-myristoylation, S-palmitoylation and prenylation of proteins	0.15371107795989292	25	0	0.23524478018209696	
Biogenesis of cytochrome oxidase	0.15371107795989292	25	0	0.23524478018209696	
Histone chaperones	0.15371107795989292	25	0	0.23524478018209696	
Thioredoxin, Glutaredoxin and Peroxiredoxin	0.15371107795989292	25	0	0.23524478018209696	
Hsp70 machinery interacts with J-domains	0.15371107795989292	25	0	0.23524478018209696	
Replication-coupled disassembly and reassembly of nucleosomes	0.15935997806219482	26	0	0.23972099264056657	
Carbonylated proteins at erythrocytic stages	0.15935997806219482	26	0	0.23972099264056657	
Redox-proteome changes induced by chloroquine across the intraerythrocytic stages of�P. falciparum�Dd2	0.15935997806219482	26	0	0.23972099264056657	
ERAD pathway in yeast	0.15935997806219482	26	0	0.23972099264056657	
The structures of RNA polymerases	0.15935997806219482	26	0	0.23972099264056657	
Subcellular location of adaptor proteins	0.15935997806219482	26	0	0.23972099264056657	
The ATG autophagic pathway	0.16497255981397052	27	0	0.24399302964083033	
Possible paths for apoptosis	0.16497255981397052	27	0	0.24399302964083033	
Compartmentation of redox metabolism	0.16497255981397052	27	0	0.24399302964083033	
The homeostasis of Ca2+ in malaria parasites	0.16497255981397052	27	0	0.24399302964083033	
Pre-replicative complex formation and transition to replication	0.16497255981397052	27	0	0.24399302964083033	
Base excision repair of AP sites	0.16497255981397052	27	0	0.24399302964083033	
Histone acetylation	0.170549047785594	28	0	0.24738982755712532	
Transcription and processing of snRNAs	0.170549047785594	28	0	0.24738982755712532	
Role of histone exchange in transcription elongation	0.170549047785594	28	0	0.24738982755712532	
HP1 enrichment values	0.170549047785594	28	0	0.24738982755712532	
Characteristics of Plasmodium falciparum export proteins that remodel infected erythrocyte	0.170549047785594	28	0	0.24738982755712532	
Assembly factors and their roles in quality control during ribosome maturation	0.170549047785594	28	0	0.24738982755712532	
U6 snRNP role in pre-mRNA splicing	0.170549047785594	28	0	0.24738982755712532	
Sulfenylated proteins  identified  by  mass  spectrometry	0.17398478292774056	114	1	0.2492636547965711	PBANKA_1110500
Signaling machinery in malaria parasites	0.17608966522560798	29	0	0.2492636547965711	
The 35 most abundant proteins	0.17608966522560798	29	0	0.2492636547965711	
Gametocyte IMC and plate formation	0.17608966522560798	29	0	0.2492636547965711	
Spliceosome dynamics during the catalytic steps	0.17608966522560798	29	0	0.2492636547965711	
Enzymes involved in vthe metabolism of various sugar derivatives	0.17608966522560798	29	0	0.2492636547965711	
Proteins and complexes that are involved in protein transport into the endoplasmic reticulum	0.17608966522560798	29	0	0.2492636547965711	
Posttranslational translocation in eukaryotes	0.17608966522560798	29	0	0.2492636547965711	
Parasite proteins that form complexes with natural products	0.17608966522560798	29	0	0.2492636547965711	
Predicted protein-protein interactions of plausible stress helicases	0.1787593001877812	116	1	0.2523660708533381	PBANKA_0811100
Mitochondrial TCA cycle	0.18159463406495036	30	0	0.25298671975275405	
Import of proteins into the mitochondrion	0.18159463406495036	30	0	0.25298671975275405	
Chromatin modifying proteins	0.18159463406495036	30	0	0.25298671975275405	
Fatty acid synthesis in the apicoplast	0.18159463406495036	30	0	0.25298671975275405	
Nucleotide excision repair	0.18159463406495036	30	0	0.25298671975275405	
Drug targets	0.18355598007770313	118	1	0.25504620389744015	PBANKA_1362100
DNA mismatch repair system	0.18706417486803084	31	0	0.25521933935483276	
Classical COPI-mediated vesicular transport	0.18706417486803084	31	0	0.25521933935483276	
Model of RNA Pol II biogenesis	0.18706417486803084	31	0	0.25521933935483276	
Structure and processing of pre rRNA	0.18706417486803084	31	0	0.25521933935483276	
Glycolysis	0.18706417486803084	31	0	0.25521933935483276	
Flavin-dependent and - containing enzymes	0.18706417486803084	31	0	0.25521933935483276	
Utilization of phospholipids	0.18706417486803084	31	0	0.25521933935483276	
Interactions of HDAC1 with other proteins	0.19249850695935	32	0	0.2606133632680431	
Genes coding for Fe-S containing proteins	0.19249850695935	32	0	0.2606133632680431	
Schematic representation of the spliceosome pathway in yeast	0.19249850695935	32	0	0.2606133632680431	
Organization of chaperone pathways in the cytosol	0.19789784828270807	33	0	0.26319915338355127	
Protein-Protein Interactions between Human Erythrocytes and Plasmodium falciparum	0.19789784828270807	33	0	0.26319915338355127	
Components of exosomes	0.19789784828270807	33	0	0.26319915338355127	
LysoPC depletion induces gene activity	0.19789784828270807	33	0	0.26319915338355127	
Purine metabolism	0.19789784828270807	33	0	0.26319915338355127	
Proteins interacting with histone deacetylase	0.19789784828270807	33	0	0.26319915338355127	
Prenylated proteins	0.19789784828270807	33	0	0.26319915338355127	
Genes coding for transport proteins	0.20537982877025507	127	1	0.27246369243893137	PBANKA_1422100
Pre-ribosomal particles along the 60S assembly pathway	0.2085924241847682	35	0	0.275341999923894	
Redox Metabolism	0.2085924241847682	35	0	0.275341999923894	
Mechanism of Fe�S-protein biogenesis	0.21388808825765215	36	0	0.2795369074258424	
Approved drugs with anti-malarial activity and their possible targets	0.21388808825765215	36	0	0.2795369074258424	
Parasite proteins co-exported  with Hsp70x	0.21388808825765215	36	0	0.2795369074258424	
Chaperones associate with proteins in various iRBC locations	0.21388808825765215	36	0	0.2795369074258424	
Localization of aminoacyl-tRNA ligases in the three protein translational compartments	0.21914962063565513	37	0	0.28360539141084784	
Proteins with conserved phosphatase related superfamily domains	0.21914962063565513	37	0	0.28360539141084784	
The acidocalcisome	0.21914962063565513	37	0	0.28360539141084784	
Large Tethering Complexes that Act in the Secretory and Endocytic Pathways	0.21914962063565513	37	0	0.28360539141084784	
The ubiquitylation machineries of the ER for misfolded secretory proteins	0.22437723289518585	38	0	0.28547272040640514	
Location of lipid raft-associated proteins	0.22437723289518585	38	0	0.28547272040640514	
Nucleosome assembly and regulation	0.22437723289518585	38	0	0.28547272040640514	
Phosphatidylethanolamine and phosphatidylserine metabolism	0.22437723289518585	38	0	0.28547272040640514	
Transcriptional mediator complex	0.22437723289518585	38	0	0.28547272040640514	
ATP-dependent chromatin remodeling complexes	0.22437723289518585	38	0	0.28547272040640514	
Hsp90-associated multiprotein complex (R2TP-Hsp90 complex)	0.22437723289518585	38	0	0.28547272040640514	
Potential PKG substrates in  schizonts	0.22957113535281592	39	0	0.2892925046928086	
Epigenetic switching mechanisms	0.22957113535281592	39	0	0.2892925046928086	
Genes coding for apicoplast ribosome subunits	0.22957113535281592	39	0	0.2892925046928086	
Transporters of the ER/Golgi and digestive vacuole membranes	0.22957113535281592	39	0	0.2892925046928086	
Effect of hyperoxia on gene expression	0.23245918330386783	138	1	0.2916194154757872	PBANKA_0616700
mRNA-binding proteins in trophozoite and schizonts	0.2347315370780484	40	0	0.2916194154757872	
Classical clathrin-mediated vesicular transport	0.2347315370780484	40	0	0.2916194154757872	
Initiation of translation	0.2347315370780484	40	0	0.2916194154757872	
Geldanamycin - effect of drug on gene transcription	0.2347315370780484	40	0	0.2916194154757872	
Proguanil - effect of drug on gene transcription	0.2347315370780484	40	0	0.2916194154757872	
Highest expressed genes based on mRNA abundance	0.23741686107932614	140	1	0.29426315176029155	PBANKA_1110500
Putative flagellar proteins	0.23985864588370076	41	0	0.2959003855761542	
Doxycycline - effect of drug on gene transcription	0.23985864588370076	41	0	0.2959003855761542	
Proteins predicted to be involved in cell cycle regulatory network	0.25001380986635147	43	0	0.3077093044508941	
Chaperone network and protein quality control of the mitochondrion	0.2550422745054094	44	0	0.3102818454812354	
Parasite encoded proteins associated with the membrane of infected erythrocytes	0.2550422745054094	44	0	0.3102818454812354	
DNA Replication	0.2550422745054094	44	0	0.3102818454812354	
Proteasome-mediated degradation of non-native ER proteins	0.2550422745054094	44	0	0.3102818454812354	
Mitochondrial electron flow	0.2550422745054094	44	0	0.3102818454812354	
Genes encoding respiratory chain proteins	0.26003826521773954	45	0	0.31418810991983176	
Functions of the ER�Mitochondrial contacts	0.26003826521773954	45	0	0.31418810991983176	
Methyl�Methanesulfonate  - effect of drug on gene transcription	0.26003826521773954	45	0	0.31418810991983176	
Genes coding for components involved in ribosome assembly	0.26479668226009	151	1	0.317281286584192	PBANKA_0811100
Network analysis of drCDC-UNK proteins and their potential protein interactions	0.26479668226009	151	1	0.317281286584192	PBANKA_0805900
ER-to Golgi, translocation and quality control	0.26500198368111494	46	0	0.317281286584192	
Enzymes involved in glycerophospholipid synthesis	0.26500198368111494	46	0	0.317281286584192	
Components of the linear motor responsible for merozoite motility in invasion	0.26993363041298957	47	0	0.3224546535250192	
Modification of proteins by adenylylation and ADP-ribosylation	0.27483340471000106	48	0	0.32756667649408705	
IMC (inner membrane complex) proteins	0.27970150467397337	49	0	0.33121052394576533	
Myristoylated proteins	0.27970150467397337	49	0	0.33121052394576533	
Important interacting proteins	0.2797725259087336	157	1	0.33121052394576533	PBANKA_1110500
Lysine acetylated proteins	0.2814826591576556	673	5	0.33248958397145895	PBANKA_0805900, PBANKA_0306100, PBANKA_1362100, PBANKA_0811100, PBANKA_1024600
tRNA modifications	0.28453812724753924	50	0	0.33311780750931425	
Model for ubiquitin-mediated regulation of Ras	0.28453812724753924	50	0	0.33311780750931425	
Proteins targeted by the thioredoxin superfamily enzymes	0.28453812724753924	50	0	0.33311780750931425	
RNA polymerase II transcribes mRNA	0.28453812724753924	50	0	0.33311780750931425	
Structure of the mitotic centrosome	0.2893434681891043	51	0	0.33799413983152005	
Protein kinase G-dependent phosphorylation in schizonts	0.2941177220695833	52	0	0.34205761509414095	
Methotrexate - effect of drug on gene transcription	0.2941177220695833	52	0	0.34205761509414095	
Arginine-methylated proteins	0.29886108232562525	53	0	0.3468102230064399	
Non-redundant malarial structures in the Protein Data Bank (PDB)	0.30825588987263963	55	0	0.35536923548636185	
Functional annotation of merozoite invasion-related proteins	0.30825588987263963	55	0	0.35536923548636185	
The rab switch and its circuitry	0.30825588987263963	55	0	0.35536923548636185	
Genes coding for mitochondrial ribosome subunits	0.31290771826219754	56	0	0.3599461334257959	
Essential genes of parasitic apicomplexa - P. falciparum	0.3136546468842769	838	6	0.36002098598890914	PBANKA_0805900, PBANKA_1212600, PBANKA_1139800, PBANKA_0811800, PBANKA_0716500, PBANKA_0616700
Cell cycle compartment assocation between P. falciparum cell cycle perturbed transcriptomes	0.32708231541379595	176	1	0.3746192245954106	PBANKA_1110500
Subcellular localization of proteins involved in invasion	0.331215589071727	60	0	0.3785321017962594	
Single Gene/enzyme deletions predicted to cause impairment of metabolic networks	0.3320341926216521	178	1	0.3786480641560093	PBANKA_1362100
Gene gating and mRNA export	0.3357186262484133	61	0	0.38120308528852087	
Protein biosynthesis	0.3357186262484133	61	0	0.38120308528852087	
Proteins with ATPase activity	0.33943953099745083	444	3	0.38298852571573444	PBANKA_1359700, PBANKA_1359600, PBANKA_1110500
Transcriptomic response of dihydroartemisinin (DHA) treated K1 strain trophozoites	0.34019245939522624	62	0	0.38298852571573444	
SNAREs and their accessories	0.34019245939522624	62	0	0.38298852571573444	
Chloramphenicol - effect of drug on gene transcription	0.34019245939522624	62	0	0.38298852571573444	
Genes differentially expressed in severe malaria	0.3591094464218463	189	1	0.403425080235606	PBANKA_1110500
Phosphatome - Phosphatases of Plasmodium falciparum	0.362129902226083	67	0	0.4059545400750994	
Essential metabolic genes	0.3749534111639211	70	0	0.4167903180937902	
Genes coding for enzymes/proteins involved in DNA replication	0.3749534111639211	70	0	0.4167903180937902	
Organellar ribosomal proteins	0.3749534111639211	70	0	0.4167903180937902	
Translation in prokaryotes � a template for apicoplast and mitochondrion	0.3749534111639211	70	0	0.4167903180937902	
Alternative splicing events confirmed by RNA-Seq	0.39577613590743277	75	0	0.43809182339439096	
Transcriptomic and metabolic alterations in fosmidomycin-treated parasite	0.39577613590743277	75	0	0.43809182339439096	
Established and putative Maurer�s clefts proteins	0.3998597515091473	76	0	0.43984572666006205	
Protein composition of affinity-purified exon and B-like complexes	0.3998597515091473	76	0	0.43984572666006205	
Chaperone-assisted protein folding	0.3998597515091473	76	0	0.43984572666006205	
Artemisinin - effect of drug on gene transcription	0.40391678373635287	77	0	0.44338474389354326	
Splicing and non-sense-mediated decay factors	0.4198823926447437	81	0	0.4599541562581425	
Proteasome-mediated proteolysis of ubiquinated proteins	0.42770997695250146	83	0	0.4665927021300016	
Genes coding for protein traffic related proteins	0.42770997695250146	83	0	0.4665927021300016	
Atovaquone - effect of drug on gene transcription	0.4315855301581626	84	0	0.469849814275278	
Genes involved in DNA repair	0.4392609564351534	86	0	0.4762418583116242	
Interactome of the Ser/Thr Protein Phosphatase type 1	0.4392609564351534	86	0	0.4762418583116242	
Ribosomal structure	0.4468365283800204	88	0	0.48247379751462327	
Essential Exportome PEXEL-ome and PNEP-ome	0.4468365283800204	88	0	0.48247379751462327	
Exportome - compiled from various sources	0.45058726010362327	89	0	0.48553076190757777	
Genes up and down regulated in response to ER stress	0.4543134957151901	90	0	0.4875559466211796	
Drug-target associations predicted for P. falciparum	0.4543134957151901	90	0	0.4875559466211796	
Maturation and export of 60S and 40S ribosomal subunits	0.46897654055403915	94	0	0.502271021120756	
Genes encoding ubiquitin-related reactions	0.47616504308599494	96	0	0.5089375359299704	
Post-translational modifications - 2- hydroxyisobutyrylation, acetylation and crotonylation	0.48561740619362015	243	1	0.5179918999398615	PBANKA_1110500
Genes coding for components of the proteasome degradation machinery & their timed transcription	0.49026196187830395	100	0	0.5218917658704526	
Centrosome proteins	0.49372869412988873	101	0	0.5245246488945297	
Interactome of cytosolic 2-Cys peroxiredoxin	0.49717271661802487	102	0	0.5271228802697131	
Iron-containing proteins	0.5005941724291467	103	0	0.5296868197246282	
Potential Farnesylated proteins	0.5107245576285329	106	0	0.5393251328557307	
Phosphopoteome - Wu et al, 2009	0.527170304763654	111	0	0.5555806804694797	
Gene expression affected by lumefantrine	0.5462031480964002	117	0	0.5744925541731062	
Proteins of detergent-resistant membranes	0.5493026965380092	118	0	0.5757168304549111	
S-nitrosylated proteins	0.5495478836160514	273	1	0.5757168304549111	PBANKA_1110500
Transcripts translationally regulated in asexual blood stages	0.5536229457088564	275	1	0.5776935085657632	PBANKA_1110500
Nuclear genes with apicoplast signal sequences	0.5536229457088564	275	1	0.5776935085657632	PBANKA_0306100
Genes whose expression is highly positively or negatively correlated with pfcrt or pfmdr1	0.5584795066050143	121	0	0.5816117938608434	
Peptidases and proteases	0.579197667044478	128	0	0.6020007248021345	
Genes coding for chaperones and their regulators	0.5877873665171822	131	0	0.6097283487643855	
Interactome of mitochondrial 2-Cys peroxiredoxin	0.5989780073600244	135	0	0.62011840761979	
Co-inhibition of S-adenosylmethionine decarboxylase/ornithine decarboxylase effect on gene expression	0.6335241582673842	317	1	0.6546003044328353	PBANKA_1422100
Transcription related proteins encoding genes	0.6408850042704254	151	0	0.6609126606538761	
Top ranked surface exposed proteins	0.6506834215515073	155	0	0.6697092525910251	
Transcription associated proteins implicated in the transcriptional machinery	0.6895294144011848	172	0	0.7083103712136684	
Proteins released from infected cells during rupture	0.6980457535984013	176	0	0.7156663260193318	
Signifcantly altered metabolic genes  in response to hypoxanthine deprivation	0.7144086111291812	184	0	0.7310227648763714	
P. falciparum proteins with no orthologs in H. sapiens	0.7241411571656718	1816	10	0.7395484158287713	PBANKA_0101100, PBANKA_1359700, PBANKA_1359600, PBANKA_1212600, PBANKA_1139800, PBANKA_1304500, PBANKA_0933800, PBANKA_1024600, PBANKA_1422100, PBANKA_1329000
Differentially expressed genes in different stages treated with cAMP	0.7410108686997021	198	0	0.755316097825179	
P. falciparum genes harboring G-quadruplexes	0.8442475672017656	270	0	0.8588876984249176	
Plasmodium ubiquitin-protein conjugates	0.8728098871801842	514	1	0.8862377315983408	PBANKA_1422100
Nuclear genes with mitochondrial signal sequences	0.8830713913914583	310	0	0.8949360741932629	
S-Glutathionylated proteins	0.8973272548441773	328	0	0.9076413612216966	
Total palmitome of Plasmodium falciparum	0.9174461461744942	358	0	0.9262171418358183	
Functional orthologs of known cell cycle proteins in E. coli	0.942831868203085	408	0	0.9500290580366962	
Predicted RNA-binding proteins	0.9698517522244028	957	2	0.9738905015560462	PBANKA_0716500, PBANKA_0811100
a-acetylated N-termini of parasite proteins	0.9702015223834854	495	0	0.9738905015560462	
Protein-protein associations involving proteases	0.9733951201341936	761	1	0.9752421696980157	PBANKA_1110500
Essential, Non-mutable genes	0.9887728416608914	884	1	0.9887728416608914	PBANKA_0811100
