pbanka_id	pel_vs_b1_RGR	pel_vs_b1_sd	pel_vs_b1_var	pel_vs_b1_diff_max	pel_vs_b1_diff_min	pel_vs_b1_pheno	sup_vs_b1_RGR	sup_vs_b1_sd	sup_vs_b1_var	sup_vs_b1_diff_max	sup_vs_b1_diff_min	sup_vs_b1_pheno	Gene symbol	Gene description
PBANKA_1312700	-2.2080348402080583	0.135068246026391	0.018243431084645687	-1.9378983481552763	-2.4781713322608403	Reduced	-2.1610244125025484	0.12193309100452057	0.014867678681916695	-1.9171582304935073	-2.4048905945115897	Reduced	GEST	gamete egress and sporozoite traversal protein
PBANKA_1320100	-1.6514860364811241	0.0769859896217065	0.005926842598033499	-1.4975140572377112	-1.805458015724537	Reduced	-1.6044756087756142	0.2638132995833575	0.06959745703705833	-1.0768490096088992	-2.1321022079423293	Reduced	UIS25	conserved Plasmodium protein, unknown function
PBANKA_1322200	-1.49460495508941	0.12034499892113591	0.014482918765328203	-1.2539149572471382	-1.735294952931682	Reduced	-1.4475945273839002	0.16224384965160796	0.026323066749773565	-1.1231068280806842	-1.7720822266871161	Reduced	SAS4	spindle assembly abnormal protein 4, putative
PBANKA_1329000	-0.7802978385050112	0.049549336262580713	0.0024551367240622964	-0.6811991659798498	-0.8793965110301727	Not Reduced	-0.7332874107995013	0.07997342476332163	0.006395748668374665	-0.573340561272858	-0.8932342603261446	Not Reduced	NA	conserved Plasmodium protein, unknown function
PBANKA_1329600	-0.28090926935862814	0.09892806101921087	0.009786761257020708	-0.08305314732020641	-0.4787653913970499	Not Reduced	-0.23389884165311825	0.1596265559096525	0.025480637351577417	0.08535427016618674	-0.5531519534724232	Not Reduced	NA	conserved Plasmodium protein, unknown function
PBANKA_1336500	-1.430187188578529	0.08688317895785164	0.007548686785822073	-1.2564208306628255	-1.6039535464942323	Reduced	-1.383176760873019	0.06678798524468214	0.00446063497304388	-1.2496007903836548	-1.5167527313623832	Reduced	NA	CKK domain-containing protein, putative
PBANKA_1336900	-0.5157592802093411	0.05639809098796825	0.003180744667087145	-0.40296309823340465	-0.6285554621852776	Not Reduced	-0.46874885250383125	0.06229320259845576	0.003880443089972256	-0.3441624473069197	-0.5933352577007428	Not Reduced	NA	conserved Plasmodium protein, unknown function
PBANKA_1340400	-0.9868541155162474	0.08125290359325334	0.0066020343423345215	-0.8243483083297407	-1.149359922702754	Not Reduced	-0.9398436878107375	0.11223941513363657	0.012597686309540806	-0.7153648575434643	-1.1643225180780106	Not Reduced	NA	lactate dehydrogenase, putative
PBANKA_1349400	-1.6502728212103452	0.10447268402007094	0.010914541706357585	-1.4413274531702034	-1.859218189250487	Reduced	-1.6032623935048353	0.10510199247283732	0.011046428821760351	-1.3930584085591606	-1.81346637845051	Reduced	NA	DNA replication complex GINS protein, putative
PBANKA_1349700	-2.0063158593131316	0.07305724767604833	0.005337361437999469	-1.8602013639610349	-2.152430354665228	Reduced	-1.9593054316076217	0.27828012721482864	0.0774398292027012	-1.4027451771779644	-2.5158656860372792	Reduced	NA	conserved Plasmodium protein, unknown function
PBANKA_1359600	-0.05291622403808027	0.05790743269211182	0.003353270760991461	0.06289864134614337	-0.16873108942230391	Not Reduced	-0.005905796332570379	0.08347339170877464	0.006967807123366528	0.1610409870849789	-0.17285257975011967	Not Reduced	P48/45	6-cysteine protein
PBANKA_1359700	-0.10530182229847096	0.07512179321008267	0.005643283815098422	0.04494176412169437	-0.2555454087186363	Not Reduced	-0.058291394592961066	0.10055921038727975	0.01011215479371319	0.14282702618159843	-0.25940981536752056	Not Reduced	P47	6-cysteine protein P47
PBANKA_1362100	-0.6123015646756711	0.048243081735096734	0.002327394935299224	-0.5158154012054776	-0.7087877281458645	Not Reduced	-0.5652911369701612	0.12305729480518698	0.015143097804770701	-0.31917654735978723	-0.8114057265805352	Not Reduced	TKL3	tyrosine kinase-like protein, putative
PBANKA_1402400	-1.8566132340445582	0.08024434034306878	0.006439154157094255	-1.6961245533584206	-2.017101914730696	Reduced	-1.8096028063390484	0.07289892037292228	0.005314252591537663	-1.663804965593204	-1.9554006470848928	Reduced	NA	Sld5 domain-containing protein, putative
PBANKA_1414700	-1.577352422968862	0.045987316925008355	0.00211483331796116	-1.4853777891188453	-1.6693270568188787	Reduced	-1.5303419952633521	0.06495688077162262	0.0042193963595787976	-1.4004282337201068	-1.6602557568065974	Reduced	NA	ADP-ribosylation factor, putative
PBANKA_1417700	-2.3596846013065322	0.06640425701709847	0.004409525349992872	-2.2268760872723354	-2.492493115340729	Reduced	-2.3126741736010223	0.4274474662552209	0.1827113364080082	-1.4577792410905805	-3.167569106111464	Reduced	NA	conserved Plasmodium protein, unknown function
PBANKA_1422100	-0.34393257878559425	0.10229258804806371	0.010463773569570865	-0.13934740268946683	-0.5485177548817217	Not Reduced	-0.29692215108008435	0.1761527565307925	0.03102979363339665	0.05538336198150062	-0.6492276641416693	Not Reduced	DMT1	drug/metabolite transporter DMT1, putative
PBANKA_1425800	-1.5536493083207281	0.060492224194415176	0.003659309187987389	-1.4326648599318978	-1.6746337567095584	Reduced	-1.5066388806152182	0.13585369665939906	0.018456226896024018	-1.23493148729642	-1.7783462739340163	Reduced	NA	conserved Plasmodium protein, unknown function
PBANKA_1427200	-1.5568356688040241	0.08015870274151264	0.006425417625202186	-1.396518263320999	-1.7171530742870493	Reduced	-1.5098252410985142	0.3503499967189158	0.12274512020094433	-0.8091252476606826	-2.210525234536346	Not Reduced	PPM5	protein phosphatase PPM5
PBANKA_1430900	-0.742254402008105	0.1453083032160869	0.02111450298353825	-0.4516377955759312	-1.0328710084402788	Not Reduced	-0.6952439743025951	0.17042878573035836	0.029045971005524397	-0.3543864028418784	-1.0361015457633118	Not Reduced	NA	SUN domain-containing protein, putative
PBANKA_1431200	-2.0021439586689977	0.09079201129181792	0.008243189314413594	-1.820559936085362	-2.1837279812526336	Reduced	-1.9551335309634879	0.07024626492908856	0.004934537736487697	-1.8146410011053107	-2.095626060821665	Reduced	NA	conserved Plasmodium protein, unknown function
PBANKA_1431500	-2.1264078297332967	0.10857205164580422	0.011787890398579177	-1.9092637264416883	-2.343551933024905	Reduced	-2.079397402027787	0.19020108269812283	0.03617645185953816	-1.698995236631541	-2.4597995674240325	Reduced	RSPH9	radial spoke head protein 9, putative
PBANKA_1433200	-2.342139751134547	0.09026198167413327	0.008147225335741571	-2.1616157877862805	-2.5226637144828135	Reduced	-2.295129323429037	0.1684839414731533	0.028386838534328943	-1.9581614404827306	-2.632097206375344	Reduced	APC10	anaphase-promoting complex subunit 10, putative
PBANKA_1437500	-2.8974071771295717	0.15673846076666437	0.024566945083503183	-2.583930255596243	-3.2108840986629006	Reduced	-2.850396749424062	0.16924455703751393	0.02864372008682431	-2.511907635349034	-3.1888858634990895	Reduced	AP2-G	AP2 domain transcription factor AP2-G
PBANKA_1441100	-1.9680514774081352	0.08453400293189596	0.007145997651689794	-1.7989834715443433	-2.137119483271927	Reduced	-1.9210410497026253	0.06947566100030977	0.004826867471429964	-1.7820897277020058	-2.059992371703245	Reduced	HAD2	haloacid dehalogenase-like hydrolase, putative
PBANKA_1442800	-1.4949057952872407	0.06222798706519841	0.0038723223741865005	-1.3704498211568439	-1.6193617694176374	Reduced	-1.4478953675817308	0.6418575176940983	0.41198107302042963	-0.16418033219353423	-2.7316104029699275	Not Reduced	LRR13	leucine-rich repeat protein
PBANKA_1459100	-3.1928433866796615	0.1333197296877167	0.017774150324005845	-2.926203927304228	-3.459482846055095	Reduced	-3.1458329589741516	0.13199609208150034	0.01742296832478792	-2.8818407748111508	-3.4098251431371525	Reduced	NA	conserved Plasmodium protein, unknown function
PBANKA_1464600	-2.3330305248869037	0.24362130962422215	0.05935134250302112	-1.8457879056384594	-2.820273144135348	Reduced	-2.2860200971813938	0.2801245012772638	0.07846973621583575	-1.7257710946268663	-2.8462690997359212	Reduced	NA	conserved Plasmodium protein, unknown function
