	pbanka_id	GCKO2_RGR	GCKO2_sd	GCKO2_var	GCKO2_diff_max	GCKO2_diff_min	GCKO2_pheno	GCKO2_relative_filter	GCKO2_feed	g145480_RGR	g145480_sd	g145480_var	g145480_diff_max	g145480_diff_min	g145480_pheno	g145480_relative_filter	g145480_feed	pool	Gene IDs	gene_product	gene_symbol
216	PBANKA_0710100	-2.525166131	0.281554198	0.079272766	-1.962057736	-3.088274527	Reduced	Not applied	Mf2	-1.678792207	0.637714014	0.406679164	-0.403364179	-2.954220236	No Power	Not applied	Mf1	pool2	PBANKA_0710100_pool2	"2-oxoglutarate dehydrogenase E1 component, putative"	KDH
217	PBANKA_1202600	-1.044995526	0.328322999	0.107795992	-0.388349528	-1.701641525	No Power	applied	Both feed noisy	-1.670656678	0.623533701	0.388794277	-0.423589275	-2.917724081	No Power	Not applied	Mf1 and Mf2	pool1	PBANKA_1202600_pool1	"E3 ubiquitin-protein ligase, putative"	NA
218	PBANKA_0619600	-0.862433102	0.445826115	0.198760925	0.029219128	-1.754085332	No Power	Not applied	Mf1	-1.665108521	0.118740633	0.014099338	-1.427627256	-1.902589786	Reduced	Not applied	Mf1 and Mf2	pool3	PBANKA_0619600_pool3	"protein pelota homolog, putative"	NA
219	PBANKA_1133400	-1.24744267	0.375587492	0.141065964	-0.496267686	-1.998617654	No Power	Not applied	Mf1	-1.664351987	0.15499371	0.02402305	-1.354364566	-1.974339407	Reduced	Not applied	Mf1 and Mf2	pool2	PBANKA_1133400_pool2	elongation factor 1-alpha	EF-1alpha
220	PBANKA_1214700	-9.774380532	0.124005902	0.015377464	-9.526368729	-10.02239234	Reduced	Not applied	Mf1 and Mf2	-1.634985518	0.080558593	0.006489687	-1.473868331	-1.796102705	Reduced	Not applied	Mf1 and Mf2	pool1	PBANKA_1214700_pool1	"conserved Plasmodium protein, unknown function"	NA
221	PBANKA_1457700	-0.242961745	0.244581011	0.059819871	0.246200277	-0.732123767	Not Reduced	Not applied	Mf2	-1.619206172	0.39887222	0.159099048	-0.821461733	-2.416950612	No Power	Not applied	Mf2	pool2	PBANKA_1457700_pool2	"conserved Plasmodium protein, unknown function"	PSOP26
222	PBANKA_1122400	-0.310035455	0.9407579	0.885025426	1.571480345	-2.191551255	No Power	applied	Both feed noisy	-1.618173711	1.583586956	2.507747647	1.549000201	-4.785347623	No Power	applied	Both feed noisy	pool2	PBANKA_1122400_pool2	"superoxide dismutase [Fe], putative"	SOD2
223	PBANKA_0716000	-2.537154643	0.328262266	0.107756116	-1.88063011	-3.193679176	Reduced	Not applied	Mf2	-1.615721684	0.350362627	0.12275397	-0.91499643	-2.316446938	No Power	applied	Both feed noisy	pool1	PBANKA_0716000_pool1	"structural maintenance of chromosomes protein 3, putative"	SMC3
224	PBANKA_1038500	-0.399357596	0.083356682	0.006948336	-0.232644232	-0.56607096	Not Reduced	Not applied	Mf1	-1.612173674	0.521577757	0.272043357	-0.56901816	-2.655329188	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_1038500_pool3	"dynein light chain, putative"	NA
225	PBANKA_0211400	-1.700034905	0.472503969	0.223260001	-0.755026966	-2.645042844	No Power	Not applied	Mf1	-1.607179583	0.264578032	0.070001535	-1.078023519	-2.136335647	No Power	Not applied	Mf1 and Mf2	pool2	PBANKA_0211400_pool2	"DNA (cytosine-5)-methyltransferase, putative"	DNMT
226	PBANKA_1104200	-7.234761297	0.673565589	0.453690602	-5.887630119	-8.581892474	Reduced	"Not applied,Not applied"	"Mf1 and Mf2,Mf1 and Mf2"	-1.605800816	0.255726673	0.065396131	-1.09434747	-2.117254161	No Power	"Not applied,Not applied"	"Mf1 and Mf2,Mf1 and Mf2"	"pilot,pool6"	"PBANKA_1104200_pilot,pool6"	"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial, putative"	BCKDHB
227	PBANKA_1121400	0.742728694	0.580496066	0.336975682	1.903720825	-0.418263437	No Power	applied	Both feed noisy	-1.59800697	0.30985089	0.096007574	-0.978305191	-2.21770875	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_1121400_pool4	"RNA methyltransferase, putative"	NA
228	PBANKA_1344200	0.293456927	0.262072667	0.068682083	0.817602262	-0.230688408	Not Reduced	Not applied	Mf1	-1.591679561	0.387039447	0.149799534	-0.817600667	-2.365758456	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_1344200_pool4	"conserved Plasmodium protein, unknown function"	NA
229	PBANKA_1400700	1.909757317	0.796605267	0.634579951	3.502967851	0.316546784	Not Reduced	Not applied	Mf2	-1.591464581	0.476961459	0.227492233	-0.637541663	-2.545387499	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_1400700_pool4	"Plasmodium exported protein, unknown function"	NA
230	PBANKA_0203500	0.07681012	0.13804272	0.019055793	0.35289556	-0.19927532	No Power	applied	Both feed noisy	-1.563326474	0.364768187	0.133055831	-0.8337901	-2.292862849	No Power	Not applied	Mf1	pool4	PBANKA_0203500_pool4	"selenocysteine-specific elongation factor, putative"	SELB
231	PBANKA_1336600	-0.974049699	0.214728627	0.046108383	-0.544592445	-1.403506954	No Power	Not applied	Mf1 and Mf2	-1.538737934	0.206686911	0.042719479	-1.125364112	-1.952111756	No Power	Not applied	Mf1 and Mf2	pool2	PBANKA_1336600_pool2	"conserved protein, unknown function"	NA
232	PBANKA_0918700	-0.065192667	0.39099885	0.152880101	0.716805034	-0.847190367	Not Reduced	Not applied	Mf1 and Mf2	-1.538670241	0.6079917	0.369653907	-0.322686841	-2.75465364	No Power	Not applied	Mf1	pool2	PBANKA_0918700_pool2	"A/G-specific adenine glycosylase, putative"	NA
233	PBANKA_0409500	0.122238226	0.271830678	0.073891918	0.665899583	-0.421423131	Not Reduced	Not applied	Mf2	-1.512192646	0.391193263	0.153032169	-0.729806119	-2.294579173	No Power	Not applied	Mf1	pool2	PBANKA_0409500_pool2	"conserved protein, unknown function"	NA
234	PBANKA_1207700	-1.629169975	0.344332666	0.118564985	-0.940504642	-2.317835308	No Power	Not applied	Mf1	-1.497717981	0.227310708	0.051670158	-1.043096566	-1.952339397	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_1207700_pool4	"zinc finger protein, putative"	ZNF2
235	PBANKA_1413300	0.85003285	0.398854032	0.159084539	1.647740915	0.052324785	Not Reduced	Not applied	Mf1 and Mf2	-1.490489231	0.169789554	0.028828493	-1.150910123	-1.830068339	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_1413300_pool4	"ubiquitin-like protein, putative"	NA
236	PBANKA_1216300	-1.051978078	0.336359002	0.113137379	-0.379260073	-1.724696083	No Power	applied	Both feed noisy	-1.48236563	0.450843159	0.203259554	-0.580679312	-2.384051949	No Power	Not applied	Mf1	pool2	PBANKA_1216300_pool2	"conserved Plasmodium protein, unknown function"	NA
237	PBANKA_1108900	-0.553440453	0.597797695	0.357362084	0.642154937	-1.749035843	No Power	Not applied	Mf1 and Mf2	-1.451975588	1.365753373	1.865282276	1.279531158	-4.183482334	No Power	Not applied	Mf1 and Mf2	pool2	PBANKA_1108900_pool2	"conserved Plasmodium protein, unknown function"	NA
238	PBANKA_1111800	-4.548006035	0.244624216	0.059841007	-4.058757603	-5.037254467	Reduced	Not applied	Mf1 and Mf2	-1.434622064	0.772435069	0.596655936	0.110248074	-2.979492202	No Power	Not applied	Mf1 and Mf2	pool2	PBANKA_1111800_pool2	glutathione synthetase	GS
239	PBANKA_0813000	-1.131272068	0.247242328	0.061128769	-0.636787413	-1.625756723	No Power	applied	Both feed noisy	-1.434284079	0.561004417	0.314725956	-0.312275245	-2.556292913	No Power	Not applied	Mf1 and Mf2	pool1	PBANKA_0813000_pool1	inhibitor of cysteine proteases	ICP
240	PBANKA_1124700	0.137915942	0.258048443	0.066588999	0.654012829	-0.378180945	No Power	applied	Both feed noisy	-1.432043579	0.184244036	0.033945865	-1.063555507	-1.800531652	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_1124700_pool4	"conserved Plasmodium protein, unknown function"	NA
241	PBANKA_1408900	-0.772466385	0.240202923	0.057697444	-0.292060538	-1.252872232	No Power	applied	Both feed noisy	-1.420307229	0.616139078	0.379627363	-0.188029074	-2.652585385	No Power	Not applied	Mf1 and Mf2	pool6	PBANKA_1408900_pool6	"conserved Plasmodium protein, unknown function"	NA
242	PBANKA_0907800	-8.362108645	0.604378164	0.365272966	-7.153352316	-9.570864974	Reduced	Not applied	Mf1 and Mf2	-1.400023261	0.377547753	0.142542306	-0.644927754	-2.155118767	No Power	Not applied	Mf1 and Mf2	pool2	PBANKA_0907800_pool2	"ATP synthase-associated protein, putative"	NA
243	PBANKA_0401200	-0.54087177	0.181954622	0.033107485	-0.176962525	-0.904781014	No Power	applied	Both feed noisy	-1.394180581	0.440243237	0.193814108	-0.513694107	-2.274667055	No Power	Not applied	Mf1	pool2	PBANKA_0401200_pool2	"ABC transporter B family member 4, putative"	ABCB4
244	PBANKA_1318000	1.582926301	0.849607943	0.721833657	3.282142187	-0.116289585	No Power	applied	Both feed noisy	-1.392142916	0.616564496	0.380151777	-0.159013924	-2.625271908	No Power	Not applied	Mf2	pool4	PBANKA_1318000_pool4	SNF1-related serine/threonine protein kinase KIN	KIN
245	PBANKA_1455400	1.150607669	0.482272804	0.232587058	2.115153277	0.18606206	Not Reduced	Not applied	Mf2	-1.388460856	0.14984313	0.022452964	-1.088774596	-1.688147116	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_1455400_pool4	"sulfhydryl oxidase, putative"	QSOX
246	PBANKA_1330900	-1.075779116	0.345227636	0.119182121	-0.385323843	-1.766234389	No Power	Not applied	Mf1	-1.377548729	0.257836905	0.066479869	-0.861874919	-1.893222538	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_1330900_pool3	"conserved Plasmodium protein, unknown function"	NA
247	PBANKA_0921100	-1.363995725	0.128968415	0.016632852	-1.106058895	-1.621932555	No Power	Not applied	Mf1 and Mf2	-1.341136297	0.092458345	0.008548546	-1.156219606	-1.526052988	Reduced	Not applied	Mf1 and Mf2	pool6	PBANKA_0921100_pool6	"tRNA (guanine-N(7)-)-methyltransferase, putative"	NA
248	PBANKA_0307700	-1.143695136	0.116676919	0.013613503	-0.910341298	-1.377048975	No Power	Not applied	Mf1 and Mf2	-1.339563564	0.243843106	0.059459461	-0.851877351	-1.827249777	No Power	Not applied	Mf1 and Mf2	pool6	PBANKA_0307700_pool6	"conserved Plasmodium protein, unknown function"	NA
249	PBANKA_0600900	-2.238305781	0.266616699	0.071084464	-1.705072382	-2.771539179	Reduced	Not applied	Mf1 and Mf2	-1.335495934	0.13315727	0.017730858	-1.069181395	-1.601810473	No Power	Not applied	Mf1 and Mf2	pool2	PBANKA_0600900_pool2	"conserved protein, unknown function"	NA
250	PBANKA_0110400	-2.240945095	0.160438975	0.025740665	-1.920067144	-2.561823046	Reduced	Not applied	Mf1 and Mf2	-1.332497194	0.10273278	0.010554024	-1.127031633	-1.537962755	No Power	Not applied	Mf1 and Mf2	pool6	PBANKA_0110400_pool6	"eukaryotic translation initiation factor 3 subunit L, putative"	EIF3L
251	PBANKA_0407600	-1.152508926	0.32184766	0.103585916	-0.508813606	-1.796204245	No Power	Not applied	Mf1 and Mf2	-1.322960209	0.105680072	0.011168278	-1.111600065	-1.534320353	No Power	Not applied	Mf1 and Mf2	pool6	PBANKA_0407600_pool6	asparagine synthetase [glutamine-hydrolyzing]	AS
252	PBANKA_1138700	-2.430837513	0.433940568	0.188304417	-1.562956376	-3.298718649	Reduced	Not applied	Mf1	-1.319687083	0.802072981	0.643321066	0.284458878	-2.923833045	No Power	applied	Both feed noisy	pool4	PBANKA_1138700_pool4	"conserved Plasmodium protein, unknown function"	NA
253	PBANKA_0513500	-0.024938826	0.113360031	0.012850497	0.201781236	-0.251658888	Not Reduced	Not applied	Mf1 and Mf2	-1.312660787	0.170924393	0.029215148	-0.970812001	-1.654509573	No Power	Not applied	Mf1 and Mf2	pool2	PBANKA_0513500_pool2	"conserved Plasmodium protein, unknown function"	NA
254	PBANKA_1026200	0.343120829	0.309052081	0.095513188	0.96122499	-0.274983332	Not Reduced	Not applied	Mf2	-1.298615062	0.657196343	0.431907033	0.015777625	-2.613007748	No Power	Not applied	Mf1 and Mf2	pool2	PBANKA_1026200_pool2	"NADP-specific glutamate dehydrogenase, putative"	GDH1
255	PBANKA_0208300	-3.808014195	0.279264501	0.077988662	-3.249485193	-4.366543198	Reduced	"Not applied,Not applied"	"Mf1 and Mf2,Mf1"	-1.282293687	1.050882294	1.104353596	0.819470901	-3.384058274	No Power	"Not applied,Not applied"	"Mf1 and Mf2,Mf1"	"pilot,pool2"	"PBANKA_0208300_pilot,pool2"	novel putative transporter 1	NPT1
256	PBANKA_1426000	-1.399193988	0.146909326	0.02158235	-1.105375336	-1.693012641	No Power	Not applied	Mf1 and Mf2	-1.27900257	0.099258654	0.00985228	-1.080485262	-1.477519878	No Power	Not applied	Mf1 and Mf2	pool6	PBANKA_1426000_pool6	"histone-arginine methyltransferase CARM1, putative"	CARM1
257	PBANKA_1125300	0.279042486	0.429832131	0.184755661	1.138706748	-0.580621775	Not Reduced	Not applied	Mf1 and Mf2	-1.269236332	0.345593622	0.119434952	-0.578049087	-1.960423577	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_1125300_pool3	"conserved Plasmodium protein, unknown function"	NA
258	PBANKA_1113700	-0.1320194	0.200062438	0.040024979	0.268105476	-0.532144276	Not Reduced	Not applied	Mf1 and Mf2	-1.220820903	0.500592934	0.250593286	-0.219635034	-2.222006771	No Power	Not applied	Mf1 and Mf2	pool2	PBANKA_1113700_pool2	"tubulin--tyrosine ligase, putative"	NA
259	PBANKA_0515200	-0.609464277	0.169126905	0.02860391	-0.271210468	-0.947718086	Not Reduced	Not applied	Mf1 and Mf2	-1.219777383	0.499855959	0.249855979	-0.220065465	-2.2194893	No Power	Not applied	Mf1	pool2	PBANKA_0515200_pool2	"MORN repeat-containing protein 1, putative"	MORN1
260	PBANKA_1238800	0.133521936	0.159656025	0.025490046	0.452833986	-0.185790114	No Power	applied	Both feed noisy	-1.216095227	0.741783473	0.550242721	0.267471719	-2.699662174	No Power	applied	Both feed noisy	pool4	PBANKA_1238800_pool4	"karyopherin beta, putative"	NA
261	PBANKA_1417800	-3.283196087	0.675764961	0.456658283	-1.931666164	-4.63472601	No Power	applied	Both feed noisy	-1.216030095	1.11497988	1.243180134	1.013929666	-3.445989855	No Power	applied	Both feed noisy	pool6	PBANKA_1417800_pool6	"tRNA (guanine(26)-N(2))-dimethyltransferase, putative"	TRM1
262	PBANKA_0902500	-0.055309442	0.083248111	0.006930248	0.11118678	-0.221805665	Not Reduced	Not applied	Mf1 and Mf2	-1.208048312	0.095316337	0.009085204	-1.017415638	-1.398680987	No Power	Not applied	Mf1 and Mf2	pool6	PBANKA_0902500_pool6	oocyst rupture protein 1	ORP1
263	PBANKA_1205200	0.472001839	0.521857781	0.272335543	1.515717401	-0.571713723	Not Reduced	Not applied	Mf1 and Mf2	-1.204637648	0.162655861	0.026456929	-0.879325926	-1.52994937	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_1205200_pool4	"transmembrane protein 147, putative"	TMEM147
264	PBANKA_1216900	-0.604335808	0.147770132	0.021836012	-0.308795543	-0.899876073	Not Reduced	Not applied	Mf1 and Mf2	-1.197553122	0.115988788	0.013453399	-0.965575546	-1.429530697	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_1216900_pool3	"ATP-dependent RNA helicase DDX42, putative"	DDX42
265	PBANKA_0701600	1.043483671	0.153037801	0.023420569	1.349559273	0.737408068	Not Reduced	Not applied	Mf1 and Mf2	-1.195555177	0.155979641	0.024329648	-0.883595895	-1.507514458	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_0701600_pool4	"coiled-coil domain-containing protein 124, putative"	CCDC124
266	PBANKA_0108900	1.719682989	0.75690036	0.572898154	3.233483708	0.20588227	Not Reduced	Not applied	Mf2	-1.186880699	0.299263901	0.089558883	-0.588352897	-1.785408502	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_0108900_pool3	"peptidyl-tRNA hydrolase PTRHD1, putative"	NA
267	PBANKA_0109600	-4.547672192	0.127374085	0.016224158	-4.292924022	-4.802420362	Reduced	Not applied	Mf1	-1.181554807	0.514667279	0.264882408	-0.15222025	-2.210889365	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_0109600_pool3	"ATP synthase-associated protein, putative"	NA
268	PBANKA_1404800	0.788134413	0.598102527	0.357726632	1.984339466	-0.408070641	Not Reduced	Not applied	Mf2	-1.179980918	0.224311158	0.050315496	-0.731358602	-1.628603235	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_1404800_pool4	"SAM dependent methyltransferase, putative"	NA
269	PBANKA_1213400	-1.108333596	0.476848198	0.227384204	-0.1546372	-2.062029992	No Power	Not applied	Mf1	-1.179623877	0.431338559	0.186052953	-0.316946758	-2.042300995	No Power	Not applied	Mf1 and Mf2	pool2	PBANKA_1213400_pool2	"FAD synthetase, putative"	NA
270	PBANKA_1342300	-0.012199061	0.649870639	0.422331847	1.287542216	-1.311940339	No Power	Not applied	Mf2	-1.158272793	0.213960657	0.045779163	-0.730351479	-1.586194107	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_1342300_pool4	"conserved protein, unknown function"	NA
271	PBANKA_1441400	1.057404363	0.125218834	0.015679756	1.307842031	0.806966696	Not Reduced	Not applied	Mf1 and Mf2	-1.152737105	0.444667299	0.197729007	-0.263402506	-2.042071704	No Power	Not applied	Mf1 and Mf2	pool1	PBANKA_1441400_pool1	proliferating cell nuclear antigen 2	PCNA2
272	PBANKA_0831100	-0.962096432	0.661949444	0.438177066	0.361802455	-2.28599532	No Power	"Not applied,applied"	"Mf1 and Mf2,Both feed noisy"	-1.151456577	0.285969539	0.081778577	-0.5795175	-1.723395654	No Power	"Not applied,Not applied"	"Mf1 and Mf2,Mf1 and Mf2"	"pilot,pool4"	"PBANKA_0831100_pilot,pool4"	"zinc finger protein, putative"	NA
273	PBANKA_1231500	-1.3861232	0.254753144	0.064899164	-0.876616912	-1.895629488	No Power	Not applied	Mf1 and Mf2	-1.147285121	0.093058832	0.008659946	-0.961167457	-1.333402786	No Power	Not applied	Mf1 and Mf2	pool6	PBANKA_1231500_pool6	"ubiquitin carboxyl-terminal hydrolase 2, putative"	NA
274	PBANKA_0705500	0.606793249	0.543818107	0.295738134	1.694429464	-0.480842966	Not Reduced	Not applied	Mf1 and Mf2	-1.146968877	0.274043621	0.075099906	-0.598881636	-1.695056118	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_0705500_pool4	"ankyrin-repeat protein, putative"	NA
275	PBANKA_0107400	-0.790293338	0.168783591	0.028487901	-0.452726156	-1.12786052	Not Reduced	Not applied	Mf1 and Mf2	-1.142043681	0.530075341	0.280979867	-0.081892999	-2.202194364	No Power	Not applied	Mf1 and Mf2	pool1	PBANKA_0107400_pool1	"ornithine aminotransferase, putative"	OAT
276	PBANKA_0916000	-2.285472634	1.065781555	1.135890323	-0.153909524	-4.417035744	No Power	Not applied	Mf1	-1.132781294	0.616321129	0.379851733	0.099860963	-2.365423551	No Power	Not applied	Mf2	pool2	PBANKA_0916000_pool2	"conserved Plasmodium protein, unknown function"	NA
277	PBANKA_0835500	-0.411996797	0.080511438	0.006482092	-0.25097392	-0.573019673	No Power	applied	Both feed noisy	-1.124413768	0.250813368	0.062907345	-0.622787033	-1.626040504	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_0835500_pool3	"UBX domain-containing protein, putative"	NA
278	PBANKA_0833000	-1.18864421	0.150431938	0.022629768	-0.887780334	-1.489508087	No Power	Not applied	Mf1 and Mf2	-1.12403745	0.653644919	0.42725168	0.183252387	-2.431327288	No Power	applied	Both feed noisy	pool6	PBANKA_0833000_pool6	profilin	PFN
279	PBANKA_1024800	-4.522240709	0.174693484	0.030517813	-4.172853742	-4.871627677	Reduced	Not applied	Mf1	-1.121569222	0.142456004	0.020293713	-0.836657214	-1.406481229	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_1024800_pool3	"ATP synthase-associated protein, putative"	NA
280	PBANKA_1010500	-0.615128352	0.305539543	0.093354412	-0.004049266	-1.226207437	No Power	Not applied	Mf1	-1.113487707	2.107986051	4.44360519	3.102484395	-5.329459808	No Power	Not applied	Mf1 and Mf2	pool2	PBANKA_1010500_pool2	"Hsp70/Hsp90 organizing protein, putative"	HOP
281	PBANKA_0505300	-8.47439584	1.266410591	1.603795785	-5.941574658	-11.00721702	Reduced	Not applied	Mf1 and Mf2	-1.111907046	0.147167718	0.021658337	-0.817571609	-1.406242482	No Power	Not applied	Mf1 and Mf2	pool6	PBANKA_0505300_pool6	"conserved Plasmodium protein, unknown function"	NA
282	PBANKA_0601200	0.054150223	0.26897159	0.072345716	0.592093402	-0.483792957	Not Reduced	Not applied	Mf1 and Mf2	-1.107423473	0.222832914	0.049654507	-0.661757646	-1.553089301	No Power	applied	Both feed noisy	pool6	PBANKA_0601200_pool6	"dynein heavy chain, putative"	NA
283	PBANKA_1302300	-0.472272222	0.259778327	0.067484779	0.047284433	-0.991828876	No Power	applied	Both feed noisy	-1.104501031	0.118067378	0.013939906	-0.868366275	-1.340635787	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_1302300_pool4	"metacaspase-2, putative"	MCA2
284	PBANKA_1225500	0.304544203	0.610952992	0.373263559	1.526450188	-0.917361781	No Power	applied	Both feed noisy	-1.088847648	0.364668387	0.132983032	-0.359510875	-1.818184422	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_1225500_pool4	"conserved protein, unknown function"	NA
285	PBANKA_0616000	-0.519547827	0.229316745	0.05258617	-0.060914337	-0.978181318	Not Reduced	Not applied	Mf1 and Mf2	-1.070443594	0.117960707	0.013914728	-0.834522181	-1.306365008	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_0616000_pool4	"mitochondrial ribosomal protein S8 precursor, putative"	NA
286	PBANKA_0409300	-6.379021088	0.517049429	0.267340112	-5.34492223	-7.413119946	No Power	applied	Both feed noisy	-1.06990018	0.238189304	0.056734144	-0.593521572	-1.546278788	No Power	Not applied	Mf1 and Mf2	pool6	PBANKA_0409300_pool6	"phosphatidylinositol 3- and 4-kinase, putative"	NA
287	PBANKA_0519500	0.210961986	0.142956194	0.020436473	0.496874374	-0.074950403	Not Reduced	Not applied	Mf1 and Mf2	-1.068146719	0.615359021	0.378666725	0.162571323	-2.298864761	No Power	Not applied	Mf1	pool2	PBANKA_0519500_pool2	"conserved Plasmodium protein, unknown function"	NA
288	PBANKA_1144800	-3.294522604	0.291928663	0.085222344	-2.710665277	-3.87837993	Reduced	Not applied	Mf1 and Mf2	-1.063086401	0.250367668	0.062683969	-0.562351065	-1.563821738	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_1144800_pool3	"conserved protein, unknown function"	NA
289	PBANKA_0615400	0.07681012	0.13804272	0.019055793	0.35289556	-0.19927532	No Power	applied	Both feed noisy	-1.062969438	0.314755056	0.099070745	-0.433459326	-1.692479549	No Power	applied	Both feed noisy	pool4	PBANKA_0615400_pool4	"serine--tRNA ligase, putative"	NA
290	PBANKA_0817600	-0.107676481	0.295676088	0.087424349	0.483675695	-0.699028657	Not Reduced	Not applied	Mf1 and Mf2	-1.05811126	0.427408186	0.182677757	-0.203294888	-1.912927632	No Power	Not applied	Mf1 and Mf2	pool2	PBANKA_0817600_pool2	"methyltransferase, putative"	NA
291	PBANKA_0716300	-1.128320905	0.100577765	0.010115887	-0.927165374	-1.329476435	No Power	Not applied	Mf1 and Mf2	-1.047735092	0.106579112	0.011359107	-0.834576869	-1.260893315	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_0716300_pool3	"Rab5-interacting protein, putative"	NA
292	PBANKA_1414600	-0.095445593	0.134170348	0.018001682	0.172895103	-0.363786288	Not Reduced	Not applied	Mf2	-1.039269231	0.207665561	0.043124985	-0.623938108	-1.454600354	No Power	Not applied	Mf1	pool2	PBANKA_1414600_pool2	"inositol polyphosphate kinase, putative"	IPK2
293	PBANKA_0306500	-4.393989327	0.32353331	0.104673802	-3.746922708	-5.041055947	Reduced	Not applied	Mf1	-1.039269231	0.207665561	0.043124985	-0.623938108	-1.454600354	No Power	Not applied	Mf1	pool2	PBANKA_0306500_pool2	"conserved protein, unknown function"	NA
294	PBANKA_0611900	-0.264597887	0.407104067	0.165733721	0.549610246	-1.078806021	No Power	applied	Both feed noisy	-1.039269231	0.207665561	0.043124985	-0.623938108	-1.454600354	No Power	Not applied	Mf1	pool2	PBANKA_0611900_pool2	"histidine triad protein, putative"	NA
295	PBANKA_0206700	-1.617813509	0.534075252	0.285236375	-0.549663005	-2.685964014	No Power	Not applied	Mf1	-1.039269231	0.207665561	0.043124985	-0.623938108	-1.454600354	No Power	Not applied	Mf1	pool2	PBANKA_0206700_pool2	"conserved Plasmodium protein, unknown function"	NA
296	PBANKA_0316600	-0.893865668	0.284719987	0.081065471	-0.324425695	-1.463305641	No Power	applied	Both feed noisy	-1.039269231	0.207665561	0.043124985	-0.623938108	-1.454600354	No Power	Not applied	Mf1	pool2	PBANKA_0316600_pool2	"reticulocyte binding protein, putative"	Pb235
297	PBANKA_1421500	0.208782421	0.383473482	0.147051911	0.975729384	-0.558164542	Not Reduced	Not applied	Mf1 and Mf2	-1.039269231	0.207665561	0.043124985	-0.623938108	-1.454600354	No Power	Not applied	Mf1	pool2	PBANKA_1421500_pool2	"conserved Plasmodium protein, unknown function"	NA
298	PBANKA_0405900	-0.399357596	0.083356682	0.006948336	-0.232644232	-0.56607096	Not Reduced	Not applied	Mf1	-1.022057857	0.331896827	0.110155504	-0.358264203	-1.685851511	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_0405900_pool3	"conserved Plasmodium protein, unknown function"	NA
299	PBANKA_1142400	0.115632633	1.094884717	1.198772544	2.305402067	-2.074136801	No Power	applied	Both feed noisy	-1.018382257	0.540706504	0.292363524	0.063030752	-2.099795266	No Power	Not applied	Mf1 and Mf2	pool6	PBANKA_1142400_pool6	"nucleoside diphosphate kinase b, putative"	NA
300	PBANKA_0505700	-0.520512167	0.109351753	0.011957806	-0.301808662	-0.739215672	Not Reduced	Not applied	Mf1 and Mf2	-1.016936313	0.091931235	0.008451352	-0.833073842	-1.200798784	No Power	Not applied	Mf1 and Mf2	pool6	PBANKA_0505700_pool6	"ATP-dependent RNA helicase ROK1, putative"	ROK1
301	PBANKA_1413000	-0.68082205	0.562416068	0.316311833	0.444010085	-1.805654185	No Power	Not applied	Mf1 and Mf2	-1.011202934	0.227927201	0.051950809	-0.555348532	-1.467057335	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_1413000_pool3	"transmembrane emp24 domain-containing protein, putative"	NA
302	PBANKA_0405000	-2.657905905	0.379376779	0.14392674	-1.899152348	-3.416659463	Reduced	Not applied	Mf1	-0.998721263	0.388819955	0.151180957	-0.221081354	-1.776361172	No Power	Not applied	Mf1 and Mf2	pool3	PBANKA_0405000_pool3	"ATP synthase-associated protein, putative"	NA
303	PBANKA_0501000	0.093531465	0.736320293	0.542167574	1.566172052	-1.379109122	No Power	applied	Both feed noisy	-0.997576075	0.223312662	0.049868545	-0.550950752	-1.444201398	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_0501000_pool4	"reticulocyte binding protein, putative"	Pb235
304	PBANKA_1023900	-1.553479243	0.169354099	0.028680811	-1.214771046	-1.892187441	Reduced	Not applied	Mf1 and Mf2	-0.992981032	0.287834676	0.082848801	-0.417311679	-1.568650384	No Power	Not applied	Mf1 and Mf2	pool4	PBANKA_1023900_pool4	"glutathione S-transferase, putative"	GST
