gene	Male gametcytes	difference.x	differencesd.x	p.x	diffmax.x	diffmin.x	phenotype.x	Condition.y	Female gametocytes	differencesd.y	p.y	diffmax.y	diffmin.y	power.y	minmax	classification												
PBANKA_135960	GFPsort	-0.212139164	0.287382405	0.230203361	0.362625646	-0.786903975	notreduced	RFPsort	-0.355461979	0.295385795	0.114414245	0.235309612	-0.94623357	notreduced	0.235309612	None												
PBANKA_080900	GFPsort	-0.210548157	0.139835814	0.066074516	0.069123471	-0.490219785	notreduced	RFPsort	0.032637164	0.12813054	0.600529571	0.288898244	-0.223623916	notreduced	0.069123471	None												
PBANKA_081280	GFPsort	-0.210035536	0.155005247	0.087705257	0.099974958	-0.52004603	notreduced	RFPsort	-0.060348656	0.145432564	0.339085696	0.230516472	-0.351213784	notreduced	0.099974958	None												
PBANKA_052230	GFPsort	-0.209452348	0.223946687	0.174822595	0.238441026	-0.657345723	notreduced	RFPsort	-0.32975254	0.256098896	0.09894289	0.182445251	-0.841950332	notreduced	0.182445251	None												
PBANKA_145870	GFPsort	-0.20941754	0.156217101	0.090032567	0.103016662	-0.521851742	notreduced	RFPsort	-0.194943059	0.160174236	0.111789027	0.125405412	-0.51529153	notreduced	0.103016662	None												
PBANKA_050570	GFPsort	-0.209093317	0.080804874	0.004831901	-0.047483569	-0.370703065	notreduced	RFPsort	0.441706999	0.071826903	1	0.585360805	0.298053193	notreduced	-0.047483569	None												
PBANKA_052480	GFPsort	-0.207917487	0.21330412	0.164842961	0.218690753	-0.634525727	notreduced	RFPsort	-0.572725399	0.233961674	0.007183672	-0.104802052	-1.040648746	nopower	-0.104802052	None												
PBANKA_142580	GFPsort	-0.207206841	0.156005245	0.092055309	0.10480365	-0.519217332	notreduced	RFPsort	-0.114877878	0.158875317	0.234818629	0.202872757	-0.432628512	notreduced	0.10480365	None												
PBANKA_081110	GFPsort	-0.206308832	0.320994881	0.26020391	0.435680931	-0.848298594	notreduced	RFPsort	0.236515969	0.340406229	0.756411261	0.917328427	-0.444296488	notreduced	0.435680931	None												
PBANKA_132380	GFPsort	-0.203982994	0.224200558	0.181457732	0.244418123	-0.65238411	notreduced	RFPsort	-0.249295826	0.24154568	0.151016001	0.233795533	-0.732387185	notreduced	0.233795533	None												
PBANKA_041350	GFPsort	-0.203063296	0.278414199	0.23289171	0.353765101	-0.759891693	notreduced	RFPsort	0.042951901	0.274630002	0.5621408	0.592211904	-0.506308102	notreduced	0.353765101	None												
PBANKA_112670	GFPsort	-0.202352792	0.623432311	0.37275001	1.04451183	-1.449217415	nopower	RFPsort	-0.553319112	0.789204115	0.2416171	1.025089118	-2.131727343	nopower	1.025089118	None												
PBANKA_091870	GFPsort	-0.198361629	0.138451058	0.075968906	0.078540488	-0.475263745	notreduced	RFPsort	0.024174479	0.134094018	0.571533648	0.292362515	-0.244013557	notreduced	0.078540488	None												
PBANKA_134230	GFPsort	-0.198311686	0.240637312	0.204938446	0.282962938	-0.679586309	notreduced	RFPsort	-0.039545046	0.246912244	0.436378188	0.454279442	-0.533369534	notreduced	0.282962938	None												
PBANKA_010080	GFPsort	-0.198019424	0.222087362	0.186296041	0.2461553	-0.642194149	notreduced	RFPsort	-0.925588227	0.300393686	0.001030665	-0.324800855	-1.526375598	nopower	-0.324800855	None												
PBANKA_131200	GFPsort	-0.197256705	0.285475373	0.244790231	0.373694041	-0.768207451	notreduced	RFPsort	-0.00212657	0.298909081	0.497161774	0.595691592	-0.599944732	notreduced	0.373694041	None												
PBANKA_122750	GFPsort	-0.196405832	0.326332167	0.27363412	0.456258501	-0.849070166	notreduced	RFPsort	0.293137902	0.327561678	0.814582139	0.948261258	-0.361985454	notreduced	0.456258501	None												
PBANKA_060880	GFPsort	-0.195482547	0.176175552	0.133587973	0.156868556	-0.547833651	notreduced	RFPsort	-0.089187896	0.185426934	0.315262963	0.281665973	-0.460041765	notreduced	0.156868556	None												
PBANKA_092500	GFPsort	-0.195283209	0.096763321	0.021787653	-0.001756567	-0.38880985	notreduced	RFPsort	0.177235093	0.098136842	0.964540796	0.373508777	-0.019038591	notreduced	-0.001756567	None												
PBANKA_101750	GFPsort	-0.195194071	0.143497088	0.086873035	0.091800105	-0.482188248	notreduced	RFPsort	-0.203628989	0.155974623	0.09585683	0.108320256	-0.515578235	notreduced	0.091800105	None												
PBANKA_030500	GFPsort	-0.19409144	0.282296856	0.245870069	0.370502272	-0.758685152	notreduced	RFPsort	0.357394744	0.267928315	0.908884843	0.893251373	-0.178461886	notreduced	0.370502272	None												
PBANKA_050500	GFPsort	-0.190623332	0.407143231	0.319821777	0.62366313	-1.004909794	nopower	RFPsort	-0.477776247	0.417545997	0.126260364	0.357315747	-1.31286824	nopower	0.357315747	None												
PBANKA_083570	GFPsort	-0.190540392	0.271405669	0.241323943	0.352270947	-0.73335173	notreduced	RFPsort	-0.063357488	0.291021658	0.413828657	0.518685827	-0.645400803	notreduced	0.352270947	None												
PBANKA_103270	GFPsort	-0.189970692	0.236630698	0.211040813	0.283290703	-0.663232087	notreduced	RFPsort	0.078939732	0.23869948	0.629567319	0.556338692	-0.398459228	notreduced	0.283290703	None												
PBANKA_051950	GFPsort	-0.189740692	0.239945001	0.214539859	0.290149309	-0.669630694	notreduced	RFPsort	-0.456781874	0.274109134	0.047814557	0.091436393	-1.005000142	nopower	0.091436393	None												
PBANKA_030060	GFPsort	-0.188309584	0.52976112	0.361122011	0.871212656	-1.247831824	nopower	RFPsort	-0.449573544	0.570790032	0.215455458	0.692006521	-1.591153608	nopower	0.692006521	None												
PBANKA_071870	GFPsort	-0.188024276	0.048331794	5.01E-05	-0.091360687	-0.284687864	notreduced	RFPsort	-0.076717326	0.04823976	0.055879777	0.019762193	-0.173196845	notreduced	-0.091360687	None												
PBANKA_090370	GFPsort	-0.186531423	0.199746259	0.17519273	0.212961095	-0.586023941	notreduced	RFPsort	-0.012864478	0.21260824	0.475875563	0.412352002	-0.438080957	notreduced	0.212961095	None												
PBANKA_083460	GFPsort	-0.185529085	0.05404448	0.000298585	-0.077440126	-0.293618045	notreduced	RFPsort	-0.140801543	0.052082368	0.003431295	-0.036636806	-0.244966279	notreduced	-0.077440126	None												
PBANKA_143660	GFPsort	-0.18545481	0.171265447	0.139437477	0.157076084	-0.527985704	notreduced	RFPsort	0.01519402	0.175092837	0.53457559	0.365379695	-0.334991655	notreduced	0.157076084	None												
PBANKA_021140	GFPsort	-0.183511937	0.130414501	0.079692399	0.077317065	-0.444340938	notreduced	RFPsort	-0.019361123	0.121501005	0.436696768	0.223640888	-0.262363133	notreduced	0.077317065	None												
PBANKA_083250	GFPsort	-0.182443507	0.341633016	0.296659146	0.500822525	-0.865709539	notreduced	RFPsort	-0.316810973	0.349503146	0.182345948	0.382195319	-1.015817266	nopower	0.382195319	None												
PBANKA_051810	GFPsort	-0.181186858	0.264689753	0.246821729	0.348192647	-0.710566363	notreduced	RFPsort	0.019411665	0.264406561	0.529262447	0.548224788	-0.509401457	notreduced	0.348192647	None												
PBANKA_111690	GFPsort	-0.179633246	0.239997358	0.227085312	0.300361469	-0.659627962	notreduced	RFPsort	0.260828676	0.242594126	0.858849535	0.746016928	-0.224359575	notreduced	0.300361469	None												
PBANKA_103980	GFPsort	-0.179536275	0.236294166	0.223687112	0.293052056	-0.652124607	notreduced	RFPsort	-0.031479416	0.233405083	0.446357206	0.435330749	-0.498289581	notreduced	0.293052056	None												
PBANKA_111870	GFPsort	-0.178506506	0.166172859	0.141361643	0.153839211	-0.510852224	notreduced	RFPsort	-0.073363219	0.166597905	0.329837835	0.259832591	-0.40655903	notreduced	0.153839211	None												
PBANKA_060090	GFPsort	-0.177576476	0.260314442	0.247568436	0.343052409	-0.698205361	notreduced	RFPsort	-0.444549086	0.309235497	0.0752774	0.173921908	-1.06302008	nopower	0.173921908	None												
PBANKA_090860	GFPsort	-0.177484658	0.164757218	0.14068437	0.152029777	-0.506999094	notreduced	RFPsort	-0.242783734	0.169452127	0.075963637	0.096120521	-0.581687988	notreduced	0.096120521	None												
PBANKA_142680	GFPsort	-0.177088392	0.073125583	0.007724	-0.030837226	-0.323339558	notreduced	RFPsort	0.022584266	0.066457269	0.633008249	0.155498804	-0.110330271	notreduced	-0.030837226	None												
PBANKA_124490	GFPsort	-0.176433737	0.521791809	0.367632415	0.86714988	-1.220017354	nopower	RFPsort	0.256585084	0.485296186	0.701499639	1.227177456	-0.714007287	notreduced	0.86714988	None												
PBANKA_070710	GFPsort	-0.17507336	0.133734228	0.095247856	0.092395096	-0.442541817	notreduced	RFPsort	-0.029535555	0.140668839	0.416847433	0.251802123	-0.310873233	notreduced	0.092395096	None												
PBANKA_141300	GFPsort	-0.174944458	0.140280261	0.106179182	0.105616064	-0.45550498	notreduced	RFPsort	-0.280932788	0.14747961	0.02839703	0.014026433	-0.575892008	notreduced	0.014026433	None												
PBANKA_132320	GFPsort	-0.174743539	0.120819392	0.074043694	0.066895246	-0.416382323	notreduced	RFPsort	0.192494882	0.119629432	0.946201997	0.431753745	-0.046763982	notreduced	0.066895246	None												
PBANKA_111630	GFPsort	-0.17357656	0.260191517	0.252350695	0.346806475	-0.693959595	notreduced	RFPsort	-0.222688274	0.260319567	0.196153269	0.297950861	-0.743327409	notreduced	0.297950861	None												
PBANKA_080610	GFPsort	-0.173478887	0.287231746	0.272932339	0.400984605	-0.747942378	notreduced	RFPsort	0.233737847	0.30666569	0.777027009	0.847069227	-0.379593533	notreduced	0.400984605	None												
PBANKA_122100	GFPsort	-0.173420028	0.291769013	0.276130868	0.410117998	-0.756958054	notreduced	RFPsort	0.176877695	0.286668758	0.73138617	0.750215211	-0.396459821	notreduced	0.410117998	None												
PBANKA_091360	GFPsort	-0.172966416	0.229025272	0.225055941	0.285084128	-0.631016959	notreduced	RFPsort	0.01723633	0.228659416	0.530043785	0.474555162	-0.440082502	notreduced	0.285084128	None												
PBANKA_133040	GFPsort	-0.172780725	0.434981678	0.345604904	0.697182631	-1.042744081	nopower	RFPsort	0.432562058	0.418548258	0.849310787	1.269658574	-0.404534458	notreduced	0.697182631	None												
PBANKA_051770	GFPsort	-0.170975559	0.132749844	0.098881163	0.094524129	-0.436475247	notreduced	RFPsort	0.09834151	0.131173341	0.773284261	0.360688192	-0.164005173	notreduced	0.094524129	None												
PBANKA_142890	GFPsort	-0.169501646	0.362504927	0.320040914	0.555508207	-0.8945115	notreduced	RFPsort	-1.788173003	0.547105276	0.000540738	-0.693962451	-2.882383554	nopower	-0.693962451	None												
PBANKA_111600	GFPsort	-0.168753838	0.504177744	0.36892155	0.83960165	-1.177109327	nopower	RFPsort	0.389968263	0.493083689	0.785491945	1.376135642	-0.596199116	notreduced	0.83960165	None												
PBANKA_135590	GFPsort	-0.166573452	0.139070878	0.115505347	0.111568304	-0.444715208	notreduced	RFPsort	-0.192995971	0.142686188	0.088093256	0.092376404	-0.478368346	notreduced	0.092376404	None												
PBANKA_093980	GFPsort	-0.16647742	0.336485964	0.310387264	0.506494508	-0.839449347	notreduced	RFPsort	-0.054065516	0.337363111	0.43633848	0.620660706	-0.728791737	notreduced	0.506494508	None												
PBANKA_121960	GFPsort	-0.165594392	0.201716292	0.205843867	0.237838193	-0.569026977	notreduced	RFPsort	0.604654421	0.193572463	0.999106914	0.991799346	0.217509496	notreduced	0.237838193	None												
PBANKA_050200	GFPsort	-0.163517607	0.200018813	0.206818193	0.236520018	-0.563555232	notreduced	RFPsort	0.085212608	0.203119537	0.66258175	0.491451682	-0.321026465	notreduced	0.236520018	None												
PBANKA_111760	GFPsort	-0.162738516	0.218016016	0.227697175	0.273293517	-0.598770548	notreduced	RFPsort	-0.025183108	0.234211841	0.457187128	0.443240575	-0.493606791	notreduced	0.273293517	None												
PBANKA_010620	GFPsort	-0.162694664	0.153519778	0.144626093	0.144344893	-0.469734221	notreduced	RFPsort	-0.016213511	0.148568169	0.456548979	0.280922828	-0.313349849	notreduced	0.144344893	None												
PBANKA_146130	GFPsort	-0.161797522	0.180538212	0.185074196	0.199278903	-0.522873947	notreduced	RFPsort	-0.278797911	0.199102659	0.080715916	0.119407406	-0.677003228	notreduced	0.119407406	None												
PBANKA_113980	GFPsort	-0.1606167	0.170297641	0.172801371	0.179978582	-0.501211982	notreduced	RFPsort	-0.148848105	0.179947256	0.204068571	0.211046406	-0.508742617	notreduced	0.179978582	None												
PBANKA_123360	GFPsort	-0.160549433	0.19946827	0.210442423	0.238387108	-0.559485973	notreduced	RFPsort	0.074207945	0.203465327	0.642339916	0.481138599	-0.332722709	notreduced	0.238387108	None												
PBANKA_030470	GFPsort	-0.159524773	0.1212302	0.094106638	0.082935627	-0.401985174	notreduced	RFPsort	-0.235995416	0.121908238	0.026443363	0.00782106	-0.479811893	notreduced	0.00782106	None												
PBANKA_134640	GFPsort	-0.154537435	0.247121199	0.265870428	0.339704963	-0.648779833	notreduced	RFPsort	0.078199487	0.24862853	0.623438222	0.575456547	-0.419057572	notreduced	0.339704963	None												
PBANKA_131510	GFPsort	-0.154494122	0.090124265	0.043242836	0.025754408	-0.334742651	notreduced	RFPsort	-0.242161031	0.098062624	0.006765992	-0.046035783	-0.43828628	notreduced	-0.046035783	None												
PBANKA_041780	GFPsort	-0.153448478	0.237348663	0.258974297	0.321248848	-0.628145804	notreduced	RFPsort	-0.043719395	0.237522367	0.426981495	0.43132534	-0.51876413	notreduced	0.321248848	None												
PBANKA_070330	GFPsort	-0.152729549	0.202177001	0.224997027	0.251624453	-0.55708355	notreduced	RFPsort	-0.073095151	0.212204221	0.365251452	0.35131329	-0.497503593	notreduced	0.251624453	None												
PBANKA_135920	GFPsort	-0.151637047	0.089645968	0.045369724	0.027654889	-0.330928982	notreduced	RFPsort	-0.1985872	0.100375161	0.023939002	0.002163121	-0.399337522	notreduced	0.002163121	None												
PBANKA_050170	GFPsort	-0.151288605	0.100868394	0.066825161	0.050448183	-0.353025393	notreduced	RFPsort	-0.071989568	0.097582375	0.230338888	0.123175182	-0.267154318	notreduced	0.050448183	None												
PBANKA_093370	GFPsort	-0.15104769	0.206842941	0.232617759	0.262638193	-0.564733572	notreduced	RFPsort	-0.314094138	0.215334869	0.072333334	0.1165756	-0.744763876	notreduced	0.1165756	None												
PBANKA_082740	GFPsort	-0.151011718	0.217277077	0.243521667	0.283542436	-0.585565871	notreduced	RFPsort	0.072806671	0.2182945	0.630630986	0.509395672	-0.363782329	notreduced	0.283542436	None												
PBANKA_122670	GFPsort	-0.150927083	0.159137401	0.171461057	0.16734772	-0.469201885	notreduced	RFPsort	-0.139754333	0.160198311	0.191499651	0.180642289	-0.460150955	notreduced	0.16734772	None												
PBANKA_100160	GFPsort	-0.150655465	0.60977294	0.402427745	1.068890414	-1.370201344	nopower	RFPsort	-0.19277266	0.799713123	0.404757304	1.406653586	-1.792198907	nopower	1.068890414	None												
PBANKA_112040	GFPsort	-0.150624217	0.121179972	0.1069377	0.091735727	-0.392984161	notreduced	RFPsort	0.003545946	0.128612942	0.510997717	0.26077183	-0.253679937	notreduced	0.091735727	None												
PBANKA_132790	GFPsort	-0.146412532	0.64037826	0.409576523	1.134343989	-1.427169052	nopower	RFPsort	-0.573736887	0.724006545	0.214050013	0.874276203	-2.021749977	nopower	0.874276203	None												
PBANKA_052180	GFPsort	-0.145349501	0.333569375	0.33151271	0.521789248	-0.81248825	notreduced	RFPsort	-0.106172202	0.397599548	0.394721874	0.689026893	-0.901371298	notreduced	0.521789248	None												
PBANKA_141360	GFPsort	-0.144536638	0.243214749	0.276163833	0.34189286	-0.630966137	notreduced	RFPsort	-0.127913575	0.264363551	0.314244458	0.400813527	-0.656640677	notreduced	0.34189286	None												
PBANKA_100570	GFPsort	-0.144489959	0.194109464	0.228325245	0.243728969	-0.532708888	notreduced	RFPsort	-0.230394673	0.20697561	0.132822242	0.183556547	-0.644345894	notreduced	0.183556547	None												
PBANKA_101410	GFPsort	-0.143910278	0.051366141	0.002542049	-0.041177996	-0.24664256	notreduced	RFPsort	-0.04253749	0.048956539	0.192455648	0.055375589	-0.140450568	notreduced	-0.041177996	None												
PBANKA_050650	GFPsort	-0.142338658	0.8053935	0.429859523	1.468448343	-1.753125658	nopower	RFPsort	0.12783673	0.833506505	0.560947618	1.794849741	-1.539176281	nopower	1.468448343	None												
PBANKA_120520	GFPsort	-0.142302496	0.185454747	0.221446666	0.228606998	-0.513211991	notreduced	RFPsort	-0.043944528	0.189542977	0.408329331	0.335141426	-0.423030483	notreduced	0.228606998	None												
PBANKA_110330	GFPsort	-0.141450031	0.262176639	0.294763405	0.382903248	-0.665803309	notreduced	RFPsort	0.061878735	0.266104342	0.591938983	0.594087418	-0.470329948	notreduced	0.382903248	None												
PBANKA_120230	GFPsort	-0.140531821	0.350005178	0.344021032	0.559478534	-0.840542176	notreduced	RFPsort	-0.062348296	0.38058695	0.434935863	0.698825603	-0.823522196	notreduced	0.559478534	None												
PBANKA_131720	GFPsort	-0.140084174	0.098456581	0.077396848	0.056828987	-0.336997335	notreduced	RFPsort	0.05209707	0.094012909	0.710261237	0.240122888	-0.135928747	notreduced	0.056828987	None												
PBANKA_124120	GFPsort	-0.138370607	0.262135832	0.298798802	0.385901057	-0.662642271	notreduced	RFPsort	0.057815554	0.270322165	0.584678311	0.598459885	-0.482828776	notreduced	0.385901057	None												
PBANKA_140270	GFPsort	-0.136640808	0.063237688	0.015357344	-0.010165432	-0.263116185	notreduced	RFPsort	-0.102380969	0.066187561	0.060952004	0.029994152	-0.234756091	notreduced	-0.010165432	None												
PBANKA_130050	GFPsort	-0.135392169	0.310679455	0.331493184	0.485966741	-0.75675108	notreduced	RFPsort	-0.403515726	0.343813806	0.120268408	0.284111886	-1.091143337	nopower	0.284111886	None												
PBANKA_141770	GFPsort	-0.134432228	0.150235012	0.185443555	0.166037796	-0.434902252	notreduced	RFPsort	-0.154995344	0.163538146	0.171625152	0.172080947	-0.482071635	notreduced	0.166037796	None												
PBANKA_110800	GFPsort	-0.133445436	0.140679207	0.171417216	0.147912978	-0.41480385	notreduced	RFPsort	-0.139976508	0.144535002	0.166407102	0.149093496	-0.429046512	notreduced	0.147912978	None												
PBANKA_100250	GFPsort	-0.132792131	0.198495742	0.251750183	0.264199353	-0.529783614	notreduced	RFPsort	0.174075348	0.206027078	0.800920823	0.586129505	-0.237978808	notreduced	0.264199353	None												
PBANKA_142210	GFPsort	-0.130354482	0.079915253	0.05142839	0.029476024	-0.290184988	notreduced	RFPsort	-0.147745316	0.082163732	0.036074113	0.016582149	-0.31207278	notreduced	0.016582149	None												
PBANKA_110480	GFPsort	-0.130104331	0.277378088	0.31951677	0.424651844	-0.684860506	notreduced	RFPsort	-0.777669434	0.317616567	0.007173545	-0.1424363	-1.412902567	nopower	-0.1424363	None												
PBANKA_111610	GFPsort	-0.13009908	0.123417585	0.145910032	0.116736091	-0.37693425	notreduced	RFPsort	0.040948507	0.115200767	0.638875035	0.27135004	-0.189453026	notreduced	0.116736091	None												
PBANKA_051760	GFPsort	-0.130026702	0.070296416	0.032178995	0.010566131	-0.270619535	notreduced	RFPsort	-0.125137228	0.07527692	0.048220457	0.025416612	-0.275691067	notreduced	0.010566131	None												
PBANKA_031180	GFPsort	-0.127423452	0.254381822	0.308215775	0.381340192	-0.636187097	notreduced	RFPsort	-0.074052148	0.240674541	0.379160699	0.407296935	-0.55540123	notreduced	0.381340192	None												
PBANKA_091100	GFPsort	-0.12522413	0.129209318	0.166233401	0.133194505	-0.383642765	notreduced	RFPsort	-0.070826741	0.143388298	0.31067052	0.215949854	-0.357603337	notreduced	0.133194505	None												
PBANKA_093150	GFPsort	-0.123578189	0.299522865	0.3399559	0.475467542	-0.72262392	notreduced	RFPsort	0.196838099	0.323874966	0.728326515	0.84458803	-0.450911833	notreduced	0.475467542	None												
PBANKA_145700	GFPsort	-0.123059713	0.199002179	0.268161204	0.274944645	-0.521064072	notreduced	RFPsort	-0.176498497	0.197133944	0.185307302	0.217769392	-0.570766386	notreduced	0.217769392	None												
PBANKA_113490	GFPsort	-0.122164759	0.165178014	0.229773024	0.208191268	-0.452520786	notreduced	RFPsort	0.239072462	0.153815473	0.939941295	0.546703408	-0.068558483	notreduced	0.208191268	None												
PBANKA_100640	GFPsort	-0.121367337	0.265027516	0.323496912	0.408687696	-0.65142237	notreduced	RFPsort	0.100000613	0.267240778	0.645871004	0.63448217	-0.434480944	notreduced	0.408687696	None												
PBANKA_110490	GFPsort	-0.119324777	0.212358009	0.287090775	0.305391241	-0.544040794	notreduced	RFPsort	0.107404305	0.213311491	0.692696854	0.534027286	-0.319218677	notreduced	0.305391241	None												
PBANKA_070350	GFPsort	-0.118535138	0.336623123	0.362370344	0.554711108	-0.791781383	notreduced	RFPsort	-0.127181734	0.377500243	0.368094244	0.627818753	-0.88218222	notreduced	0.554711108	None												
PBANKA_144240	GFPsort	-0.118410456	0.202566436	0.27942476	0.286722416	-0.523543328	notreduced	RFPsort	-0.412273385	0.228226179	0.035426021	0.044178974	-0.868725743	notreduced	0.044178974	None												
PBANKA_040280	GFPsort	-0.11618325	0.090254518	0.098997557	0.064325786	-0.296692287	notreduced	RFPsort	0.000841561	0.092258502	0.50363901	0.185358565	-0.183675443	notreduced	0.064325786	None												
PBANKA_051500	GFPsort	-0.115698778	0.240977577	0.315570114	0.366256377	-0.597653932	notreduced	RFPsort	0.297743962	0.244469891	0.888372185	0.786683744	-0.191195819	notreduced	0.366256377	None												
PBANKA_061140	GFPsort	-0.115546481	0.901246593	0.448992423	1.686946706	-1.918039668	nopower	RFPsort	0.553603248	0.829733673	0.747679706	2.213070595	-1.105864098	nopower	1.686946706	None												
PBANKA_093750	GFPsort	-0.115273425	0.208933121	0.290568718	0.302592816	-0.533139666	notreduced	RFPsort	-0.310773537	0.224941797	0.083551408	0.139110057	-0.760657132	notreduced	0.139110057	None												
PBANKA_041590	GFPsort	-0.115229795	0.295256209	0.348168259	0.475282623	-0.705742213	notreduced	RFPsort	-0.062049566	0.284986163	0.413820389	0.50792276	-0.632021892	notreduced	0.475282623	None												
PBANKA_052010	GFPsort	-0.114572618	0.157183959	0.233029023	0.1997953	-0.428940537	notreduced	RFPsort	0.053838076	0.155210627	0.635655908	0.364259331	-0.256583179	notreduced	0.1997953	None												
PBANKA_120290	GFPsort	-0.114357792	0.099561497	0.125357461	0.084765202	-0.313480785	notreduced	RFPsort	0.152804366	0.102968906	0.93109362	0.358742178	-0.053133446	notreduced	0.084765202	None												
PBANKA_071470	GFPsort	-0.11088476	0.168752393	0.255562952	0.226620025	-0.448389546	notreduced	RFPsort	-0.189129919	0.183628948	0.151515098	0.178127978	-0.556387816	notreduced	0.178127978	None												
PBANKA_100960	GFPsort	-0.109796014	0.18934948	0.281004828	0.268902946	-0.488494975	notreduced	RFPsort	-0.004168956	0.204994073	0.491887287	0.405819189	-0.414157101	notreduced	0.268902946	None												
PBANKA_083280	GFPsort	-0.108532254	0.196042897	0.28992124	0.28355354	-0.500618048	notreduced	RFPsort	-0.162523521	0.212182539	0.221849794	0.261841556	-0.586888598	notreduced	0.261841556	None												
PBANKA_111470	GFPsort	-0.107752065	0.185462295	0.280623004	0.263172525	-0.478676654	notreduced	RFPsort	0.044111041	0.201611333	0.586594143	0.447333706	-0.359111625	notreduced	0.263172525	None												
PBANKA_101240	GFPsort	-0.103880082	1.266082126	0.467304091	2.42828417	-2.636044334	nopower	RFPsort	2.672864722	0.892085781	0.998633151	4.457036284	0.88869316	notreduced	2.42828417	None												
PBANKA_136180	GFPsort	-0.100510674	0.176667239	0.28470301	0.252823804	-0.453845152	notreduced	RFPsort	-0.043072386	0.17428409	0.402400348	0.305495795	-0.391640566	notreduced	0.252823804	None												
PBANKA_071670	GFPsort	-0.098884347	0.639176497	0.438526607	1.179468648	-1.377237342	nopower	RFPsort	0.31328465	0.685244051	0.676231668	1.683772752	-1.057203452	nopower	1.179468648	None												
PBANKA_010520	GFPsort	-0.098714239	0.198574557	0.309554248	0.298434874	-0.495863353	notreduced	RFPsort	-0.070749893	0.216606075	0.371974136	0.362462257	-0.503962043	notreduced	0.298434874	None												
PBANKA_102340	GFPsort	-0.095281026	0.132535155	0.236097775	0.169789285	-0.360351337	notreduced	RFPsort	0.000692491	0.126605539	0.502182072	0.253903569	-0.252518587	notreduced	0.169789285	None												
PBANKA_010600	GFPsort	-0.094651605	0.472868993	0.420675949	0.851086382	-1.040389591	nopower	RFPsort	-0.550639616	0.566703054	0.165611211	0.582766492	-1.684045724	nopower	0.582766492	None												
PBANKA_071960	GFPsort	-0.093065513	0.219302902	0.335648097	0.345540291	-0.531671317	notreduced	RFPsort	0.407027996	0.207892725	0.974877667	0.822813446	-0.008757454	notreduced	0.345540291	None												
PBANKA_011110	GFPsort	-0.092966948	0.269531758	0.365077181	0.446096567	-0.632030464	notreduced	RFPsort	0.027526049	0.289896594	0.537823233	0.607319238	-0.552267139	notreduced	0.446096567	None												
PBANKA_010330	GFPsort	-0.091876828	0.155446159	0.277242651	0.219015491	-0.402769146	notreduced	RFPsort	-0.761557462	0.187710821	2.48E-05	-0.386135821	-1.136979103	nopower	-0.386135821	None												
PBANKA_051700	GFPsort	-0.091322056	0.254737184	0.359986383	0.418152312	-0.600796424	notreduced	RFPsort	-0.141587388	0.268250176	0.298812681	0.394912964	-0.678087739	notreduced	0.394912964	None												
PBANKA_123340	GFPsort	-0.089771126	0.219237691	0.341097609	0.348704256	-0.528246507	notreduced	RFPsort	0.507802141	0.204545646	0.99347837	0.916893432	0.09871085	notreduced	0.348704256	None												
PBANKA_121140	GFPsort	-0.089223684	0.205023137	0.331712853	0.32082259	-0.499269959	notreduced	RFPsort	0.106767704	0.209249001	0.695059161	0.525265705	-0.311730297	notreduced	0.32082259	None												
PBANKA_010590	GFPsort	-0.089149456	0.184423219	0.314407274	0.279696981	-0.457995894	notreduced	RFPsort	-0.097298791	0.20128574	0.314410699	0.30527269	-0.499870272	notreduced	0.279696981	None												
PBANKA_135750	GFPsort	-0.088249924	0.111221322	0.21375427	0.134192721	-0.310692568	notreduced	RFPsort	0.041737761	0.108390087	0.64990719	0.258517936	-0.175042413	notreduced	0.134192721	None												
PBANKA_102970	GFPsort	-0.087683916	0.191774787	0.323755249	0.295865659	-0.47123349	notreduced	RFPsort	-0.248907154	0.198748943	0.10521759	0.148590731	-0.64640504	notreduced	0.148590731	None												
PBANKA_114550	GFPsort	-0.083327474	0.298784006	0.390165133	0.514240539	-0.680895486	notreduced	RFPsort	0.57403403	0.268158547	0.983848929	1.110351123	0.037716937	notreduced	0.514240539	None												
PBANKA_112390	GFPsort	-0.083026978	0.146753965	0.285779733	0.210480951	-0.376534908	notreduced	RFPsort	-0.16605535	0.153100262	0.139045368	0.140145174	-0.472255874	notreduced	0.140145174	None												
PBANKA_130980	GFPsort	-0.082856132	0.100660912	0.205219534	0.118465693	-0.284177957	notreduced	RFPsort	0.127242528	0.100527142	0.89719923	0.328296811	-0.073811756	notreduced	0.118465693	None												
PBANKA_020420	GFPsort	-0.081674859	0.073663355	0.133767225	0.065651851	-0.229001569	notreduced	RFPsort	0.10763496	0.075138015	0.923999142	0.25791099	-0.04264107	notreduced	0.065651851	None												
PBANKA_081300	GFPsort	-0.080438735	0.259832476	0.378440481	0.439226217	-0.600103687	notreduced	RFPsort	0.086257412	0.268161575	0.626145649	0.622580563	-0.450065738	notreduced	0.439226217	None												
PBANKA_083210	GFPsort	-0.079962204	0.320082543	0.401364263	0.560202883	-0.720127291	notreduced	RFPsort	-0.327861661	0.341602025	0.168583808	0.355342388	-1.011065711	nopower	0.355342388	None												
PBANKA_090850	GFPsort	-0.077736563	0.178722167	0.331796606	0.279707771	-0.435180897	notreduced	RFPsort	-0.030721443	0.182775436	0.433258993	0.33482943	-0.396272316	notreduced	0.279707771	None												
