	pbanka_id	Gene IDs	gene_product	gene_symbol	pool	GCKO2_RGR	GCKO2_sd	GCKO2_var	GCKO2_diff_max	GCKO2_diff_min	GCKO2_pheno	GCKO2_relative_filter	GCKO2_feed	GCKO2_pvalue	GCKO2_fdr	g145480_RGR	g145480_sd	g145480_var	g145480_diff_max	g145480_diff_min	g145480_pheno	g145480_relative_filter	g145480_feed	g145480_pvalue	g145480_fdr
133	PBANKA_1414400	PBANKA_1414400_pool6	exportin-T, putative	NA	pool6	-2.7560396090071597	0.3880334804937964	0.15056998198412944	-1.979972648019567	-3.5321065699947525	Reduced	Not applied	Mf1 and Mf2	6.122879980807738e-13	2.296079992802902e-12	-3.385066817809236	0.3666560513772131	0.1344366600115295	-2.65175471505481	-4.1183789205636625	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
134	PBANKA_0610400	PBANKA_0610400_pool6	non-SERCA-type Ca2+ -transporting P-ATPase, putative	ATP4	pool6	-1.1745463288886815	0.09334480975608504	0.008713253508399708	-0.9878567093765114	-1.3612359484008516	No Power	applied	no data			-3.3737771517903647	0.5464180131208395	0.29857264506292586	-2.2809411255486856	-4.466613178032044	No Power	applied	no data		
135	PBANKA_0414500	PBANKA_0414500_pool6	protein YOP1, putative	YOP1	pool6	-0.7505813991608855	0.09339805321437593	0.008723196344235398	-0.5637852927321336	-0.9373775055896374	Not Reduced	Not applied	Mf1 and Mf2	4.440892098500626e-16	1.810517547850255e-15	-3.3044052602296348	0.5307660569151493	0.2817126071732555	-2.242873146399336	-4.365937374059934	Reduced	Not applied	Mf1 and Mf2	2.3966206796899314e-10	1.0340974414217667e-09
136	PBANKA_1018400	PBANKA_1018400_pool6	protein arginine N-methyltransferase 1, putative	PRMT1	pool6	-3.268867761150174	0.06275503312764048	0.003938194182851255	-3.143357694894893	-3.3943778274054552	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-3.2924709915946013	0.4269634905541538	0.18229782226618696	-2.438544010486294	-4.146397972702909	Reduced	Not applied	Mf1 and Mf2	6.217248937900877e-15	3.3688814012346606e-14
137	PBANKA_1110500	PBANKA_1110500_pool2	translationally-controlled tumor protein homolog	TCTP	pool2	-1.5957111300654887	0.10815115979661734	0.011696673365353459	-1.379408810472254	-1.8120134496587235	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-3.23240501363791	0.9664726115377292	0.9340693088525585	-1.2994597905624514	-5.165350236713368	Reduced	Not applied	Mf1 and Mf2	0.00041209770893690933	0.0011363167595538446
138	PBANKA_0718400	PBANKA_0718400_pool6	histone acetyltransferase, putative	HAT1	pool6	-5.031044686358481	1.4064117148897912	1.977993911779243	-2.2182212565788983	-7.843868116138063	No Power	applied	no data			-3.2226410675366983	0.599230410565001	0.35907708494589974	-2.0241802464066962	-4.4211018886667	Reduced	Not applied	Mf1 and Mf2	3.766591649689843e-08	1.4688131454020644e-07
139	PBANKA_0709900	PBANKA_0709900_pool1	conserved Plasmodium protein, unknown function	NA	pool1	-3.797702998626975	0.3172184696719646	0.10062755750102312	-3.1632660592830457	-4.432139937970904	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-3.183236308874548	0.6557063655164129	0.4299508377787437	-1.8718235778417223	-4.494649039907374	Reduced	Not applied	Mf1 and Mf2	6.029448671451831e-07	2.1950961569504324e-06
140	PBANKA_1322200	PBANKA_1322200_pool1	spindle assembly abnormal protein 4, putative	SAS4	pool1	-0.010168949794019243	0.19874932695461095	0.039501294964910845	0.3873297041152027	-0.4076676037032411	Not Reduced	Not applied	Mf1 and Mf2	0.4795971399411664	0.7034681296185006	-3.1286280450198283	1.522171084713314	2.317004811137307	-0.08428587559320011	-6.172970214446456	No Power	Not applied	Mf1 and Mf2	0.0199215369886262	0.04191167601218875
141	PBANKA_0811100	PBANKA_0811100_pool2	helicase SKI2W, putative	NA	pool2	-0.17898609225983786	0.2696576710572551	0.07271525956002278	0.3603292498546723	-0.718301434374348	Not Reduced	Not applied	Mf1	0.25342420090548234	0.4145519335799557	-3.0262218172836377	0.1933621478628812	0.037388920226146725	-2.6394975215578755	-3.4129461130094	Reduced	Not applied	Mf2	0.0	0.0
142	PBANKA_0416800	PBANKA_0416800_pool3	ubiquitin specific protease, putative	NA	pool3	-3.034440366441853	0.10879689216930875	0.011836763745700196	-2.8168465821032354	-3.2520341507804704	Reduced	Not applied	Mf1	0.0	0.0	-3.024950926818193	0.6782246076097461	0.45998861836739413	-1.6685017115987006	-4.381400142037685	Reduced	Not applied	Mf1 and Mf2	4.096032835021468e-06	1.3732023749064779e-05
143	PBANKA_1463500	PBANKA_1463500_pool6	translation initiation factor eIF-2B subunit beta, putative	NA	pool6	-8.90903685372467	0.5398496588082333	0.291437654115366	-7.829337536108204	-9.988736171341136	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-3.0145403309479155	0.5631164803143446	0.31710017040161564	-1.8883073703192264	-4.140773291576605	Reduced	Not applied	Mf1 and Mf2	4.3178478570382595e-08	1.6747168288382527e-07
144	PBANKA_0942300	PBANKA_0942300_pool2	radial spoke head protein, putative	NA	pool2	-0.48454891139972606	0.6424647775314734	0.4127609903685655	0.8003806436632206	-1.7694784664626728	No Power	applied	no data			-3.0014906871909695	2.7240202458025755	7.420286299542324	2.4465498044141816	-8.449531178796121	No Power	Not applied	Mf1 and Mf2	0.13526113156942077	0.2321609109073668
145	PBANKA_1030400	PBANKA_1030400_pool2	conserved Plasmodium protein, unknown function	NA	pool2	0.02907020066472373	0.266711994139541	0.07113528781789055	0.5624941889438058	-0.5043537876143582	Not Reduced	Not applied	Mf1 and Mf2	0.5433966631863961	0.7783790040237567	-2.9895915698455937	0.4873848778011178	0.23754401910921052	-2.014821814243358	-3.9643613254478294	Reduced	Not applied	Mf1 and Mf2	4.2863335103504596e-10	1.8241382792906979e-09
146	PBANKA_1011600	PBANKA_1011600_pool6	chromatin assembly factor 1 P55 subunit, putative	NA	pool6	-5.753636094530088	0.5162089806959436	0.266471711751145	-4.721218133138201	-6.786054055921975	No Power	applied	no data			-2.967306200756856	0.12169510685864306	0.014809699033336551	-2.7239159870395695	-3.210696414474142	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
147	PBANKA_0106600	PBANKA_0106600_pool6	diphthine methyltransferase, putative	DPH7	pool6	-1.311533561339767	0.15746010730814405	0.02479368539349224	-0.9966133467234788	-1.6264537759560551	No Power	Not applied	Mf1 and Mf2	0.0	0.0	-2.961927689915353	0.09357501198982546	0.008756282868895978	-2.774777665935702	-3.149077713895004	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
148	PBANKA_1306200	PBANKA_1306200_pool6	tRNA import protein tRIP	tRIP	pool6	-2.324094586076139	0.15694061960474678	0.02463035808192183	-2.0102133468666454	-2.6379758252856322	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-2.9505978291361026	0.17450009003458222	0.0304502814220773	-2.601597649066938	-3.2995980092052672	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
149	PBANKA_0203000	PBANKA_0203000_pool6	chromatin assembly factor 1 protein WD40 domain, putative	NA	pool6	-0.07723023260863829	0.13323296211135874	0.017751022192966752	0.1892356916140792	-0.3436961568313558	Not Reduced	Not applied	Mf1 and Mf2	0.2810709139721531	0.44960035534781034	-2.938362879605594	0.3433649690934693	0.11789950200055913	-2.2516329414186553	-3.6250928177925323	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
150	PBANKA_1144300	PBANKA_1144300_pool6	ribosomal protein L1, putative	NA	pool6	-1.9253354683507096	0.09343321256560387	0.008729765210329317	-1.7384690432195018	-2.112201893481917	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-2.931326514784594	0.26921004493199807	0.07247404829228841	-2.392906424920598	-3.46974660464859	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
151	PBANKA_0827800	PBANKA_0827800_pool6	HSP90 co-chaperone p23, putative	P23	pool6	-1.831276541786921	1.0687947425417093	1.1423222016847987	0.3063129432964975	-3.9688660268703395	No Power	applied	no data			-2.910785634925071	0.34339517381502044	0.1179202453994481	-2.22399528729503	-3.597575982555112	No Power	applied	no data		
152	PBANKA_1208700	PBANKA_1208700_pool6	succinate dehydrogenase subunit 4, putative	SDH4	pool6	-5.935941474751711	0.08781521367211782	0.007711511752279709	-5.760311047407476	-6.111571902095947	No Power	applied	no data			-2.8914595169065076	0.2540292920652273	0.06453088122716054	-2.383400932776053	-3.3995181010369624	No Power	applied	no data		
153	PBANKA_0409400	PBANKA_0409400_pool1	kinase-related protein PKRP	PKRP	pool1	0.44967876189108275	0.1088679933114491	0.011852239967661726	0.667414748513981	0.23194277526818455	Not Reduced	Not applied	Mf2	0.9999819008948659	1.0	-2.870985466375507	0.43374230118165835	0.1881323838343604	-2.00350086401219	-3.7384700687388235	Reduced	Not applied	Mf1	1.8069101770379348e-11	8.29576495073574e-11
154	PBANKA_1034400	PBANKA_1034400_pilot,pool6	plasmepsin IV	PM4	pilot,pool6	-2.0807983677701474	0.21990243648648505	0.0483570815726926	-1.6409934947971774	-2.5206032407431174	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.0	0.0	-2.8614472446596744	0.107393179684318	0.011533295042708211	-2.6466608852910385	-3.0762336040283103	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.0	0.0
155	PBANKA_0912600	PBANKA_0912600_pool2	conserved Plasmodium protein, unknown function	NA	pool2	-0.9711477367410886	0.251720052635866	0.06336298489900315	-0.46770763146935657	-1.4745878420128204	No Power	applied	no data			-2.8020521384707306	0.5070662154243976	0.2571161468248216	-1.7879197076219355	-3.8161845693195255	Reduced	Not applied	Mf1 and Mf2	1.6379927636478442e-08	6.551971054591377e-08
156	PBANKA_1118500	PBANKA_1118500_pool6	conserved Plasmodium protein, unknown function	NA	pool6	-0.7257358215430165	0.14701606655240235	0.021613723824540392	-0.43170368843821183	-1.019767954647821	Not Reduced	Not applied	Mf1 and Mf2	3.978098539469954e-07	1.1584572669885031e-06	-2.7925735183217566	0.22090414065337066	0.048798639357804166	-2.350765237015015	-3.234381799628498	No Power	applied	no data		
157	PBANKA_1014400	PBANKA_1014400_pool6	acid phosphatase, putative	NA	pool6	-3.3464526204062666	0.33985885143809796	0.11550403890082313	-2.6667349175300705	-4.026170323282463	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-2.685872759429773	0.12423070367022461	0.015433267734399158	-2.437411352089324	-2.9343341667702223	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
158	PBANKA_0719600	PBANKA_0719600_pool3	memo-like protein	NA	pool3	-2.478435635389313	0.14548080409579897	0.02116466436036024	-2.187474027197715	-2.7693972435809107	Reduced	Not applied	Mf1	0.0	0.0	-2.600563826295485	0.28181772444681535	0.07942122981238116	-2.0369283774018543	-3.164199275189116	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
159	PBANKA_1438700	PBANKA_1438700_pool3	citrate/oxoglutarate carrier protein, putative	YHM2	pool3	-1.5400989970767018	0.08390619004616477	0.007040248728063121	-1.3722866169843724	-1.7079113771690313	Reduced	Not applied	Mf1	0.0	0.0	-2.5988028593005628	0.7822057968237434	0.6118459085846673	-1.034391265653076	-4.16321445294805	No Power	Not applied	Mf1 and Mf2	0.00044622852926690104	0.001223191144931623
160	PBANKA_1114400	PBANKA_1114400_pool1	inositol polyphosphate multikinase, putative	NA	pool1	-8.348617669279786	0.36639725002538637	0.1342469448261655	-7.615823169229014	-9.081412169330559	Reduced	Not applied	Mf1	0.0	0.0	-2.5910230797723406	0.6408103762106511	0.4106379382592362	-1.3094023273510385	-3.872643832193643	Reduced	Not applied	Mf1 and Mf2	2.634600689355171e-05	8.295431900266958e-05
161	PBANKA_0106000	PBANKA_0106000_pool1	G-protein associated signal transduction protein, putative	NA	pool1	-1.091776347172349	0.3969040441173897	0.15753282023673884	-0.2979682589375695	-1.8855844354071283	No Power	applied	no data			-2.55595022880231	1.2434353273382075	1.5461314132726753	-0.06907957412589516	-5.042820883478726	No Power	Not applied	Mf1 and Mf2	0.019912694200633352	0.04191167601218875
162	PBANKA_1119200	PBANKA_1119200_pilot,pool4	secreted ookinete protein 25	PSOP25	pilot,pool4	-1.8240865746129604	0.32741595315436006	0.10720120637997811	-1.1692546683042404	-2.4789184809216804	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	1.2652459302486818e-08	4.088904530681716e-08	-2.5516788216778616	0.18021785195573925	0.03247847416354075	-2.1912431177663834	-2.91211452558934	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.0	0.0
163	PBANKA_1131800	PBANKA_1131800_pool6	histone-lysine N-methyltransferase, putative	NA	pool6	-4.090052908775277	0.27778126473586146	0.07716243103825475	-3.5344903793035543	-4.645615438247	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-2.542239590547242	0.12400411653613555	0.015377020917907488	-2.294231357474971	-2.7902478236195134	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
164	PBANKA_0307800	PBANKA_0307800_pool6	conserved Plasmodium protein, unknown function	NA	pool6	-2.8620971903405574	0.5287124109602998	0.27953681350345294	-1.804672368419958	-3.919522012261157	Reduced	Not applied	Mf1 and Mf2	3.093086742289586e-08	9.568108794242104e-08	-2.541413191470393	0.09217264190164089	0.008495795915128125	-2.357067907667111	-2.7257584752736745	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
165	PBANKA_1002400	PBANKA_1002400_pool6	dipeptidyl aminopeptidase 3, putative	DPAP3	pool6	-3.896345301339587	0.37572946519776274	0.1411726310177968	-3.1448863709440613	-4.647804231735112	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-2.4648256968784796	0.102531679692844	0.010512745340635959	-2.2597623374927918	-2.6698890562641675	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
166	PBANKA_1326100	PBANKA_1326100_pool2	conserved Plasmodium protein, unknown function	NA	pool2	0.29820437962375296	0.07917947207464883	0.0062693887980200935	0.45656332377305064	0.1398454354744553	Not Reduced	Not applied	Mf2	0.9999171188344708	1.0	-2.4578699125561605	0.5255781416595963	0.2762323829903547	-1.406713629236968	-3.509026195875353	Reduced	Not applied	Mf1 and Mf2	1.4590124873814503e-06	5.150756205452695e-06
167	PBANKA_1145500	PBANKA_1145500_pool2	conserved protein, unknown function	NA	pool2	-0.7557739052326445	0.5944205814883975	0.3533358276970046	0.43306725774415045	-1.9446150682094396	No Power	applied	no data			-2.4417111504557014	0.25274597318138176	0.06388052695940374	-1.936219204092938	-2.947203096818465	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
168	PBANKA_0201600	PBANKA_0201600_pool6	early transcribed membrane protein	ETRAMP	pool6	0.7200340994057858	0.1845030662294827	0.03404138144808088	1.0890402318647512	0.35102796694682037	No Power	applied	no data			-2.438807155915293	1.0989446530369866	1.207679350438583	-0.2409178498413196	-4.636696461989266	No Power	Not applied	Mf1 and Mf2	0.013235657686434643	0.02868751852036532
169	PBANKA_0829400	PBANKA_0829400_pool6	conserved Plasmodium protein, unknown function	NA	pool6	-1.7011741802669087	0.2246115773142101	0.05045036066357739	-1.2519510256384885	-2.150397334895329	Reduced	Not applied	Mf1 and Mf2	1.8096635301390052e-14	6.983895662429656e-14	-2.404010217772847	0.14745147005309459	0.02174193602081865	-2.1091072776666575	-2.698913157879036	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
170	PBANKA_0312300	PBANKA_0312300_pool6	conserved Plasmodium protein, unknown function	NA	pool6	-4.4025357595144	0.9546578262042603	0.9113715651330437	-2.4932201071058797	-6.3118514119229205	Reduced	Not applied	Mf1 and Mf2	1.9975469922606237e-06	5.476033996024814e-06	-2.396280883585522	0.10812619245495729	0.011691273494806462	-2.1800284986756076	-2.6125332684954365	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
171	PBANKA_0831700	PBANKA_0831700_pool4	NifU-like protein, putative	NFU1	pool4	-1.7941465506393044	0.3115149956810306	0.0970415925341525	-1.1711165592772432	-2.4171765420013656	Reduced	Not applied	Mf1 and Mf2	4.220103932972563e-09	1.3863564573194992e-08	-2.3702199038439016	0.30471200782226643	0.09284940771107696	-1.7607958881993686	-2.9796439194884345	Reduced	Not applied	Mf1 and Mf2	3.6637359812630166e-15	2.0085893732571364e-14
172	PBANKA_0105300	PBANKA_0105300_pool1	conserved Plasmodium protein, unknown function	NA	pool1	-4.681211384809648	0.947643571312995	0.8980283382508476	-2.7859242421836585	-6.576498527435638	Reduced	Not applied	Mf1 and Mf2	3.909255351652874e-07	1.1468110717948468e-06	-2.3609992702977527	1.0086759884591898	1.0174272496941235	-0.34364729337937305	-4.378351247216132	No Power	Not applied	Mf1 and Mf2	0.009624033297314205	0.021877070812431315
173	PBANKA_1345800	PBANKA_1345800_pool6	RNA-binding protein, putative	NA	pool6	-5.039748534722281	0.1674824274466805	0.02805036350343259	-4.70478367982892	-5.374713389615642	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-2.3371795557274315	0.11109146376216991	0.01234131332082151	-2.114996628203092	-2.559362483251771	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
174	PBANKA_1407000	PBANKA_1407000_pool1	conserved Plasmodium protein, unknown function	NA	pool1	0.023222339865665863	0.4343147936927135	0.18862934002034426	0.8918519272510929	-0.845407247519761	Not Reduced	Not applied	Mf1 and Mf2	0.5213208504330479	0.7535455928986784	-2.3152552624938676	0.1965783736678697	0.03864305699390461	-1.9220985151581282	-2.708412009829607	Reduced	Not applied	Mf1	0.0	0.0
175	PBANKA_1348100	PBANKA_1348100_pool3	conserved protein, unknown function	NA	pool3	-0.002255459151412222	0.2990329233483818	0.08942068924627918	0.5958103875453513	-0.6003213058481758	No Power	applied	no data			-2.228291613816575	0.35238365905617347	0.12417424316981752	-1.5235242957042279	-2.933058931928922	Reduced	Not applied	Mf1 and Mf2	1.278672723259433e-10	5.67487132417996e-10
176	PBANKA_0507800	PBANKA_0507800_pool4	conserved protein, unknown function	NA	pool4	0.2780655023858124	0.35363699257442566	0.12505912251708437	0.9853394875346637	-0.4292084827630389	No Power	applied	no data			-2.225759148139556	0.2816810009267674	0.07934418628310555	-1.6623971462860214	-2.789121149993091	Reduced	Not applied	Mf2	1.3322676295501878e-15	7.390913278218899e-15
177	PBANKA_1422200	PBANKA_1422200_pilot,pool3	cation diffusion facilitator family protein, putative	CDF	pilot,pool3	-1.6240237246816882	0.4896656239309068	0.23977242325964426	-0.6446924768198746	-2.6033549725435017	No Power	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.00045560413247525133	0.0010747931315068986	-2.189193934646633	0.24968319374298595	0.062341697237697453	-1.689827547160661	-2.688560322132605	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.0	0.0
178	PBANKA_1143100	PBANKA_1143100_pool4	CLAMP domain-containing protein, putative	NA	pool4	0.11768280550178888	0.5360969491745438	0.28739993891425336	1.1898767038508764	-0.9545110928472986	Not Reduced	Not applied	Mf1 and Mf2	0.5868766295862125	0.8301902500374359	-2.1884391971949038	0.19441378629747968	0.037796720302522104	-1.7996116245999443	-2.5772667697898632	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
179	PBANKA_1405000	PBANKA_1405000_pool4	MORN repeat protein, putative	NA	pool4	0.691005026117193	0.2947015379865188	0.08684899649161959	1.2804081020902307	0.1016019501441554	No Power	applied	no data			-2.188281592840278	0.43959341642604177	0.19324237176511935	-1.3090947599881946	-3.0674684256923617	Reduced	Not applied	Mf1 and Mf2	3.2127776572465905e-07	1.188217768473739e-06
180	PBANKA_0103300	PBANKA_0103300_pool1	conserved Plasmodium protein, unknown function	NA	pool1	-5.085301092214479	1.2793080442722888	1.6366290721397885	-2.5266850036699013	-7.643917180759057	Reduced	Not applied	Mf1 and Mf2	3.518366287591501e-05	8.907965600749182e-05	-2.1642630079492475	0.10461322897801781	0.010943927677207184	-1.9550365499932119	-2.373489465905283	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
181	PBANKA_1361500	PBANKA_1361500_pool1	WD repeat-containing protein 16, putative	WDR16	pool1	0.07327609106923763	0.3000020411443947	0.09000122469080309	0.673280173358027	-0.5267279912195518	Not Reduced	Not applied	Mf1 and Mf2	0.5964821622586958	0.8407860265880552	-2.1244013570021627	0.09628537128247944	0.009270872723004916	-1.931830614437204	-2.3169720995671215	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
182	PBANKA_0927700	PBANKA_0927700_pool1	DDRGK domain-containing protein, putative	NA	pool1	0.8608575047662286	0.15674453718502482	0.024568849937347627	1.1743465791362782	0.547368430396179	Not Reduced	Not applied	Mf2	0.9999999801414782	1.0	-2.095629552574218	0.14474287964569682	0.020950501208128677	-1.8061437932828244	-2.385115311865612	Reduced	Not applied	Mf2	0.0	0.0
183	PBANKA_0820400	PBANKA_0820400_pool4	major facilitator superfamily domain-containing protein, putative	MFS3	pool4	0.46988091185138636	0.2229607928305022	0.04971151513960613	0.9158024975123908	0.023959326190381935	No Power	applied	no data			-2.0432648368976993	0.4841981072065677	0.23444780702242282	-1.0748686224845638	-3.011661051310835	No Power	Not applied	Mf1 and Mf2	1.2220843900290213e-05	3.968580667271944e-05
184	PBANKA_0410500	PBANKA_0410500_pool2	major facilitator superfamily-related transporter, putative	MFR3	pool2	-0.8720789859167809	0.09116276774323188	0.00831065022260644	-0.6897534504303171	-1.0544045214032447	Not Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-2.0390934451558085	0.4441620209439565	0.19727990084901967	-1.1507694032678955	-2.9274174870437215	No Power	Not applied	Mf1 and Mf2	2.2069313581063454e-06	7.67485084236983e-06
185	PBANKA_1202000	PBANKA_1202000_pool1	inner membrane complex protein 1c	IMC1c	pool1	-0.706050262706781	0.7145005672202432	0.5105110605580493	0.7229508717337055	-2.1350513971472673	No Power	applied	no data			-2.0276752284245254	0.4592258791503314	0.21088840808139478	-1.1092234701238626	-2.9461269867251882	No Power	applied	no data		
186	PBANKA_1409200	PBANKA_1409200_pool4	RNA-binding protein, putative	NA	pool4	-0.34399877877659674	0.3785261592864706	0.14328205326416651	0.41305353979634446	-1.101051097349538	Not Reduced	Not applied	Mf1 and Mf2	0.18173189448204852	0.3067449174378526	-2.025543872678834	0.4324022571676944	0.18697171200371696	-1.160739358343445	-2.890348387014223	Reduced	Not applied	Mf1 and Mf2	1.403926017551349e-06	4.97512946143672e-06
187	PBANKA_0805700	PBANKA_0805700_pool6	heat shock protein 90, putative	HSP90	pool6	-1.5891550044637741	0.20034924378475513	0.04013981948512325	-1.1884565168942638	-1.9898534920332844	No Power	applied	no data			-2.0245248837561958	0.6696002846475663	0.44836454120010183	-0.6853243144610632	-3.3637254530513285	No Power	applied	no data		
188	PBANKA_1449000	PBANKA_1449000_pilot,pool2	microgamete surface protein MiGS, putative	MiGS	pilot,pool2	0.0012685196020777614	0.1743927205542771	0.030412820982322186	0.35005396071063194	-0.34751692150647645	Not Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.5029018507111723	0.7335907730557468	-1.999259375903285	0.415237466029082	0.17242215319425305	-1.1687844438451211	-2.829734307961449	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	7.369677640367556e-07	2.641745984931755e-06
189	PBANKA_0509700	PBANKA_0509700_pool1	conserved Plasmodium protein, unknown function	NA	pool1	-0.8302221138790387	0.2882229030103717	0.08307244181972613	-0.2537763078582953	-1.406667919899782	No Power	applied	no data			-1.9919690252825948	0.11540134058155127	0.013317469408019192	-1.7611663441194922	-2.2227717064456973	Reduced	Not applied	Mf2	0.0	0.0
190	PBANKA_0934700	PBANKA_0934700_pool3	conserved Plasmodium protein, unknown function	NA	pool3	0.041899285737258346	0.16534718158276188	0.027339690457362825	0.3725936489027821	-0.2887950774282654	Not Reduced	Not applied	Mf1 and Mf2	0.6000211603161447	0.8442775618607701	-1.9910755400849272	0.10385705617755739	0.010786288117868312	-1.7833614277298124	-2.198789652440042	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
191	PBANKA_1218100	PBANKA_1218100_pool1	oocyst capsule protein Cap380	Cap380	pool1	-2.805730520662241	0.10489624292553316	0.011003221779892467	-2.5959380348111747	-3.015523006513307	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-1.9836159474833603	0.2721813083679812	0.07408266462490608	-1.4392533307473978	-2.527978564219323	Reduced	Not applied	Mf1 and Mf2	1.574296248918472e-13	8.017727344218667e-13
192	PBANKA_0101600	PBANKA_0101600_pool2	JmjC domain-containing protein, putative	JmjC2	pool2	0.11975918909367912	0.6709574485465486	0.4501838977600944	1.4616740861867763	-1.222155707999418	No Power	applied	no data			-1.9753297856703989	0.23720235814534443	0.056264958709712244	-1.50092506937971	-2.4497345019610877	Reduced	Not applied	Mf1	0.0	0.0
193	PBANKA_0621400	PBANKA_0621400_pool6	RNA-binding protein, putative	NA	pool6	-6.413532601611859	0.41799334732981974	0.1747184384119873	-5.57754590695222	-7.249519296271498	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-1.9680267260170263	0.5150092111962816	0.2652344876170162	-0.9380083036244631	-2.99804514840959	No Power	Not applied	Mf1 and Mf2	6.636351143196606e-05	0.00020016437752295267
194	PBANKA_0413200	PBANKA_0413200_pool6	conserved Plasmodium protein, unknown function	NA	pool6	-2.451685276495479	0.27812534173083303	0.07735370571289266	-1.8954345930338128	-3.0079359599571447	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-1.9621677171171152	0.21798995984467906	0.047519622593084794	-1.5261877974277571	-2.398147636806473	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
195	PBANKA_0823000	PBANKA_0823000_pool1	ubiquitin-like protein, putative	NA	pool1	-4.993116747248825	0.33713139621682847	0.1136575783151082	-4.318853954815168	-5.667379539682482	Reduced	Not applied	Mf1	0.0	0.0	-1.9582120668000431	0.30818443478424945	0.0949776458432873	-1.3418431972315443	-2.574580936368542	Reduced	Not applied	Mf1 and Mf2	1.0487533064207355e-10	4.699221546077527e-10
196	PBANKA_0618800	PBANKA_0618800_pool6	ATP-dependent RNA helicase DBP7, putative	DBP7	pool6	-7.532176657128369	0.8499789446166391	0.7224642062916157	-5.832218767895091	-9.232134546361648	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-1.952799171980464	0.2007228833230183	0.040289675889506014	-1.5513534053344276	-2.3542449386265005	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
197	PBANKA_0711000	PBANKA_0711000_pool3	conserved Plasmodium protein, unknown function	NA	pool3	-0.34336838786389395	0.7345765695941849	0.5396027365967604	1.1257847513244759	-1.8125215270522639	No Power	applied	no data			-1.9463205084957422	0.17198093459329122	0.02957744186358191	-1.6023586393091598	-2.290282377682325	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
198	PBANKA_1032700	PBANKA_1032700_pool4	CUGBP Elav-like family member 2, putative	CELF2	pool4	-1.4525844274345177	0.14894845651591954	0.022185642698474773	-1.1546875144026787	-1.7504813404663566	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-1.9432139840705174	0.2892811679568434	0.08368359413447543	-1.3646516481568307	-2.521776319984204	Reduced	Not applied	Mf1 and Mf2	9.250489263479267e-12	4.310727996781338e-11
199	PBANKA_0710100	PBANKA_0710100_pool2	2-oxoglutarate dehydrogenase E1 component, putative	KDH	pool2	-8.68024791891839	0.3052411004517131	0.09317212940497281	-8.069765718014963	-9.290730119821816	Reduced	Not applied	Mf1	0.0	0.0	-1.92300793068872	0.18330170029569207	0.03359951333129172	-1.556404530097336	-2.289611331280104	Reduced	Not applied	Mf2	0.0	0.0
