<<<<<<< HEAD
	pbanka_id	Gene IDs	gene_product	gene_symbol	pool	GCKO2_RGR	GCKO2_diff_max	GCKO2_diff_min	GCKO2_feed	GCKO2_pheno	GCKO2_relative_filter	GCKO2_sd	GCKO2_var	GCKO2_pvalue2	GCKO2_pvalue	GCKO2_zvalue	GCKO2_fdr	GCKO2_fdr2	g145480_RGR	g145480_diff_max	g145480_diff_min	g145480_feed	g145480_pheno	g145480_relative_filter	g145480_sd	g145480_var	g145480_pvalue2	g145480_pvalue	g145480_zvalue	g145480_fdr	g145480_fdr2
222	PBANKA_0416800	PBANKA_0416800_pool3	ubiquitin specific protease, putative	NA	pool3	-3.034440366441853	-2.8168465821032354	-3.2520341507804704	Mf1	Reduced	Not applied	0.10879689216930875	0.011836763745700196	0.0	0.0	27.890873589658092	0.0	0.0	-3.024950926818193	-1.6685017115987006	-4.381400142037685	Mf1 and Mf2	Reduced	Not applied	0.6782246076097461	0.45998861836739413	8.192065670042936e-06	4.096032835021468e-06	4.460101997005046	1.2865876436452824e-05	2.3483921587456415e-05
223	PBANKA_0402900	PBANKA_0402900_pool5	conserved Plasmodium protein, unknown function	NA	pool5	-3.0209000516331903	-2.7758800622291075	-3.265920041037273	no data	No Data	applied	0.12250999470204138	0.015008698801894206	0.0	0.0	24.658396720858345	0.0	0.0	0.219256745013416	0.8004673533720228	-0.36195386334519086	no data	No Data	applied	0.2906053041793034	0.08445144281714545	0.45055928400299994	0.7747203579985	-0.7544829425347812	0.9122533393995558	0.5508308109330793
224	PBANKA_1119700	PBANKA_1119700_pool5	cleavage stimulation factor subunit 1, putative	NA	pool5	-2.989567763979248	-2.838938640540818	-3.140196887417678	Mf1 and Mf2	Reduced	Not applied	0.07531456171921497	0.00567228320695744	0.0	0.0	39.694418924255935	0.0	0.0	-10.968491810215527	-9.516996152993572	-12.419987467437481	Mf1 and Mf2	Reduced	Not applied	0.7257478286109773	0.5267099107335486	0.0	0.0	15.113364970320799	0.0	0.0
225	PBANKA_1317500	PBANKA_1317500_pool5	glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase, putative	GluPho	pool5	-2.989167206648928	-2.7264781686655173	-3.2518562446323385	Mf1 and Mf2	Reduced	Not applied	0.13134451899170524	0.017251382669162416	0.0	0.0	22.758218078652387	0.0	0.0	-2.1305715713305906	-1.4997500077564139	-2.7613931349047673	no data	No Data	applied	0.3154107817870883	0.09948396126754223	1.429234508520949e-11	7.146172542604745e-12	6.7549104036931436	3.148861187501101e-11	5.88203112912747e-11
226	PBANKA_1233800	PBANKA_1233800_pool6	histone RNA hairpin-binding protein, putative	SLBP	pool6	-2.974142879472524	-2.2946877565424715	-3.653598002402577	Mf1 and Mf2	Reduced	Not applied	0.3397275614650264	0.1154148160189733	0.0	0.0	8.754493944050225	0.0	0.0	-1.7753083448171525	-0.9835172769963899	-2.567099412637915	Mf1 and Mf2	No Power	Not applied	0.3958955339103813	0.15673327377018587	7.315887949665978e-06	3.657943974832989e-06	4.484284849798352	1.1606758617345388e-05	2.116684982188741e-05
227	PBANKA_1203900	PBANKA_1203900_pool5	peptidase, putative	NA	pool5	-2.96996648802451	-2.506032363168779	-3.433900612880241	no data	No Data	applied	0.23196706242786558	0.05380871805141329	0.0	0.0	12.80339741745911	0.0	0.0	-1.83312686951743	-1.4200006934570915	-2.246253045577769	Mf1 and Mf2	No Power	Not applied	0.20656308803016935	0.04266830933655949	0.0	0.0	8.874416465199701	0.0	0.0
228	PBANKA_0404800	PBANKA_0404800_pool5	FAD-dependent glycerol-3-phosphate dehydrogenase, putative	NA	pool5	-2.9508620400208496	-2.8128179749234654	-3.088906105118234	Mf1 and Mf2	Reduced	Not applied	0.06902203254869213	0.004764040977152715	0.0	0.0	42.752465134073546	0.0	0.0	-0.0236820490600065	0.3680025612023643	-0.41536665932237726	Mf1 and Mf2	Not Reduced	Not applied	0.1958423051311854	0.038354208479096326	0.9037511751634413	0.45187558758172064	0.12092407227408311	0.5994562316110698	0.9283177227584937
229	PBANKA_0520400	PBANKA_0520400_pool5	dynamin-like protein, putative	DYN2	pool5	-2.9454693029238292	-2.658533155043289	-3.2324054508043694	Mf1 and Mf2	Reduced	Not applied	0.14346807394027	0.02058308824013078	0.0	0.0	20.530486135543406	0.0	0.0	-2.7276798250432526	-0.7667295621176573	-4.688630087968848	no data	No Data	applied	0.9804751314627976	0.9613314834169904	0.0054025378077200426	0.0027012689038600213	2.7819979696718593	0.006102323049118562	0.010676647616841351
230	PBANKA_0503300	PBANKA_0503300_pool2,pool7	conserved Plasmodium protein, unknown function	NA	pool2,pool7	-2.926003605851826	-2.8298370650589613	-3.022170146644691	Mf1 and Mf2,Mf1 and Mf2	Reduced	Not applied,Not applied	0.048083270396432516	0.0023120008920164436	0.0	0.0	60.85284095128683	0.0	0.0	-0.6266700389261091	-0.3381758287676007	-0.9151642490846175	Mf2,Mf1 and Mf2	Not Reduced	Not applied,Not applied	0.14424710507925417	0.020807227323745393	1.3964398519750176e-05	6.982199259875088e-06	4.344420212674602	2.1604968925717703e-05	3.948663254904415e-05
231	PBANKA_1353300	PBANKA_1353300_pool5	ABC transporter B family member 5, putative	ABCB5	pool5	-2.92266528008922	-2.3680014830170935	-3.4773290771613468	Mf1 and Mf2	Reduced	Not applied	0.2773318985360633	0.07691298194561731	0.0	0.0	10.53851106027447	0.0	0.0	0.01653040302176239	0.40348154635729533	-0.37042074031377054	Mf1 and Mf2	Not Reduced	Not applied	0.19347557166776647	0.03743279683216904	0.9319122096122414	0.5340438951938793	-0.08543922563075904	0.686549213718317	0.9478748167915703
232	PBANKA_0901800	PBANKA_0901800_pool4,pool7_2	conserved Plasmodium protein, unknown function	NA	pool4,pool7_2	-2.885811002193461	-2.176286775995906	-3.595335228391016	Mf1,Mf1 and Mf2	Reduced	Not applied,Not applied	0.3547621130987775	0.1258561568903098	4.440892098500626e-16	2.220446049250313e-16	8.134496034501733	9.629642762200142e-16	1.7552766553883805e-15	-0.7517732464434677	0.058510093482755265	-1.5620565863696907	Mf1 and Mf2	Not Reduced	Not applied	0.40514166996311146	0.16413977274049874	0.0635132823446003	0.03175664117230015	1.8555811514325775	0.05937111175690898	0.10115078299325232
233	PBANKA_0504400	PBANKA_0504400_pool6	conserved Plasmodium protein, unknown function	NA	pool6	-2.875326061822912	-2.071047106773692	-3.6796050168721317	Mf1 and Mf2	Reduced	Not applied	0.4021394775246099	0.1617161593837662	8.673062268371723e-13	4.3365311341858614e-13	7.1500716107807385	1.6979082716608593e-12	3.068740728950788e-12	0.5771647378148124	0.7838458118147676	0.3704836638148571	Mf1 and Mf2	Not Reduced	Not applied	0.10334053699997764	0.010679266587443748	2.3359823408952707e-08	0.9999999883200883	-5.585075852808248	1.0	7.980739668757268e-08
234	PBANKA_1026000	PBANKA_1026000_pool7	conserved protein, unknown function	NA	pool7	-2.8742238596788634	-2.1015789288635203	-3.6468687904942065	Mf1 and Mf2	Reduced	Not applied	0.3863224654076717	0.14924504727866167	1.0080825063596421e-13	5.040412531798211e-14	7.439960439902976	2.011333946394877e-13	3.628515995513525e-13	-0.27503243297271884	-0.016559754175590746	-0.5335051117698469	Mf1 and Mf2	Not Reduced	Not applied	0.12923633939856405	0.01670203142114084	0.03332585635060603	0.016662928175303016	2.1281354319741337	0.03298201815016327	0.05669487430996687
235	PBANKA_0716600	PBANKA_0716600_pool5	acylated pleckstrin-homology domain-containing protein, putative	APH	pool5	-2.8639910850841512	-2.2473387858549843	-3.480643384313318	Mf1 and Mf2	Reduced	Not applied	0.30832614961458343	0.09506501453615447	0.0	0.0	9.288836151796474	0.0	0.0	-7.496165895474655	-3.8145496807034633	-11.177782110245847	Mf1 and Mf2	Reduced	Not applied	1.8408081073855957	3.388574488216539	4.6568216782505445e-05	2.3284108391252722e-05	4.072214732974569	6.847944142427393e-05	0.00012488293833932105
236	PBANKA_0307800	PBANKA_0307800_pool6	conserved Plasmodium protein, unknown function	NA	pool6	-2.8620971903405574	-1.804672368419958	-3.919522012261157	Mf1 and Mf2	Reduced	Not applied	0.5287124109602998	0.27953681350345294	6.186173484579172e-08	3.093086742289586e-08	5.4133346049927855	9.956869435875495e-08	1.7362990297167156e-07	-2.541413191470393	-2.357067907667111	-2.7257584752736745	Mf1 and Mf2	Reduced	Not applied	0.09217264190164089	0.008495795915128125	0.0	0.0	27.572315809092043	0.0	0.0
237	PBANKA_0517700	PBANKA_0517700_pool4	ubiquitin-conjugating enzyme E2, putative	NA	pool4	-2.8551852885670668	-1.431847501938436	-4.2785230751956975	Mf1 and Mf2	No Power	Not applied	0.7116688933143154	0.5064726137112224	6.021736615946516e-05	3.010868307973258e-05	4.011957407988109	8.139771681079218e-05	0.00013649998245584752	-5.828823020534207	-4.309138405245002	-7.348507635823412	Mf1 and Mf2	Reduced	Not applied	0.7598423076446025	0.5773603324866747	1.709743457922741e-14	8.548717289613705e-15	7.671095649573247	4.247111737110872e-14	8.045472045394936e-14
238	PBANKA_1335000	PBANKA_1335000_pool3	conserved Plasmodium protein, unknown function	NA	pool3	-2.8528229787193005	-2.372557536422799	-3.333088421015802	Mf1 and Mf2	Reduced	Not applied	0.24013272114825063	0.0576637237660635	0.0	0.0	11.880192607978879	0.0	0.0	-0.24971728172666632	1.4831049149328026	-1.9825394783861354	Mf1 and Mf2	No Power	Not applied	0.8664110983297345	0.7506681913089369	0.7731780973668314	0.3865890486834157	0.2882203173621284	0.5309213036434134	0.8413203206077128
239	PBANKA_0502500	PBANKA_0502500_pool5	serine/threonine protein phosphatase 8	PPP8	pool5	-2.8092355135379616	-2.0745330040077783	-3.543938023068145	Mf1 and Mf2	Reduced	Not applied	0.3673512547650917	0.1349469443774873	2.042810365310288e-14	1.021405182655144e-14	7.647273493959807	4.169068866458415e-14	7.571128030482344e-14	0.5331634087578	1.015834299832484	0.0504925176831158	Mf1 and Mf2	Not Reduced	Not applied	0.2413354455373421	0.05824279727270742	0.027159251473347634	0.9864203742633262	-2.20922130841863	1.0	0.04658540108289477
240	PBANKA_1218100	PBANKA_1218100_pool1	oocyst capsule protein Cap380	Cap380	pool1	-2.805730520662241	-2.5959380348111747	-3.015523006513307	Mf1 and Mf2	Reduced	Not applied	0.10489624292553316	0.011003221779892467	0.0	0.0	26.747674105487796	0.0	0.0	-1.9836159474833603	-1.4392533307473978	-2.527978564219323	Mf1 and Mf2	No Power	Not applied	0.2721813083679812	0.07408266462490608	3.148592497836944e-13	1.574296248918472e-13	7.287847792992343	7.464438868446139e-13	1.4072741379221035e-12
241	PBANKA_0414900	PBANKA_0414900_pool3	dynein intermediate light chain, putative	NA	pool3	-2.769629393898603	-2.507934508573485	-3.031324279223721	Mf2	Reduced	Not applied	0.130847442662559	0.01712105325133166	0.0	0.0	21.16685918762027	0.0	0.0	-0.16159451351982135	0.16970373443358006	-0.49289276147322275	Mf1 and Mf2	Not Reduced	Not applied	0.1656491239767007	0.027439632274248362	0.32930094894918893	0.16465047447459447	0.9755228982831828	0.2582630712827916	0.42641566286566834
242	PBANKA_0506500	PBANKA_0506500_pool5	ZIP domain-containing protein	ZIPCO	pool5	-2.769300793639338	-2.5600871883681156	-2.9785143989105607	Mf1 and Mf2	Reduced	Not applied	0.10460680263561135	0.010942583157645746	0.0	0.0	26.473429297767137	0.0	0.0	-2.6631412841671436	-2.2772159232109894	-3.0490666451232977	Mf1 and Mf2	Reduced	Not applied	0.19296268047807708	0.03723459605728447	0.0	0.0	13.801328202785351	0.0	0.0
243	PBANKA_1340200	PBANKA_1340200_pool5	U6 snRNA-associated Sm-like protein LSm6, putative	LSM6	pool5	-2.7561224178376187	-2.3975659686035007	-3.1146788670717367	Mf1	Reduced	Not applied	0.179278224617059	0.03214068182184466	0.0	0.0	15.37343658843531	0.0	0.0	-1.288981787844013	1.5034045614471656	-4.0813681371351915	no data	No Data	applied	1.3961931746455893	1.9493553809269293	0.35589692505951653	0.17794846252975827	0.9232116380823944	0.27599718006792107	0.45518304158894063
244	PBANKA_1414400	PBANKA_1414400_pool6	exportin-T, putative	NA	pool6	-2.7560396090071597	-1.979972648019567	-3.5321065699947525	Mf1 and Mf2	Reduced	Not applied	0.3880334804937964	0.15056998198412944	1.2245759961615477e-12	6.122879980807738e-13	7.102581987255148	2.382391618700581e-12	4.3084378005796425e-12	-3.385066817809236	-2.65175471505481	-4.1183789205636625	Mf1 and Mf2	Reduced	Not applied	0.3666560513772131	0.1344366600115295	0.0	0.0	9.232267693644864	0.0	0.0
245	PBANKA_0315200	PBANKA_0315200_pool5	small nuclear ribonucleoprotein Sm D2, putative	SNRPD2	pool5	-2.7523673829583797	-1.6871078389369594	-3.8176269269798	no data	No Data	applied	0.5326297720107102	0.2836944740321811	2.372387337690185e-07	1.1861936688450925e-07	5.167505700194008	3.694653098223243e-07	6.427574370444775e-07	-0.6356775082516717	-0.229493664791595	-1.0418613517117483	no data	No Data	applied	0.20309192173003834	0.04124632867200002	0.0017480690895781414	0.0008740345447890707	3.1299989819223404	0.0021539942240157532	0.0038042620500941403
246	PBANKA_0703300	PBANKA_0703300_pool7	conserved Plasmodium protein, unknown function	NA	pool7	-2.728681469822762	-2.454419763709218	-3.0029431759363057	Mf1 and Mf2	Reduced	Not applied	0.13713085305677178	0.01880487086007793	0.0	0.0	19.89837741834141	0.0	0.0	-0.40857493329818495	0.045848326838752784	-0.8629981934351227	Mf1 and Mf2	Not Reduced	Not applied	0.22721163006846887	0.05162512483837074	0.07214324186228405	0.03607162093114202	1.7982131160058283	0.06614898720755015	0.1127351160429426
247	PBANKA_1117100	PBANKA_1117100_pool5	histone H3 variant, putative	H3.3	pool5	-2.7058841856052656	-0.8052659637905759	-4.606502407419955	no data	No Data	applied	0.9503091109073448	0.9030874062735081	0.004408172538002075	0.0022040862690010377	2.8473726649023883	0.005194158018834521	0.008367488601769897	-1.3504183469339548	-0.2948031010997525	-2.406033592768157	no data	No Data	applied	0.5278076229171011	0.27858088680940085	0.010511190684570293	0.0052555953422851465	2.558542711964687	0.011319045581743657	0.019710458321291962
248	PBANKA_1005300	PBANKA_1005300_pool5	conserved Plasmodium protein, unknown function	NA	pool5	-2.698935694128467	-2.443431750820937	-2.9544396374359967	Mf1 and Mf2	Reduced	Not applied	0.12775197165376498	0.01632056626142437	0.0	0.0	21.126372134929994	0.0	0.0	0.6131790988626323	1.004248089921254	0.22211010780401053	Mf1 and Mf2	Not Reduced	Not applied	0.1955344955293109	0.03823373894190211	0.0017132021985566404	0.9991433989007217	-3.135912654198225	1.0	0.003748005511579176
249	PBANKA_0714000	PBANKA_0714000_pool4	meiotic recombination protein DMC1	DMC1	pool4	-2.695501331227638	-2.41680548655822	-2.974197175897056	Mf1 and Mf2	Reduced	Not applied	0.139347922334709	0.01941784345900009	0.0	0.0	19.343677939834187	0.0	0.0	0.13863408596551427	0.7028483861696115	-0.42558021423858294	Mf1 and Mf2	Not Reduced	Not applied	0.2821071501020486	0.07958444413869978	0.6231269393416683	0.6884365303291659	-0.49142351023490605	0.8294496167347535	0.7171766457036246
250	PBANKA_0821000	PBANKA_0821000_pool6	chaperone, putative	NA	pool6	-2.671392657747079	-2.4948673359708438	-2.8479179795233143	Mf1 and Mf2	Reduced	Not applied	0.08826266088811772	0.007790297307050867	0.0	0.0	30.266396127954405	0.0	0.0	-1.8548875748503255	-1.537902452088165	-2.171872697612486	Mf1 and Mf2	No Power	Not applied	0.15849256138108023	0.025119892013135484	0.0	0.0	11.70330997674033	0.0	0.0
251	PBANKA_1238200	PBANKA_1238200_pool6	DnaJ protein, putative	NA	pool6	-2.611959435292351	-2.4799774260055045	-2.743941444579198	Mf1 and Mf2	Reduced	Not applied	0.06599100464342339	0.004354812693848327	0.0	0.0	39.580537520315765	0.0	0.0	0.7783323522686998	0.986429263295334	0.5702354412420656	Mf1 and Mf2	Not Reduced	Not applied	0.10404845551331711	0.010826081094706728	7.394085344003543e-14	0.999999999999963	-7.480479632579279	1.0	3.4276670721087053e-13
252	PBANKA_1210000	PBANKA_1210000_pool7	heptatricopeptide repeat-containing protein, putative	NA	pool7	-2.5934696838615463	-2.332783264577559	-2.8541561031455336	Mf1 and Mf2	Reduced	Not applied	0.1303432096419937	0.01698935229977672	0.0	0.0	19.89723661850036	0.0	0.0	-0.7812444002613872	-0.020063862665532728	-1.5424249378572417	Mf1 and Mf2	Not Reduced	Not applied	0.38059026879792723	0.1448489527036785	0.04009995953475398	0.02004997976737699	2.05271775005941	0.039188596818055026	0.0672105504567718
253	PBANKA_0932600	PBANKA_0932600_pool4	conserved protein, unknown function	NA	pool4	-2.5910122926865973	-2.3131308511042907	-2.868893734268904	Mf1 and Mf2	Reduced	Not applied	0.1389407207911533	0.019304523893965222	0.0	0.0	18.64832914305403	0.0	0.0	-0.330543125396961	-0.03179201029513118	-0.6292942404987909	Mf1 and Mf2	Not Reduced	Not applied	0.14937555755091492	0.022313057193646697	0.026909178677338774	0.013454589338669387	2.212832747314063	0.02684459664851316	0.04628378732502269
254	PBANKA_0313800	PBANKA_0313800_pool6	ATP synthase subunit alpha, mitochondrial, putative	NA	pool6	-2.582570559140678	-2.103542810113349	-3.0615983081680067	Mf1 and Mf2	Reduced	Not applied	0.2395138745136644	0.057366896084547384	0.0	0.0	10.782550966555137	0.0	0.0	-0.7644344808571805	-0.4812107055068719	-1.047658256207489	Mf1 and Mf2	Not Reduced	Not applied	0.14161188767515429	0.020053926730920515	6.735204993724153e-08	3.3676024968620766e-08	5.398095409975246	1.2278948285342133e-07	2.239680167246405e-07
255	PBANKA_0707100	PBANKA_0707100_pool3	inner membrane complex protein 1i	IMC1i	pool3	-2.542768150196119	-2.0496410188131775	-3.03589528157906	Mf1 and Mf2	Reduced	Not applied	0.24656356569147056	0.06079359192649211	0.0	0.0	10.312830052830801	0.0	0.0	-0.7109286462573039	-0.4795951396546263	-0.9422621528599815	Mf1 and Mf2	Not Reduced	Not applied	0.11566675330133878	0.013378797819272767	7.92849563779896e-10	3.96424781889948e-10	6.146352568617272	1.5448178219273913e-09	2.86574900299574e-09
256	PBANKA_1362100	PBANKA_1362100_pool2	tyrosine kinase-like protein, putative	TKL3	pool2	-2.5352934581029234	-1.733372624536491	-3.3372142916693557	Mf1 and Mf2	Reduced	Not applied	0.40096041678321614	0.1607692558269704	2.5644730783369596e-10	1.2822365391684798e-10	6.32305173274413	4.6153124997735773e-10	8.2765552321521e-10	-4.665819812605111	-2.917052556521819	-6.4145870686884034	Mf1 and Mf2	Reduced	Not applied	0.874383628041646	0.7645467289872717	9.495426755989911e-08	4.7477133779949554e-08	5.336124400058966	1.6963892786130974e-07	3.099685121654298e-07
257	PBANKA_1404400	PBANKA_1404400_pool3	conserved Plasmodium protein, unknown function	NA	pool3	-2.52885370430595	-2.362773134467046	-2.6949342741448534	Mf2	Reduced	Not applied	0.08304028491945185	0.006895688919503743	0.0	0.0	30.453336073676887	0.0	0.0	-1.8374547626482476	-1.072600782866868	-2.602308742429627	Mf1 and Mf2	No Power	Not applied	0.3824269898906898	0.14625040259685373	1.5496790477520506e-06	7.748395238760253e-07	4.804720407347433	2.5697470379611795e-06	4.6790551393385165e-06
258	PBANKA_1007600	PBANKA_1007600_pool4,pool7_2	erythrocyte vesicle protein 1, putative	EVP1	pool4,pool7_2	-2.4998100995734336	-1.7581149494717794	-3.241505249675088	no data,Mf1 and Mf2	Reduced	applied,Not applied	0.37084757505082716	0.13752792392107888	1.575140018417187e-11	7.875700092085935e-12	6.740802064651003	2.9363431089598006e-11	5.2885749543093186e-11	-0.8469977264650668	0.06749729763801782	-1.7614927505681512	Mf1 and Mf2	No Power	Not applied	0.4572475120515423	0.20907528727732533	0.06397077931095918	0.03198538965547959	1.8523834556580172	0.059620001345864045	0.1016198239500205
259	PBANKA_0208300	PBANKA_0208300_pilot,pool2	novel putative transporter 1	NPT1	pilot,pool2	-2.486642570728354	1.1015822416071024	-6.074867383063811	Mf1 and Mf2,Mf2	No Power	Not applied,Not applied	1.7941124061677283	3.218839325964956	0.16574643106171028	0.08287321553085514	1.3860015471605198	0.15851247503528035	0.23605164469335932	-4.975428970264349	-4.558121869177803	-5.392736071350894	Mf1 and Mf2,Mf2	Reduced	Not applied,Not applied	0.2086535505432725	0.043536304154313976	0.0	0.0	23.8454076497131	0.0	0.0
260	PBANKA_0719600	PBANKA_0719600_pool3	memo-like protein	NA	pool3	-2.478435635389313	-2.187474027197715	-2.7693972435809107	Mf1	Reduced	Not applied	0.14548080409579897	0.02116466436036024	0.0	0.0	17.036169484994495	0.0	0.0	-2.600563826295485	-2.0369283774018543	-3.164199275189116	Mf1 and Mf2	Reduced	Not applied	0.28181772444681535	0.07942122981238116	0.0	0.0	9.227822101679994	0.0	0.0
261	PBANKA_0806100	PBANKA_0806100_pool3	CCR4 domain-containing protein 4, putative	CCR4-4	pool3	-2.472021609120281	-2.2494377627832294	-2.694605455457333	Mf1	Reduced	Not applied	0.11129192316852589	0.01238589216254907	0.0	0.0	22.21204862617906	0.0	0.0	0.10046056628876743	0.38193954372238587	-0.181018411144851	Mf1 and Mf2	Not Reduced	Not applied	0.14073948871680922	0.019807603684268867	0.4753476991496337	0.7623261504251831	-0.7138051104541843	0.9019171817648989	0.5741546290643849
262	PBANKA_0106000	PBANKA_0106000_pool1,pool7	G-protein associated signal transduction protein, putative	NA	pool1,pool7	-2.4677956558004186	-1.6888679266302926	-3.2467233849705446	no data,Mf1 and Mf2	Reduced	applied,Not applied	0.38946386458506305	0.15168210181753233	2.3520807523880194e-10	1.1760403761940097e-10	6.336391845825342	4.2453018204228847e-10	7.610748341276259e-10	-2.55595022880231	-0.06907957412589516	-5.042820883478726	Mf1 and Mf2,no data	No Power	Not applied,applied	1.2434353273382075	1.5461314132726753	0.039825388401266704	0.019912694200633352	2.055555421827826	0.03898136525618491	0.06684018753213941
263	PBANKA_0413200	PBANKA_0413200_pool6	conserved Plasmodium protein, unknown function	NA	pool6	-2.451685276495479	-1.8954345930338128	-3.0079359599571447	Mf1 and Mf2	Reduced	Not applied	0.27812534173083303	0.07735370571289266	0.0	0.0	8.815037354158816	0.0	0.0	-1.9621677171171152	-1.5261877974277571	-2.398147636806473	Mf1 and Mf2	No Power	Not applied	0.21798995984467906	0.047519622593084794	0.0	0.0	9.001183900924554	0.0	0.0
264	PBANKA_1206400	PBANKA_1206400_pool5	endonuclease, putative	NA	pool5	-2.446231408152343	-2.2254865655255864	-2.6669762507790997	Mf1 and Mf2	Reduced	Not applied	0.11037242131337838	0.012182071386577903	0.0	0.0	22.16342976844554	0.0	0.0	-1.358169676390007	-0.0781188256401002	-2.638220527139914	Mf1 and Mf2	No Power	Not applied	0.6400254253749534	0.40963254512639014	0.03383305114797164	0.01691652557398582	2.12205581613314	0.03337801802335493	0.05740110854628657
265	PBANKA_0933800	PBANKA_0933800_pool2	conserved Plasmodium protein, unknown function	NA	pool2	-2.4179027262914006	-1.282774654507219	-3.553030798075582	Mf1 and Mf2	No Power	Not applied	0.5675640358920908	0.3221289348381185	2.042981315475423e-05	1.0214906577377114e-05	4.260140835898751	2.847861231058932e-05	4.8603498343405776e-05	-4.365409642769758	-2.9649620494518656	-5.76585723608765	Mf1 and Mf2	Reduced	Not applied	0.7002237966589462	0.4903133654074693	4.5378434343490426e-10	2.2689217171745213e-10	6.234306322634151	9.010654080626203e-10	1.67913672481699e-09
266	PBANKA_0706300	PBANKA_0706300_pool5	GTP-binding protein Obg2, putative	Obg2	pool5	-2.4092476401523437	-1.78121812795343	-3.0372771523512574	no data	No Data	applied	0.3140147560994569	0.0986052670482014	1.687538997430238e-14	8.43769498715119e-15	7.672402628713634	3.466671394392051e-14	6.291749874001096e-14	-3.4992748738868773	-1.573887615268069	-5.424662132505686	no data	No Data	applied	0.9626936293094042	0.9267790239129124	0.00027811111486575335	0.00013905555743287668	3.6348790179458335	0.0003836333630946841	0.0006908457375250885
267	PBANKA_1120100	PBANKA_1120100_pool6	conserved Plasmodium protein, unknown function	NA	pool6	-2.387690139434546	-2.022642905302586	-2.7527373735665064	Mf1 and Mf2	Reduced	Not applied	0.1825236170659801	0.03331487078684854	0.0	0.0	13.081540777111735	0.0	0.0	-0.25166427867739855	-0.06146927418472245	-0.4418592831700746	Mf1 and Mf2	Not Reduced	Not applied	0.09509750224633805	0.00904353493349227	0.008135798424274698	0.004067899212137349	2.6463815845078043	0.008868304750935795	0.01546545828516852
268	PBANKA_1020200	PBANKA_1020200_pool3	peptidyl-prolyl cis-trans isomerase, putative	CYP52	pool3	-2.3826290912964834	-2.171570427131869	-2.5936877554610978	Mf2	Reduced	Not applied	0.10552933208230718	0.011136439929737868	0.0	0.0	22.577884691226526	0.0	0.0	-0.36756315425132763	-0.18165255674772177	-0.5534737517549335	Mf1 and Mf2	Not Reduced	Not applied	0.09295529875180293	0.008640687566036935	7.679353323708504e-05	3.839676661854252e-05	3.95419259780711	0.00011057914081598736	0.00020131011463835047
269	PBANKA_1457000	PBANKA_1457000_pool7	ubiquitin-conjugating enzyme E2, putative	NA	pool7	-2.3520693541801125	-1.8176144342920346	-2.8865242740681905	Mf1 and Mf2	Reduced	Not applied	0.2672274599440389	0.07141051534814291	0.0	0.0	8.801750219354957	0.0	0.0	-0.9740049773957988	-0.6640569255597845	-1.2839530292318133	Mf1 and Mf2	Not Reduced	Not applied	0.15497402591800719	0.024016948709235163	3.2794589266416097e-10	1.6397294633208048e-10	6.28495627977762	6.617290099550303e-10	1.2317726751572553e-09
270	PBANKA_0611400	PBANKA_0611400_pool1,pool5_2	pantothenate kinase 2, putative	PANK2	pool1,pool5_2	-2.3483933501287004	-1.4175935055771063	-3.2791931946802944	Mf1,Mf1 and Mf2	No Power	Not applied,Not applied	0.4653999222757971	0.21659708765431795	4.51229738684944e-07	2.25614869342472e-07	5.045968505205373	6.957851155771544e-07	1.206822149073865e-06	-0.28635162517017193	0.4420266556150129	-1.0147299059553567	Mf1 and Mf2	Not Reduced	Not applied	0.3641891403925924	0.1326337299798954	0.43170831124948883	0.21585415562474441	0.7862717291940325	0.3254777896784236	0.5319567827352891
271	PBANKA_1314800	PBANKA_1314800_pool5	elongation factor 2, putative	eEF2	pool5	-2.3440229174128526	-1.5641643841383246	-3.1238814506873807	no data	No Data	applied	0.389929266637264	0.15204483298027455	1.8392176670545268e-09	9.196088335272634e-10	6.011405447012536	3.2446085680100343e-09	5.786354826577088e-09	-1.482778216781072	-1.0181169372274583	-1.9474394963346855	no data	No Data	applied	0.23233063977680685	0.05397752617910038	1.7457346679350394e-10	8.728673339675197e-11	6.382189702595976	3.55707701129901e-10	6.636985155228641e-10
272	PBANKA_1346000	PBANKA_1346000_pool3	DNA polymerase theta, putative	POLQ	pool3	-2.3284967028182044	-2.131085968125872	-2.525907437510537	Mf1 and Mf2	Reduced	Not applied	0.09870536734616626	0.009742749542941626	0.0	0.0	23.590375735617418	0.0	0.0	0.4341502502861306	0.6774328354422157	0.19086766513004552	Mf1 and Mf2	Not Reduced	Not applied	0.12164129257804253	0.014796604060056943	0.0003582061691644878	0.9998208969154178	-3.569102572694127	1.0	0.0008673458115497403
273	PBANKA_1306200	PBANKA_1306200_pool6	tRNA import protein tRIP	tRIP	pool6	-2.324094586076139	-2.0102133468666454	-2.6379758252856322	Mf1 and Mf2	Reduced	Not applied	0.15694061960474678	0.02463035808192183	0.0	0.0	14.808751182003393	0.0	0.0	-2.9505978291361026	-2.601597649066938	-3.2995980092052672	Mf1 and Mf2	Reduced	Not applied	0.17450009003458222	0.0304502814220773	0.0	0.0	16.908861356755498	0.0	0.0
