Pathways	Pvals	Pathway size	Number of genes found in pathway	FDR	Genes
Sugar nucleotide biosynthesis pathways	0.19273504034262368	16	0	0.3231168718118237	
The different RNA export pathways	0.19273504034262368	16	0	0.3231168718118237	
Mechanisms of alternative splicing regulation at the transition from exon definition to intron definition	0.19273504034262368	16	0	0.3231168718118237	
Control of the mitotic spindle organization by kinesins	0.19273504034262368	16	0	0.3231168718118237	
Chaperone-mediated modulation of nucleosome-histone interactions	0.19273504034262368	16	0	0.3231168718118237	
Regulated splicing through controlling the assembly of the core splicing machinery	0.19273504034262368	16	0	0.3231168718118237	
Glycosylphosphatidylinositol (GPI) anchor biosynthesis	0.19273504034262368	16	0	0.3231168718118237	
Biogenesis and functions of mitochondrial cytochrome c	0.19273504034262368	16	0	0.3231168718118237	
Autophagy and autophagy-related pathways	0.19273504034262368	16	0	0.3231168718118237	
Maturation of cytosolic and nuclear Fe-S proteins	0.19273504034262368	16	0	0.3231168718118237	
Pre-ribosomal particles along the 40S assembly pathway	0.19273504034262368	16	0	0.3231168718118237	
Transcription associated proteins implicated in the transcriptional machinery	0.19276858829682664	172	3	0.3231168718118237	PBANKA_0826400, PBANKA_0100800, PBANKA_1222000
Chloramphenicol - effect of drug on gene transcription	0.19837719113701346	62	1	0.331465686456782	PBANKA_0506500
Proteins of erythrocyte-derived microvesicles	0.20348795296417854	17	0	0.33786678982731533	
Molecular markers of resistance to antimalarial drugs	0.20348795296417854	17	0	0.33786678982731533	
Genes for which expression is significantly correlated with coma score	0.21288284499030874	304	5	0.34783056427707976	PBANKA_1014400, PBANKA_1119700, PBANKA_1015200, PBANKA_1131800, PBANKA_1360300
SNAREs are traffic-specific	0.21410025263267218	18	0	0.34783056427707976	
Translocon of exported proteins (PTEX)	0.21410025263267218	18	0	0.34783056427707976	
Molecular model of vesicle exocytosis	0.21410025263267218	18	0	0.34783056427707976	
Porphyrin metabolism	0.21410025263267218	18	0	0.34783056427707976	
Import and export through the nuclear pore	0.21410025263267218	18	0	0.34783056427707976	
Potential models for lncRNA-TARE at chromosome ends	0.21410025263267218	18	0	0.34783056427707976	
Helicases	0.21789667449033245	66	1	0.3529124053094955	PBANKA_1217700
Mitochondrial antioxidant system	0.2245737438405625	19	0	0.3593179901449	
Sphingomyelin and ceramide metabolism	0.2245737438405625	19	0	0.3593179901449	
Phosphatidylcholine metabolism	0.2245737438405625	19	0	0.3593179901449	
Ribosome-associated protein quality control	0.2245737438405625	19	0	0.3593179901449	
Proteins containing histone post translational modification-binding modules	0.2349102083707797	20	0	0.3669603255022831	
Enzyme involved in protein degradation within mitochondria	0.2349102083707797	20	0	0.3669603255022831	
Exon definition during the earliest stages of spliceosome assembly	0.2349102083707797	20	0	0.3669603255022831	
Calcium � calmodulin activation of protein kinases	0.2349102083707797	20	0	0.3669603255022831	
Pyruvate metabolism	0.2349102083707797	20	0	0.3669603255022831	
Cooperation and competition of splicing factors in regulated splicing	0.2349102083707797	20	0	0.3669603255022831	
Phosphoinositides and membrane traffic	0.2349102083707797	20	0	0.3669603255022831	
Merozoite ligands, their erythrocyte receptors	0.2349102083707797	20	0	0.3669603255022831	
Genes coding for transport proteins	0.23685229293196697	127	2	0.3689026863365149	PBANKA_1115100, PBANKA_0506500
Organellar ribosomal proteins	0.2375889742778151	70	1	0.3689617012314305	PBANKA_1037600
m6A Effectors: Writers, Erasers, and Readers	0.24511140559863887	21	0	0.3708275706477975	
Biosynthesis of Fe-S proteins in the apicoplast	0.24511140559863887	21	0	0.3708275706477975	
Genes coding for GPI-anchored membrane proteins	0.24511140559863887	21	0	0.3708275706477975	
Rab and other proteins involved in intracellular traffic	0.24511140559863887	21	0	0.3708275706477975	
Histone mRNA degradation	0.24511140559863887	21	0	0.3708275706477975	
Effect of different motors on spindle length	0.24511140559863887	21	0	0.3708275706477975	
Co-translational capturing of selected ribosomal proteins by their dedicated chaperones	0.24511140559863887	21	0	0.3708275706477975	
Resistance to experimental antimalarials generated in vitro	0.24511140559863887	21	0	0.3708275706477975	
Distinct H3/H4 � histone chaperone complexes are marked by specific H3/H4 posttranslational modifications	0.24511140559863887	21	0	0.3708275706477975	
Protein phosphorylation	0.25242966677408574	73	1	0.3763534926880389	PBANKA_0407200
Replication in prokaryotes � a model for apicoplast and mitochondion DNA replication	0.2551790726937839	22	0	0.3763534926880389	
Candidate genes related to virulence	0.2551790726937839	22	0	0.3763534926880389	
Chromatin-associated protein degradation (CAD) regulated by CDC48�Ufd1�Npl4	0.2551790726937839	22	0	0.3763534926880389	
Control of microtubule assembly	0.2551790726937839	22	0	0.3763534926880389	
Classical COPII-mediated vesicular transport	0.2551790726937839	22	0	0.3763534926880389	
Pyrimidine metabolism	0.2551790726937839	22	0	0.3763534926880389	
In vitro resistance to experimental antimalarials	0.2551790726937839	22	0	0.3763534926880389	
SCF (Skp1-Cullin-F-box) ubiquitin-ligase	0.2551790726937839	22	0	0.3763534926880389	
Transcriptomic and metabolic alterations in fosmidomycin-treated parasite	0.26234240824429744	75	1	0.3810616677665116	PBANKA_1115100
RNA polymerase III transcribes tRNA and 5S rRNA	0.2651149249877931	23	0	0.3810616677665116	
Assembly and recycling of spliceosome components with respect to Prp8	0.2651149249877931	23	0	0.3810616677665116	
Pyridoxal phosphate (Vitamin B6) metabolism	0.2651149249877931	23	0	0.3810616677665116	
Repetitive sequences in�P. falciparum�proteins	0.2651149249877931	23	0	0.3810616677665116	
Architecture, Dynamic Formation, and Processing of the 90S Pre-ribosome during Early Ribosome Biogenesis	0.2651149249877931	23	0	0.3810616677665116	
Pellicle formation in the merozoite	0.2651149249877931	23	0	0.3810616677665116	
Mechanisms of alternative splicing by splice site selection	0.2651149249877931	23	0	0.3810616677665116	
Hemoglobin digestion	0.2651149249877931	23	0	0.3810616677665116	
Interactome of mitochondrial 2-Cys peroxiredoxin	0.26558843510999297	135	2	0.3810616677665116	PBANKA_0102200, PBANKA_1104800
Established and putative Maurer�s clefts proteins	0.26730162911054123	76	1	0.3824803798654899	PBANKA_0102200
A model for global single-strand break (SSB) repair	0.27492065615698014	24	0	0.38812327928044255	
pH regulation in the parasite cytosol	0.27492065615698014	24	0	0.38812327928044255	
F0F1-ATPase	0.27492065615698014	24	0	0.38812327928044255	
Inositol Phosphate metabolism	0.27492065615698014	24	0	0.38812327928044255	
Tubulin and microtubules	0.27492065615698014	24	0	0.38812327928044255	
Genomic landscape of splicing regulators	0.2845979385493467	25	0	0.39337097265459436	
Histone chaperones	0.2845979385493467	25	0	0.39337097265459436	
N-myristoylation, S-palmitoylation and prenylation of proteins	0.2845979385493467	25	0	0.39337097265459436	
Hsp70 machinery interacts with J-domains	0.2845979385493467	25	0	0.39337097265459436	
General roles of deubiquitinases	0.2845979385493467	25	0	0.39337097265459436	
Biogenesis of cytochrome oxidase	0.2845979385493467	25	0	0.39337097265459436	
Organellar ribosome assembly proteins  and their predicted targeting	0.2845979385493467	25	0	0.39337097265459436	
Rhoptry neck and bulb proteins during and after invasion	0.2845979385493467	25	0	0.39337097265459436	
Subcellular location of adaptor proteins	0.2941484234291436	26	0	0.40340355213139695	
The structures of RNA polymerases	0.2941484234291436	26	0	0.40340355213139695	
Replication-coupled disassembly and reassembly of nucleosomes	0.2941484234291436	26	0	0.40340355213139695	
Possible paths for apoptosis	0.3035737412222618	27	0	0.4099410111645888	
Base excision repair of AP sites	0.3035737412222618	27	0	0.4099410111645888	
Pre-replicative complex formation and transition to replication	0.3035737412222618	27	0	0.4099410111645888	
The homeostasis of Ca2+ in malaria parasites	0.3035737412222618	27	0	0.4099410111645888	
Proteins involved in steps during passage through prophase	0.3035737412222618	27	0	0.4099410111645888	
The ATG autophagic pathway	0.3035737412222618	27	0	0.4099410111645888	
Chloroquine - effect of drug on gene transcription	0.30692966882442785	84	1	0.4134154722941273	PBANKA_0806000
Characteristics of Plasmodium falciparum export proteins that remodel infected erythrocyte	0.31287550178468315	28	0	0.41507101744299674	
HP1 enrichment values	0.31287550178468315	28	0	0.41507101744299674	
Quality control in mRNA biogenesis	0.31287550178468315	28	0	0.41507101744299674	
Role of histone exchange in transcription elongation	0.31287550178468315	28	0	0.41507101744299674	
U6 snRNP role in pre-mRNA splicing	0.31287550178468315	28	0	0.41507101744299674	
Transcription and processing of snRNAs	0.31287550178468315	28	0	0.41507101744299674	
Enzymes involved in vthe metabolism of various sugar derivatives	0.322055294684237	29	0	0.41986468047722747	
The 35 most abundant proteins	0.322055294684237	29	0	0.41986468047722747	
Posttranslational translocation in eukaryotes	0.322055294684237	29	0	0.41986468047722747	
Spliceosome dynamics during the catalytic steps	0.322055294684237	29	0	0.41986468047722747	
Proteins and complexes that are involved in protein transport into the endoplasmic reticulum	0.322055294684237	29	0	0.41986468047722747	
Signaling machinery in malaria parasites	0.322055294684237	29	0	0.41986468047722747	
Gametocyte IMC and plate formation	0.322055294684237	29	0	0.41986468047722747	
Transcription related proteins encoding genes	0.3241742233085476	151	2	0.42158618203673187	PBANKA_0826400, PBANKA_1222000
Ribosomal structure	0.3266316107619939	88	1	0.42373830585339745	PBANKA_1324000
Nucleotide excision repair	0.33111468941138567	30	0	0.4248832453289689	
Fatty acid synthesis in the apicoplast	0.33111468941138567	30	0	0.4248832453289689	
mRNA degradation	0.33111468941138567	30	0	0.4248832453289689	
Import of proteins into the mitochondrion	0.33111468941138567	30	0	0.4248832453289689	
Exportome - compiled from various sources	0.33153768385518023	89	1	0.4248832453289689	PBANKA_0102200
Glycolysis	0.34005523563816553	31	0	0.42851829216456183	
Structure and processing of pre rRNA	0.34005523563816553	31	0	0.42851829216456183	
Utilization of phospholipids	0.34005523563816553	31	0	0.42851829216456183	
DNA mismatch repair system	0.34005523563816553	31	0	0.42851829216456183	
Classical COPI-mediated vesicular transport	0.34005523563816553	31	0	0.42851829216456183	
Regulators of alternative splicing	0.34005523563816553	31	0	0.42851829216456183	
Model of RNA Pol II biogenesis	0.34005523563816553	31	0	0.42851829216456183	
Tafenoquine - effect of drug on gene transcription	0.3461990896253029	92	1	0.43522171267180937	PBANKA_1331800
Schematic representation of the spliceosome pathway in yeast	0.34887846348988505	32	0	0.43547950052638135	
Interactions of HDAC1 with other proteins	0.34887846348988505	32	0	0.43547950052638135	
Genes coding for Fe-S containing proteins	0.34887846348988505	32	0	0.43547950052638135	
Maturation and export of 60S and 40S ribosomal subunits	0.3559200639867405	94	1	0.4380634492212207	PBANKA_1037600
Proteins interacting with histone deacetylase	0.3575858837392919	33	0	0.4380634492212207	
Protein-Protein Interactions between Human Erythrocytes and Plasmodium falciparum	0.3575858837392919	33	0	0.4380634492212207	
Prenylated proteins	0.3575858837392919	33	0	0.4380634492212207	
Purine metabolism	0.3575858837392919	33	0	0.4380634492212207	
Organization of chaperone pathways in the cytosol	0.3575858837392919	33	0	0.4380634492212207	
LysoPC depletion induces gene activity	0.3575858837392919	33	0	0.4380634492212207	
Components of exosomes	0.3575858837392919	33	0	0.4380634492212207	
Parasite proteins co-exported  with Hsp70x	0.38302812190371927	36	0	0.4649168927934799	
Approved drugs with anti-malarial activity and their possible targets	0.38302812190371927	36	0	0.4649168927934799	
Mechanism of Fe�S-protein biogenesis	0.38302812190371927	36	0	0.4649168927934799	
Chaperones associate with proteins in various iRBC locations	0.38302812190371927	36	0	0.4649168927934799	
Localization of aminoacyl-tRNA ligases in the three protein translational compartments	0.39128704143734516	37	0	0.47276786699981294	
Large Tethering Complexes that Act in the Secretory and Endocytic Pathways	0.39128704143734516	37	0	0.47276786699981294	
Nucleosome assembly and regulation	0.39943742571147944	38	0	0.4760789182294834	
ATP-dependent chromatin remodeling complexes	0.39943742571147944	38	0	0.4760789182294834	
Transcriptional mediator complex	0.39943742571147944	38	0	0.4760789182294834	
Hsp90-associated multiprotein complex (R2TP-Hsp90 complex)	0.39943742571147944	38	0	0.4760789182294834	
Phosphatidylethanolamine and phosphatidylserine metabolism	0.39943742571147944	38	0	0.4760789182294834	
Location of lipid raft-associated proteins	0.39943742571147944	38	0	0.4760789182294834	
Post-translational modifications - 2- hydroxyisobutyrylation, acetylation and crotonylation	0.4045771519663198	243	3	0.4811187753112992	PBANKA_0102200, PBANKA_1345800, PBANKA_1014400
Transporters of the ER/Golgi and digestive vacuole membranes	0.40748067447361225	39	0	0.4823986460136037	
Epigenetic switching mechanisms	0.40748067447361225	39	0	0.4823986460136037	
Potential Farnesylated proteins	0.41310171369815285	106	1	0.4877779138551061	PBANKA_1345800
Proguanil - effect of drug on gene transcription	0.41541816978065893	40	0	0.4877779138551061	
Classical clathrin-mediated vesicular transport	0.41541816978065893	40	0	0.4877779138551061	
Proteins released from infected cells during rupture	0.41571981294469273	176	2	0.4877779138551061	PBANKA_1002400, PBANKA_1360300
Putative flagellar proteins	0.4232512761859193	41	0	0.4955136891932714	
Phosphopoteome - Wu et al, 2009	0.4362295489883833	111	1	0.5095778802342177	PBANKA_1360300
Proteins predicted to be involved in cell cycle regulatory network	0.4386096944158281	43	0	0.5112271934912963	
Signifcantly altered metabolic genes  in response to hypoxanthine deprivation	0.44437712955471276	184	2	0.5154500637058963	PBANKA_1306200, PBANKA_1115100
Mitochondrial electron flow	0.4461376498363534	44	0	0.5154500637058963	
Chaperone network and protein quality control of the mitochondrion	0.4461376498363534	44	0	0.5154500637058963	
DNA Replication	0.4461376498363534	44	0	0.5154500637058963	
Sulfenylated proteins  identified  by  mass  spectrometry	0.44987970499713603	114	1	0.5186386118744276	PBANKA_1360300
Functions of the ER�Mitochondrial contacts	0.4535665040132938	45	0	0.5206154654761285	
Genes encoding respiratory chain proteins	0.4535665040132938	45	0	0.5206154654761285	
Enzymes involved in glycerophospholipid synthesis	0.46089753725035487	46	0	0.5267400425718342	
ER-to Golgi, translocation and quality control	0.46089753725035487	46	0	0.5267400425718342	
Genes differentially expressed in severe malaria	0.4620317236291104	189	2	0.5268957885014477	PBANKA_1360300, PBANKA_1401600
Gene expression affected by lumefantrine	0.4633500560675273	117	1	0.5272604086285656	PBANKA_1018400
Components of the linear motor responsible for merozoite motility in invasion	0.4681320136399604	47	0	0.5304156721070795	
Molecular motor prototypes	0.4681320136399604	47	0	0.5304156721070795	
Modification of proteins by adenylylation and ADP-ribosylation	0.4752711812448235	48	0	0.5373515710862243	
IMC (inner membrane complex) proteins	0.4823162722937051	49	0	0.5441516918185391	
Proteins targeted by the thioredoxin superfamily enzymes	0.4892685034047648	50	0	0.5473173088934657	
Putative organization of the kinetochore	0.4892685034047648	50	0	0.5473173088934657	
tRNA modifications	0.4892685034047648	50	0	0.5473173088934657	
RNA polymerase II transcribes mRNA	0.4892685034047648	50	0	0.5473173088934657	
Differentially expressed genes in different stages treated with cAMP	0.493222945864381	198	2	0.5505744511974485	PBANKA_1002400, PBANKA_0702200
Structure of the mitotic centrosome	0.4961290757530684	51	0	0.5526501096996205	
Methotrexate - effect of drug on gene transcription	0.5028991752541191	52	0	0.5590121358614207	
Arginine-methylated proteins	0.5095799727992778	53	0	0.5652483731891149	
Predicted RNA-binding proteins	0.5142011531806918	957	12	0.5691786349673067	PBANKA_0100800, PBANKA_1306200, PBANKA_1345800, PBANKA_1217700, PBANKA_1401600, PBANKA_1222000, PBANKA_0702200, PBANKA_1018400, PBANKA_1037600, PBANKA_1347200, PBANKA_1324000, PBANKA_1360300
Essential, Non-mutable genes	0.5179904807284139	884	11	0.5721735854071183	PBANKA_0407200, PBANKA_1345800, PBANKA_1331800, PBANKA_1015200, PBANKA_1401600, PBANKA_0417400, PBANKA_0702200, PBANKA_1131800, PBANKA_1037600, PBANKA_1360300, PBANKA_0309600
Total palmitome of Plasmodium falciparum	0.5217801554399104	358	4	0.5749460985190794	PBANKA_1345800, PBANKA_0702200, PBANKA_1217700, PBANKA_1306200
Functional annotation of merozoite invasion-related proteins	0.5226782713809812	55	0	0.5749460985190794	
Regulation of spindle microtubule dynamics	0.5290980405818956	56	0	0.5795928743303752	
Genes coding for mitochondrial ribosome subunits	0.5290980405818956	56	0	0.5795928743303752	
Effect of hyperoxia on gene expression	0.5521088885839339	138	1	0.6035476049116296	PBANKA_1131800
Kinetochores power chromosome movements in mitosis	0.5599471668199861	61	0	0.60717360181886	
Protein biosynthesis	0.5599471668199861	61	0	0.60717360181886	
Gene gating and mRNA export	0.5599471668199861	61	0	0.60717360181886	
Highest expressed genes based on mRNA abundance	0.5600256516776229	140	1	0.60717360181886	PBANKA_1360300
SNAREs and their accessories	0.5658745434674597	62	0	0.6110056420262141	
Transcriptomic response of dihydroartemisinin (DHA) treated K1 strain trophozoites	0.5658745434674597	62	0	0.6110056420262141	
Network analysis of drCDC-UNK proteins and their potential protein interactions	0.6018266183027259	151	1	0.6484988866608965	PBANKA_1018400
Essential metabolic genes	0.6105556725077155	70	0	0.6539014099068433	
Translation in prokaryotes � a template for apicoplast and mitochondrion	0.6105556725077155	70	0	0.6539014099068433	
Genes coding for enzymes/proteins involved in DNA replication	0.6105556725077155	70	0	0.6539014099068433	
Protein composition of affinity-purified exon and B-like complexes	0.6410734270129125	76	0	0.68381165548044	
Chaperone-assisted protein folding	0.6410734270129125	76	0	0.68381165548044	
S-Glutathionylated proteins	0.6437331726399778	328	3	0.6852643450683634	PBANKA_1018400, PBANKA_1306200, PBANKA_1320900
Artemisinin - effect of drug on gene transcription	0.6459262149289695	77	0	0.6862153752162895	
Splicing and non-sense-mediated decay factors	0.664701581869892	81	0	0.7047438458379578	
Protein kinase coding genes	0.6692405927956662	82	0	0.7081343346615465	
Genes coding for protein traffic related proteins	0.6737192808586113	83	0	0.7114475605866936	
Atovaquone - effect of drug on gene transcription	0.678138432812017	84	0	0.7146848154186527	
Genes involved in DNA repair	0.6868012251995212	86	0	0.722372603397106	
Lysine acetylated proteins	0.6902131623434931	673	7	0.7245179914858138	PBANKA_1306200, PBANKA_1345800, PBANKA_1217700, PBANKA_1233400, PBANKA_1131800, PBANKA_1037600, PBANKA_1360300
Essential Exportome PEXEL-ome and PNEP-ome	0.6952350649328654	88	0	0.7283414965963351	
Genes up and down regulated in response to ER stress	0.7034458918912185	90	0	0.7340304958864888	
Drug-target associations predicted for P. falciparum	0.7034458918912185	90	0	0.7340304958864888	
S-nitrosylated proteins	0.7128687582941916	273	2	0.7423958666259037	PBANKA_1306200, PBANKA_1320900
Transcripts translationally regulated in asexual blood stages	0.7176160587938499	275	2	0.7458686595337652	PBANKA_1324000, PBANKA_1360300
Isocryptolepine - effect of drug on gene transcription	0.7305098141139579	97	0	0.7577783533441449	
Centrosome proteins	0.7448704840512548	101	0	0.7711600305471814	
Interactome of cytosolic 2-Cys peroxiredoxin	0.7483416339265309	102	0	0.7732375395561807	
Iron-containing proteins	0.7517664201599794	103	0	0.7752591207899787	
Predicted protein-protein interactions of plausible stress helicases	0.7923356940383385	116	0	0.8155034043903368	
Drug targets	0.7979698353175455	118	0	0.8181127631993477	
Proteins of detergent-resistant membranes	0.7979698353175455	118	0	0.8181127631993477	
Co-inhibition of S-adenosylmethionine decarboxylase/ornithine decarboxylase effect on gene expression	0.8041129219822565	317	2	0.8228132224934718	PBANKA_1002400, PBANKA_0506500
Genes whose expression is highly positively or negatively correlated with pfcrt or pfmdr1	0.8061408316008521	121	0	0.8232927641881044	
Essential genes of parasitic apicomplexa - P. falciparum	0.8106852456929601	838	8	0.826335540011357	PBANKA_0102200, PBANKA_0100800, PBANKA_1115200, PBANKA_1217700, PBANKA_1233400, PBANKA_0826400, PBANKA_0719600, PBANKA_1139800
Plasmodium ubiquitin-protein conjugates	0.8301384698034322	514	4	0.8438896066483346	PBANKA_1018400, PBANKA_1320900, PBANKA_0712300, PBANKA_0716600
Genes coding for chaperones and their regulators	0.8311034004869962	131	0	0.8438896066483346	
Top ranked surface exposed proteins	0.8788517208947092	155	0	0.890659709467191	
Nuclear genes with apicoplast signal sequences	0.8892372144029433	275	1	0.8994583318098737	PBANKA_1002400
Single Gene/enzyme deletions predicted to cause impairment of metabolic networks	0.9120596856029838	178	0	0.9207791854653451	
Proteins with ATPase activity	0.9443273754161846	444	2	0.9515359813353921	PBANKA_1360300, PBANKA_1217700
Protein-protein associations involving proteases	0.9547568964390553	761	5	0.9602126501329927	PBANKA_0516300, PBANKA_1320900, PBANKA_1002400, PBANKA_0702200, PBANKA_0806000
a-acetylated N-termini of parasite proteins	0.9681430231613811	495	2	0.971824175340702	PBANKA_1217700, PBANKA_0806000
P. falciparum proteins with no orthologs in H. sapiens	0.9830556996090696	1816	16	0.9849210804432424	PBANKA_0100800, PBANKA_1115200, PBANKA_1115100, PBANKA_0716600, PBANKA_1037600, PBANKA_1143200, PBANKA_1464600, PBANKA_1312700, PBANKA_1132800, PBANKA_0312300, PBANKA_1316700, PBANKA_1459100, PBANKA_1359400, PBANKA_1139800, PBANKA_1360300, PBANKA_0309600
Nuclear genes with mitochondrial signal sequences	0.9865308524467764	310	0	0.9865308524467764	
